rule_id,initial_topic_id,topic_id,parent_id,name,is_child,definition,seed_status,object_pattern,task_pattern,exclude_title_pattern,required_text_pattern,accepted_documents,candidate_seed_clusters1000,additional_precision_guards
M154.oer,M154,M154,M154,电解水析氧催化,False,研究对象须匹配“电催化析氧”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electrocatal|electrochemical|电催化|电化学,oxygen.evolution|析氧|\bOER\b,overall.water.splitting|整体水分解|oxygen.reduction|氧还原,,4699,T0697|T0682|T0145|T0281|T0154|T0761|T0557|T0829|T0889|T0363,src/decision_guards.py
M363.orr,M363,M363,M363,非贵金属氧还原电催化材料,False,研究对象须匹配“氧还原电催化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electrocatal|electrochemical|电催化|电化学,oxygen.reduction|氧还原|\bORR\b,oxygen.evolution|析氧,,1349,T0682|T0697|T0689|T0598|T0494|T0154|T0042|T0739|T0289|T0855,src/decision_guards.py
M281.overall_water,M281,M281,M281,整体电催化水分解,False,研究对象须匹配“整体电催化水分解”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electrocatal|electroly|电催化|电解,overall.water.splitting|overall.water.electrolysis|整体水分解|全解水,,,1590,T0145|T0673|T0406|T0154,src/decision_guards.py
M008.co2_electro,M008,M008,M008,二氧化碳电还原催化,False,研究对象须匹配“二氧化碳电还原”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electroreduc|electrocatal|electrochemical|电还原|电催化|电化学,CO2|carbon.dioxide|二氧化碳,,,6924,T0426|T0557|T0796|T0932|T0255|T0265|T0627|T0338|T0739|T0889,src/decision_guards.py
M255.co2_hydrogenation,M255.co2_hydrogenation,M255.co2_hydrogenation,M255,二氧化碳催化加氢与甲烷化,True,CO2催化加氢或甲烷化；产物可以是燃料或化学品，不仅凭名称推断用途。,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,hydrogenation|methanation|加氢|甲烷化,,,2539,T0150|T0321|T0238|T0796|T0417|T0981|T0075|T0515|T0228,src/decision_guards.py
M474.n2_reduction,M474.n2_reduction,M474.n2_reduction,M474,氮气电还原制氨,True,研究对象须匹配“氮气电还原制氨”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,nitrogen.reduction|N2.reduction|氮气还原,electrocatal|electrochemical|电催化|电化学,,,714,T0474|T0228,src/decision_guards.py
M474.nitrate_reduction,M474.nitrate_reduction,M474.nitrate_reduction,M474,硝酸盐电还原制氨,True,研究对象须匹配“硝酸盐电还原制氨”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,nitrate.reduction|硝酸盐还原,ammonia|氨,,,695,T0474|T0228,src/decision_guards.py
M136.alkaline_electrolysis,M136.alkaline_electrolysis,M136.alkaline_electrolysis,M136,碱性水电解制氢,True,研究对象须匹配“碱性水电解制氢”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,water.electroly|electrolyzer|electrolyser|水电解|电解槽,alkaline|碱性,,,1480,T0136|T0145|T0179|T0154|T0673|T0648|T0552,src/decision_guards.py
M136.pem_electrolysis,M136.pem_electrolysis,M136.pem_electrolysis,M136,质子交换膜水电解制氢,True,研究对象须匹配“质子交换膜水电解制氢”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,water.electroly|electrolyzer|electrolyser|水电解|电解槽,proton.exchange.membrane|\bPEM\b|质子交换膜,,,1556,T0145|T0179|T0697|T0570|T0762,src/decision_guards.py
M124.steam_reforming,M124.steam_reforming,M124.steam_reforming,M124,蒸汽重整制氢与合成气,True,研究对象须匹配“蒸汽重整制氢与合成气”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,steam.reform|蒸汽重整|水蒸气重整,hydrogen|syngas|制氢|合成气,,,881,T0654|T0981|T0075,src/decision_guards.py
M124.dry_reforming,M124.dry_reforming,M124.dry_reforming,M124,二氧化碳干重整制合成气,True,研究对象须匹配“二氧化碳干重整制合成气”对应对象，且满足所列任务；多任务冲突保留复核。,keyword_candidate_only,dry.reform|干重整|二氧化碳重整,,,,416,T0139,src/decision_guards.py
M071.economics,M071.economics,M071.economics,M071,氢能技术经济与生命周期,True,研究对象须匹配“氢能技术经济与生命周期”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydrogen|氢能|制氢,techno.economic|life.cycle|levelized.cost|技术经济|生命周期|平准化,,,1447,T0071|T0087|T0464,src/decision_guards.py
M238.supply_chain,M238.supply_chain,M238.supply_chain,M238,氢能供应链与基础设施规划,True,研究对象须匹配“氢能供应链与基础设施规划”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydrogen|氢能,supply.chain|infrastructure|network.planning|供应链|基础设施|网络规划,,,782,T0071|T0765|T0192,src/decision_guards.py
M086.refueling,M086.refueling,M086.refueling,M086,加氢站与氢气加注,True,研究对象须匹配“加氢站与氢气加注”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydrogen.refuel|hydrogen.filling|加氢站|氢气加注,,,,517,T0677|T0765,src/decision_guards.py
M192.solid_storage,M192,M192,M192,固态储氢材料与反应器,False,研究对象须匹配“固态储氢材料”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,hydrogen.storage|储氢,hydride|solid.state|metal.alloy|氢化物|固态|合金,,,2265,T0192|T0416|T0875|T0136|T0677|T0086|T0969|T0515|T0955|T0008,src/decision_guards.py
M482.pemfc,M419,M419,M419,质子交换膜燃料电池运行与建模,False,研究对象须匹配“质子交换膜燃料电池系统”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,proton.exchange.membrane.fuel.cell|polymer.electrolyte.fuel.cell|\bPEMFC\b|质子交换膜燃料电池,,,,1494,T0750|T0043|T0259|T0674|T0762|T0480|T0387|T0648|T0013|T0716,src/decision_guards.py
M259.sofc,M259,M259,M259,固体氧化物燃料电池,False,研究对象须匹配“固体氧化物燃料电池”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,solid.oxide.fuel.cell|\bSOFC\b|固体氧化物燃料电池,,,,12414,T0627|T0482|T0437|T0942|T0480|T0964|T0124|T0494|T0762|T0761,src/decision_guards.py
M426.soec,M426,M426,M426,固体氧化物电解池与可逆电化学单元,False,研究对象须匹配“固体氧化物电解池”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,solid.oxide.electrolysis|solid.oxide.electrolyzer|\bSOEC\b|固体氧化物电解池,,,,711,T0494|T0199|T0674,src/decision_guards.py
M078.water,M078.water,M078.water,M078,燃料电池水管理,True,研究对象须匹配“燃料电池水管理”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,fuel.cell|燃料电池,water.management|flooding|water.transport|水管理|水淹|水传输,,,361,T0674,src/decision_guards.py
M078.air,M078.air,M078.air,M078,燃料电池供气与空压控制,True,研究对象须匹配“燃料电池供气与空压控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,fuel.cell|燃料电池,air.supply|air.compressor|oxygen.excess|供气|空压机|氧过量,,,151,T0334|T0078|T0907|T0762,src/decision_guards.py
M268.proton_membrane,M268,M268,M268,燃料电池质子交换膜,False,研究对象须匹配“燃料电池质子交换膜材料”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,proton.exchange.membrane|proton.conducting.membrane|质子交换膜|质子传导膜,fuel.cell|燃料电池,electrolyzer|electrolyser|电解槽,,346,T0259|T0750|T0480|T0043|T0674|T0648|T0992|T0008|T0387,src/decision_guards.py
M228.persulfate,M228,M228,M228,过硫酸盐活化与高级氧化,False,研究对象须匹配“过硫酸盐活化高级氧化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,persulfate|peroxymonosulfate|peroxydisulfate|过硫酸盐|过一硫酸盐,activat|oxidation|活化|氧化,,,3673,T0624|T0079|T0293,src/decision_guards.py
M324.absorption,M324.absorption,M324.absorption,M324,二氧化碳溶剂吸收捕集,True,研究对象须匹配“二氧化碳溶剂吸收捕集”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,amine|solvent.absorp|chemical.absorp|胺|溶剂吸收|化学吸收,,,1509,T0150|T0826|T0196|T0529|T0692|T0347|T0796|T0486|T0508|T0844,src/decision_guards.py
M324.adsorption,M324.adsorption,M324.adsorption,M324,二氧化碳固体吸附捕集,True,研究对象须匹配“二氧化碳固体吸附捕集”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,adsorp|sorbent|吸附,carbon.aerogel|activated.carbon|活性炭|碳气凝胶,,4655,T0150|T0826|T0321|T0713|T0529|T0796|T0426|T0347|T0844|T0932,src/decision_guards.py
M150.carbon_capture,M150,M150,M150,多孔碳吸附二氧化碳,False,研究对象须匹配“多孔碳二氧化碳吸附”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,carbon|炭|碳,CO2.adsorp|CO2.capture|carbon.dioxide.adsorp|carbon.dioxide.capture|二氧化碳吸附|二氧化碳捕集,,,756,T0324|T0150|T0713|T0692|T0826|T0347|T0529|T0426|T0417|T0338,src/decision_guards.py
M196.dac,M196.dac,M196.dac,M196,直接空气捕碳,True,研究对象须匹配“直接空气捕碳”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,direct.air.capture|直接空气捕|空气直接捕,,,,553,T0713|T0826,src/decision_guards.py
M486.geological,M486,M486,M486,二氧化碳地质封存与驱油,False,研究对象须匹配“二氧化碳地质封存”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,geological.storage|geologic.storage|geological.sequestration|地质封存|地质储存,,,1009,T0987|T0486|T0571|T0590,src/decision_guards.py
M114.hydrate,M114.hydrate,M114.hydrate,M114,二氧化碳水合物形成与分离,True,二氧化碳水合物的形成、性质及基于水合物的分离；允许CO2混合气体系。,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,hydrate|水合物,,,1950,T0571|T0713|T0114|T0665|T0487,src/decision_guards.py
M046.fouling,M046.fouling,M046.fouling,M046,分离膜污染与清洗,True,研究对象须匹配“分离膜污染与清洗”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,membrane|膜,fouling|antifouling|cleaning|膜污染|抗污染|膜清洗,,,2417,T0489|T0552|T0521|T0975,src/decision_guards.py
M046.desalination,M046.desalination,M046.desalination,M046,膜法海水淡化,True,研究对象须匹配“膜法海水淡化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,membrane|reverse.osmosis|膜|反渗透,desalin|海水淡化,,,1645,T0996,src/decision_guards.py
M468.adsorption,M468.adsorption,M468.adsorption,M468,水污染物吸附去除,True,研究对象须匹配“水污染物吸附去除”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wastewater|water.pollut|aqueous.solution|废水|水污染|水溶液,adsorp|吸附,photocatal|光催化,,1391,T0566|T0521|T0584|T0946|T0522,src/decision_guards.py
M468.electro_oxidation,M468.electro_oxidation,M468.electro_oxidation,M468,水污染物电化学氧化,True,研究对象须匹配“水污染物电化学氧化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wastewater|water.pollut|废水|水污染,electrochemical.oxid|electro.oxid|电化学氧化|电氧化,,,179,T0042,src/decision_guards.py
M128.food_sludge,M128.food_sludge,M128.food_sludge,M128,餐厨垃圾或污泥厌氧消化,True,明确餐厨垃圾、厨余或污泥厌氧消化；与粪便/农业残余共同消化时保留主类并复核。,sample_object_task_supported,anaerobic.digestion|anaerobic.co.digestion|厌氧消化|厌氧共消化,food.waste|sludge|餐厨|厨余|污泥,,,2902,T0785|T0772|T0901|T0274|T0623|T0224,src/decision_guards.py
M128.manure,M128.manure,M128.manure,M128,畜禽粪便与农业残余厌氧消化,True,研究对象须匹配“畜禽粪便与农业残余厌氧消化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,anaerobic.digestion|anaerobic.co.digestion|厌氧消化|厌氧共消化,manure|dung|agricultural.residue|粪便|粪污|秸秆,food.waste|sludge|餐厨|厨余|污泥,,1040,T0785|T0772|T0702,src/decision_guards.py
M274.biogas_upgrading,M274.biogas_upgrading,M274.biogas_upgrading,M274,沼气提纯与生物甲烷升级,True,研究对象须匹配“沼气提纯与生物甲烷升级”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biogas|biomethane|沼气|生物甲烷,upgrad|purif|CO2.removal|提纯|净化|脱碳,,,929,T0623|T0702|T0274|T0489|T0614|T0156,src/decision_guards.py
M274.biogas_process,M274.biogas_process,M128,M128,生物质与污泥厌氧消化产气,False,研究对象须匹配“厌氧产沼气工艺与建模”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biogas.production|methane.yield|biomethane.production|沼气生产|沼气产量|产甲烷,digest|ferment|model|消化|发酵|建模,gasification|热解|气化,,2155,T0772|T0033|T0901|T0805|T0623|T0274|T0785|T0702|T0471,src/decision_guards.py
M058.fermentative_h2,M058.fermentative_h2,M058.fermentative_h2,M058,厌氧发酵生物制氢,True,研究对象须匹配“厌氧发酵生物制氢”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,dark.ferment|anaerobic.ferment|暗发酵|厌氧发酵,hydrogen|氢,,,808,T0988|T0087|T0238|T0772,src/decision_guards.py
M087.anaerobic_wastewater,M087.anaerobic_wastewater,M087.anaerobic_wastewater,M087,厌氧污水处理反应器,True,研究对象须匹配“厌氧污水处理反应器”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,anaerobic|厌氧|\bUASB\b|\bAnMBR\b,wastewater.treatment|污水处理|废水处理,,,280,T0489|T0614|T0238,src/decision_guards.py
M033.sludge_dewatering,M033.sludge_dewatering,M033.sludge_dewatering,M033,污泥脱水与调理,True,研究对象须匹配“污泥脱水与调理”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,sludge|污泥,dewater|condition|脱水|调理,,,160,T0901|T0033|T0320,src/decision_guards.py
M033.nutrient_recovery,M033.nutrient_recovery,M033.nutrient_recovery,M033,污水污泥营养元素回收,True,研究对象须匹配“污水污泥营养元素回收”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,sludge|wastewater|污泥|废水|污水,phosphorus.recover|nitrogen.recover|struvite|磷回收|氮回收|鸟粪石,,,22,T0614,src/decision_guards.py
M347.gasification,M347.gasification,M347.gasification,M347,生物质气化制合成气,True,研究对象须匹配“生物质气化制合成气”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biomass|wood|生物质|木质,gasification|gasifier|气化,,,5175,T0033|T0124|T0238|T0783|T0087|T0805|T0726|T0471|T0597|T0579,src/decision_guards.py
M347.htl,M347.htl,M347.htl,M347,生物质水热液化,True,研究对象须匹配“生物质水热液化”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,biomass|alga|生物质|藻,hydrothermal.liquefaction|水热液化,,,106,T0113|T0625|T0810,src/decision_guards.py
M347.htc,M347.htc,M347.htc,M347,生物质水热炭化,True,研究对象须匹配“生物质水热炭化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biomass|生物质|sludge|污泥,hydrothermal.carbonization|hydrothermal.carbonisation|水热炭化|水热碳化,,,306,T0347|T0471|T0901,src/decision_guards.py
M062.pyrolysis,M062,M062,M062,生物质热解与炭化,False,研究对象须匹配“生物质热解与炭化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biomass|wood|生物质|木质,pyroly|carbonization|carbonisation|热解|炭化,coal|煤,,4887,T0062|T0124|T0347|T0471|T0033|T0544|T0810|T0087|T0579|T0501,src/decision_guards.py
M226.soil,M226.soil,M226.soil,M226,生物炭土壤改良,True,研究对象须匹配“生物炭土壤改良”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,biochar|生物炭,soil|土壤,,,527,T0009|T0143|T0015,src/decision_guards.py
M226.water,M226.water,M226.water,M226,生物炭水污染物去除,True,研究对象须匹配“生物炭水污染物去除”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,biochar|生物炭,wastewater|aqueous|pollutant|废水|水污染|污染物,soil|土壤,,7,T0033,src/decision_guards.py
M365.activated_carbon,M365.activated_carbon,M365.activated_carbon,M365,活性炭制备与孔结构,True,研究对象须匹配“活性炭制备与孔结构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,activated.carbon|活性炭,synthesis|prepar|activation|pore.structure|制备|活化|孔结构,supercapacitor|battery|超级电容|电池|CO2.capture|二氧化碳捕集,,1463,T0397|T0045|T0729|T0150|T0983|T0347|T0946|T0781,src/decision_guards.py
M224.pretreatment,M224.pretreatment,M224.pretreatment,M224,木质纤维素预处理,True,研究对象须匹配“木质纤维素预处理”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,lignocellulos|cellulosic.biomass|木质纤维素,pretreat|delignif|预处理|脱木质素,,,171,T0781|T0245,src/decision_guards.py
M224.ethanol,M224.ethanol,M224.ethanol,M224,木质纤维素生物乙醇,True,研究对象须匹配“木质纤维素生物乙醇”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,lignocellulos|cellulosic.biomass|木质纤维素,ethanol|乙醇,,,122,T0781|T0128|T0245,src/decision_guards.py
M015.algal_biofuel,M015.algal_biofuel,M015.algal_biofuel,M015,藻类生物燃料,True,研究对象须匹配“藻类生物燃料”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,alga|藻,biofuel|biodiesel|生物燃料|生物柴油,,,154,T0525|T0226,src/decision_guards.py
M015.sustainability,M015.sustainability,M015.sustainability,M015,生物能源生命周期与可持续性,True,研究对象须匹配“生物能源生命周期与可持续性”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,bioenergy|biomass|biofuel|生物能源|生物质|生物燃料,life.cycle|sustainab|生命周期|可持续,,,2257,T0226|T0015|T0124|T0853|T0347|T0128|T0781,src/decision_guards.py
M439.ewaste,M439.ewaste,M439.ewaste,M439,电子废物回收,True,研究对象须匹配“电子废物回收”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electronic.waste|e.waste|电子废物|电子垃圾,recycl|recover|回收,,,545,T0541|T0752|T0042|T0984,src/decision_guards.py
M439.plastic,M439.plastic,M439.plastic,M439,废塑料回收与转化,True,研究对象须匹配“废塑料回收与转化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,waste.plastic|plastic.waste|废塑料,recycl|pyroly|conversion|回收|热解|转化,,,895,T0245,src/decision_guards.py
M400.load,M400.load,M400.load,M400,电力负荷预测,True,研究对象须匹配“电力负荷预测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"electric.{0,8}load|power.load|electricity.demand|电力负荷|用电负荷|电力需求",forecast|predict|预测,electricity.price|电价,,2962,T0816|T0738|T0953|T0722,src/decision_guards.py
M400.price,M400.price,M400.price,M400,电价预测,True,研究对象须匹配“电价预测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electricity.price|power.price|电价,forecast|predict|预测,,,1040,T0816|T0135,src/decision_guards.py
M175.short_circuit,M175.short_circuit,M175.short_circuit,M175,电网短路电流计算,True,研究对象须匹配“电网短路电流计算”对应对象，且满足所列任务；多任务冲突保留复核。,descriptor_retrieval_only_not_sample_approved,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",short.circuit.current|fault.current.calcul|短路电流|短路计算,,,17,T0398|T0055|T0664,src/decision_guards.py
M332.wind_speed,M332.wind_speed,M332.wind_speed,M332,风速预测,True,研究对象须匹配“风速预测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wind.speed|风速,forecast|predict|预测,,,2515,T0753|T0444,src/decision_guards.py
M332.wind_power,M332.wind_power,M332.wind_power,M332,风电出力预测,True,研究对象须匹配“风电出力预测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wind.turbine|wind.farm|wind.power|wind.energy|风电|风力机|风力发电,power.forecast|power.prediction|generation.forecast|功率预测|出力预测|发电量预测,wind.speed.forecast|风速预测,,2803,T0753|T0444|T0387|T0531,src/decision_guards.py
M444.wind_condition,M444.wind_condition,M444.wind_condition,M444,风机状态监测与预测性维护,True,研究对象须匹配“风机状态监测与预测性维护”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,wind.turbine|wind.farm|wind.power|wind.energy|风电|风力机|风力发电,condition.monitor|predictive.maintenance|fault.diagnos|状态监测|预测性维护|故障诊断,,,559,T0444|T0527,src/decision_guards.py
M253.location,M253.location,M253.location,M253,电动汽车充电站选址规划,True,研究对象须匹配“电动汽车充电站选址规划”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|EV.charg|charging.station|电动汽车|充电站,location|siting|placement|选址|站点规划,routing|路径,,684,T0879|T0253,src/decision_guards.py
M253.routing,M253.routing,M253.routing,M253,电动汽车路径与补能规划,True,研究对象须匹配“电动汽车路径与补能规划”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|电动汽车|electric.bus|电动公交,routing|route.planning|路径|行驶路线,,,442,T0253|T0756|T0879,src/decision_guards.py
M089.scheduling,M089.scheduling,M089.scheduling,M089,电动汽车有序充放电调度,True,研究对象须匹配“电动汽车有序充放电调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|EV.charg|电动汽车|电动公交,charging.schedul|charging.strateg|smart.charging|coordinated.charging|orderly.charging|充电调度|有序充电|充电策略|充放电调度,,,839,T0526|T0253|T0763|T0879,src/decision_guards.py
M027.grid_impact,M027.grid_impact,M027.grid_impact,M027,电动汽车充电并网影响,True,研究对象须匹配“电动汽车充电并网影响”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|电动汽车|charging.station|充电站,grid.impact|grid.integration|distribution.network|并网影响|电网影响|配电网,,,587,T0526|T0253|T0540|T0961|T0684,src/decision_guards.py
M191.charging_forecast,M191.charging_forecast,M191.charging_forecast,M191,电动汽车充电负荷预测,True,研究对象须匹配“电动汽车充电负荷预测”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,charging.load|charging.demand|充电负荷|充电需求,forecast|predict|预测,,,357,T0879,src/decision_guards.py
M105.adoption,M105.adoption,M105.adoption,M105,电动汽车推广与购买行为,True,研究对象须匹配“电动汽车推广与购买行为”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|电动汽车,adoption|purchase|consumer|acceptance|推广|购买|消费者|接受度,,,2028,T0105|T0756|T0253|T0526|T0027|T0197|T0961|T0306,src/decision_guards.py
M105.consumption,M105.consumption,M105.consumption,M105,电动汽车整车能耗与续航,True,研究对象须匹配“电动汽车整车能耗与续航”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,electric.vehicle|电动汽车,energy.consumption|driving.range|能耗|续航,,,456,T0540,src/decision_guards.py
M104.ems,M104.ems,M104.ems,M104,微电网能量管理与经济调度,True,研究对象须匹配“微电网能量管理与经济调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,microgrid|micro.grid|微电网,energy.management|economic.dispatch|optimal.schedul|能量管理|经济调度|优化调度,,,2969,T0104|T0684|T0791|T0463,src/decision_guards.py
M142.droop,M142.droop,M142.droop,M142,微电网下垂控制与功率分配,True,研究对象须匹配“微电网下垂控制与功率分配”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,microgrid|micro.grid|微电网,droop.control|power.sharing|下垂控制|功率分配,,,1001,T0791|T0463|T0923,src/decision_guards.py
M142.islanding,M142.islanding,M142.islanding,M142,微电网孤岛切换与动态控制,True,研究对象须匹配“微电网孤岛切换与动态控制”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,microgrid|micro.grid|微电网,islanding|islanded|transition|secondary.control|孤岛|并离网切换|二次控制,droop.control|下垂控制,,1570,T0791|T0104|T0923|T0129,src/decision_guards.py
M260.scheduling,M260.scheduling,M260.scheduling,M260,综合能源系统优化调度,True,研究对象须匹配“综合能源系统优化调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,integrated.energy.system|multi.energy.system|energy.hub|综合能源系统|多能源系统|能源枢纽,dispatch|schedul|调度,,,1149,T0306|T0260|T0172|T0531|T0387,src/decision_guards.py
M260.planning,M260.planning,M260.planning,M260,综合能源系统规划配置,True,研究对象须匹配“综合能源系统规划配置”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,integrated.energy.system|multi.energy.system|energy.hub|综合能源系统|多能源系统|能源枢纽,planning|sizing|capacity.allocation|规划|容量配置,dispatch|schedul|调度,,398,T0961|T0531,src/decision_guards.py
M248.vpp,M248,M248,M248,虚拟电厂资源聚合与调度,False,研究对象须匹配“虚拟电厂资源聚合与调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,virtual.power.plant|虚拟电厂,,,,1828,T0814,src/decision_guards.py
M047.demand_response,M047.demand_response,M047.demand_response,M047,配电网需求响应与柔性调度,True,研究对象须匹配“配电网需求响应与柔性调度”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,distribution.network|distribution.system|配电网,demand.response|flexib|需求响应|柔性,,,676,T0163|T0047|T0523|T0834|T0073,src/decision_guards.py
M431.planning,M431.planning,M431.planning,M431,配电网规划与容量配置,True,研究对象须匹配“配电网规划与容量配置”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,distribution.network|distribution.system|配电网,planning|capacity.allocation|规划|容量配置,,,1751,T0961|T0055|T0191|T0163|T0545|T0834|T0664|T0248|T0175|T0862,src/decision_guards.py
M415.reconfiguration,M415,M415,M415,配电网重构与优化运行,False,研究对象须匹配“配电网重构”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,distribution.network|distribution.system|配电网,reconfigur|重构,,,1380,T0191|T0248|T0664|T0217|T0791|T0834|T0017|T0215,src/decision_guards.py
M082.voltage_var,M082.voltage_var,M082.voltage_var,M082,配电网电压无功优化,True,研究对象须匹配“配电网电压无功优化”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,distribution.network|distribution.system|配电网,volt.var|reactive.power|voltage.regulation|电压无功|无功优化|电压调节,,,1149,T0398|T0378|T0163|T0743|T0047,src/decision_guards.py
M082.harmonics,M082.harmonics,M082.harmonics,M082,配电网谐波与电能质量治理,True,研究对象须匹配“配电网谐波与电能质量治理”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,distribution.network|distribution.system|配电网,harmonic|power.quality|谐波|电能质量,,,1173,T0163|T0549|T0263|T0732|T0664|T0678|T0656|T0201|T0415,src/decision_guards.py
M470.state_estimation,M470.state_estimation,M470.state_estimation,M470,电网状态估计与相量测量,True,研究对象须匹配“电网状态估计与相量测量”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",state.estimation|phasor.measurement|状态估计|相量测量,,,697,T0663|T0861|T0871,src/decision_guards.py
M463.transient,M463.transient,M463.transient,M463,电力系统暂态稳定,True,研究对象须匹配“电力系统暂态稳定”对应对象，且满足所列任务；多任务冲突保留复核。,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",transient.stability|暂态稳定,,,1165,T0663|T0523|T0278|T0916|T0861,src/decision_guards.py
