topic_index,topic_id,name,parent_id,kind,assigned_documents,inclusive_parent_documents,eligible_leaf_documents,accepted_topic_documents,enabled
379,M386,天然气管网供给与市场治理,M386,parent,8620,8741,0,0,True
380,M387,光伏发电功率预测方法与装置,M387,parent,2987,2987,0,1468,True
381,M388,碳纳米管、纳米纤维与功能复合材料,M388,parent,24173,24173,0,0,True
382,M389,交通运输车辆与燃料效率,M389,parent,11706,11879,0,0,True
383,M390,电缆桥架支撑与线束安装,M390,parent,2710,3473,0,0,True
384,M391,辐照材料损伤与稳定性,M391,parent,12273,12428,0,0,True
385,M392,感应电机运行控制与性能,M392,parent,17650,17650,0,3591,True
386,M393,有机发光二极管与发光材料,M393,parent,13177,13177,0,8128,True
387,M394,风电机组变桨偏航与运行控制,M394,parent,2259,2259,0,0,True
388,M395,计算流体力学与多相流,M395,parent,10897,10897,0,0,True
389,M396,开关谐振及功率调节电路,M396,parent,2859,2859,0,0,True
390,M397,水力发电与水轮机系统,M397,parent,9100,10026,0,0,True
391,M398,电网电压无功与多目标运行优化,M398,parent,3334,3334,0,0,True
392,M399,配位化学与分子晶体结构,M399,parent,18524,18524,0,0,True
393,M400,电力负荷需求与电价预测,M400,parent,10024,14026,0,0,True
394,M401,纳米材料热传导与热管理,M401,parent,8808,8808,0,0,True
395,M402,转写词与文本质量干扰的跨学科混杂,M402,parent,11038,11038,0,0,True
396,M404,风机发电装置与机舱结构,M404,parent,1653,1653,0,0,True
397,M405,锌锆系及其他无机纳米材料,M405,parent,13986,13986,0,0,True
398,M406,可见光催化材料与反应,M406,parent,15726,15726,0,0,True
399,M407,分类算法与跨领域技术文本混合,M407,parent,9854,9854,0,0,True
400,M408,期刊会议索引与出版信息,M408,parent,17498,17498,0,0,True
401,M409,晶格声子热输运与热膨胀,M409,parent,18241,18241,0,0,True
402,M410,汽车技术产品与零部件资讯,M410,parent,10587,10587,0,0,True
403,M411,空调系统与能效控制装置,M411,parent,1823,1823,0,0,True
404,M412,群智能与多目标优化算法,M412,parent,12905,12905,0,0,True
405,M413,结构基础抗震与工程力学,M413,parent,9105,9105,0,0,True
406,M414,水系锌电池负极及界面稳定,M414,parent,8655,8655,0,626,True
407,M415,配电网重构与优化运行,M415,parent,11748,11748,0,1376,True
408,M416,氢氦在材料中的扩散与相互作用,M416,parent,14327,14327,0,0,True
409,M417,沸石硅基及多孔材料合成,M417,parent,12772,12772,0,0,True
410,M418,清洗清扫与净化装置混合,M418,parent,1742,1742,0,0,True
411,M419,质子交换膜燃料电池运行与建模,M419,parent,9377,9377,0,1494,True
412,M421,二次电池正极活性材料,M421,parent,2153,7991,0,0,True
413,M422,多孔介质两相流与界面润湿,M422,parent,11753,11753,0,0,True
414,M423,林木育种栽培与植物生产,M423,parent,7893,7893,0,0,True
415,M425,晶体生长结构与性质,M425,parent,12808,12808,0,0,True
416,M426,固体氧化物电解池与可逆电化学单元,M426,parent,8704,8704,0,709,True
417,M427,通用信息管理与软件系统,M427,parent,15366,15366,0,0,True
418,M428,聚合物气凝胶与复合材料,M428,parent,12457,12457,0,0,True
419,M429,碳化硅功率半导体器件,M429,parent,12500,12500,0,3366,True
420,M430,柴油机及多燃料内燃机性能,M430,parent,10802,11500,0,0,True
421,M431,配电网规划运行与配置方法,M431,parent,2945,4696,0,0,True
422,M432,气候变化适应与社会经济政策,M432,parent,13409,15612,0,0,True
423,M433,硅系半导体加工与材料性质,M433,parent,19179,19179,0,0,True
424,M434,巡检机器人与自主移动装置,M434,parent,4837,5174,0,0,True
425,M435,太阳能光热及光伏光热系统,M435,parent,12671,15844,0,0,True
426,M436,通用电气工程应用与技术资料,M436,parent,10503,10503,0,0,True
427,M439,固废电子废物回收与处置,M439,parent,10519,11959,0,0,True
428,M440,磁性材料与铁氧体磁学,M440,parent,13892,13892,0,0,True
429,M441,电力系统电磁暂态与实时仿真,M441,parent,9599,9599,0,0,True
430,M442,电池负极储能材料与储氢材料混合,M442,parent,9390,9390,0,0,True
431,M443,电机驱动控制方法与装置,M443,parent,3557,3557,0,0,True
432,M444,风电功率预测与状态监测混合,M444,parent,1894,2453,0,0,True
433,M445,风电光伏项目建设与扶持政策,M445,parent,782,782,0,0,True
434,M446,智能电表物联网与用能监测,M446,parent,9392,9392,0,661,True
435,M447,钠离子电池电极材料,M447,parent,11337,21770,0,0,True
436,M448,矿物岩石与黏土性质,M448,parent,13018,13018,0,0,True
437,M449,电力设备数据诊断与异常检测,M449,parent,3993,3993,0,0,True
438,M450,电气化铁路牵引与供电,M450,parent,9216,9216,0,0,True
439,M451,铜基硫族薄膜与光伏吸收材料,M451,parent,10514,10514,0,0,True
440,M453,二次电池电解液添加剂与配方,M453,parent,3867,3867,0,525,True
441,M454,能源专项监管与企业整改公告,M454,parent,538,538,0,0,True
442,M455,建筑能效与居民供热用能,M455,parent,14418,14709,0,0,True
443,M456,通用计算硬件接口与电子系统,M456,parent,9748,9748,0,0,True
444,M457,雷电电磁场与天体物理混合,M457,parent,10190,10353,0,0,True
445,M458,电力扰动孤岛及异常识别算法,M458,parent,10590,10590,0,0,True
446,M459,电力安全风险与故障预警系统,M459,parent,3207,3213,0,0,True
447,M460,水资源调度灌溉与水能利用,M460,parent,12061,12119,0,0,True
448,M461,电池单体壳体与组件结构,M461,parent,3292,3292,0,0,True
449,M462,液压泵阀与流体传动,M462,parent,12536,12575,0,0,True
450,M463,电力系统暂态电压与稳定性分析,M463,parent,12178,14273,0,0,True
451,M464,风光储及混合能源系统配置,M464,parent,11691,11691,0,0,True
452,M465,电机制造与通用装配装置混合,M465,parent,2232,2232,0,0,True
453,M467,木材加工与木质资源利用,M467,parent,10199,10525,0,0,True
454,M468,污染物吸附氧化与分离,M468,parent,12686,14256,0,0,True
455,M469,电极组件与活性材料加工,M469,parent,2490,2490,0,0,True
456,M470,电网状态估计相量测量与系统分析,M470,parent,9518,10215,0,0,True
457,M471,气固流动分离与杂项工艺混合,M471,parent,8207,8207,0,0,True
458,M472,钛合金陶瓷与MAX相材料,M472,parent,13802,13802,0,0,True
459,M473,电场空间电荷与界面建模,M473,parent,10769,10769,0,0,True
460,M474,电催化制氨与氮循环反应,M474,parent,12028,13437,0,0,True
461,M475,超导电力装置与故障限流,M475,parent,7935,7935,0,0,True
462,M476,区域供热预测与热系统建模,M476,parent,8736,8736,0,0,True
463,M477,潜热及热化学储热系统,M477,parent,7724,13656,0,0,True
464,M478,功率因数校正与变流器电流控制,M478,parent,16282,19304,0,0,True
465,M479,新能源汽车产业与推广政策,M479,parent,406,406,0,0,True
466,M480,燃料电池电堆与系统装置,M480,parent,1650,1650,0,0,True
467,M481,网络攻击检测与信息安全,M481,parent,10981,12731,0,0,True
468,M482,燃料电池技术与固体氧化物电池,M482,parent,10275,10275,0,0,True
469,M483,电力储能系统集成与运行装置,M483,parent,1709,1816,0,0,True
470,M484,风力机叶片塔架与气动结构,M484,parent,2210,2210,0,0,True
471,M485,多电平逆变器拓扑与调制,M485,parent,13900,13900,0,3222,True
472,M486,二氧化碳地质封存与驱油,M486,parent,13587,13587,0,1007,True
473,M487,焦炭钙基反应与无机工艺材料混合,M487,parent,12492,12492,0,0,True
474,M488,钢铁合金腐蚀与耐蚀性能,M488,parent,14630,14630,0,0,True
475,M489,工业废水处理与电化学净化,M489,parent,10981,10981,0,0,True
476,M490,节能审查与碳排放评价政策,M490,parent,612,612,0,0,True
477,M491,抗菌生物医用纳米材料,M491,parent,10637,10637,0,0,True
478,M492,电机绕组线圈与电磁部件,M492,parent,2587,2604,0,0,True
479,M493,燃气轮机与航空发动机装置,M493,parent,2200,2200,0,0,True
480,M494,微生物燃料电池与生物产电,M494,parent,9337,9337,0,4819,True
481,M495,半导体光电探测器,M495,parent,12215,12215,0,0,True
482,M496,电催化氧化还原与催化材料综述,M496,parent,12870,12870,0,0,True
483,M497,配电系统供电设备与可靠性,M497,parent,14541,14541,0,0,True
484,M498,锂钠储能负极纳米材料,M498,parent,9846,9846,0,0,True
485,M499,能源发展可及性与能源贫困,M499,parent,18681,19757,0,0,True
486,M000.cooling,电池冷却与散热,M000,child,5409,0,5389,5389,True
487,M000.preheating,电池低温预热,M000,child,175,0,175,175,True
488,M003.offshore_economics,海上风电开发与技术经济,M003,child,337,0,336,336,True
489,M003.wind_resources,风能资源评估与选址,M003,child,1906,0,1905,1905,True
490,M007.coating,电池电极涂布与辊压,M007,child,187,0,187,187,True
491,M010.biophotolysis,光生物制氢,M010,child,45,0,45,45,True
492,M010.photocatalytic_h2,光催化制氢,M010,child,12129,0,12117,12117,True
493,M011.dielectric_storage,聚合物介电储能,M011,child,4,0,4,4,True
494,M011.electrical_insulation,聚合物电气绝缘,M011,child,49,0,49,49,True
495,M012.packaging,集成电路与功率模块封装,M012,child,99,0,99,99,True
496,M015.algal_biofuel,藻类生物燃料,M015,child,154,0,154,154,True
497,M015.sustainability,生物能源生命周期与可持续性,M015,child,2257,0,2251,2251,True
498,M016.electromagnetic,电磁能量采集,M016,child,481,0,481,481,True
499,M016.piezoelectric,压电能量采集,M016,child,657,0,657,657,True
500,M021.electrolyte,钠电池电解液与界面,M021,child,1714,0,1714,1714,True
501,M023.tidal,潮汐与潮流能开发,M023,child,380,0,380,380,True
502,M027.charger_thermal,充电设施散热,M027,child,34,0,34,34,True
503,M027.grid_impact,电动汽车充电并网影响,M027,child,587,0,586,586,True
504,M032.oil_industry,石油产业投资与经营,M032,child,23,0,23,23,True
505,M032.oil_price,石油价格与市场经济,M032,child,2430,0,2425,2425,True
506,M033.nutrient_recovery,污水污泥营养元素回收,M033,child,22,0,22,22,True
507,M033.sludge_dewatering,污泥脱水与调理,M033,child,160,0,160,160,True
508,M034.water_heating,太阳能热水与供热装置,M034,child,2447,0,2445,2445,True
509,M036.co2_photo,光催化二氧化碳还原,M036,child,4770,0,4765,4765,True
510,M040.manufacturing,电池装配工装与制造设备,M040,child,498,0,498,498,True
511,M041.wireless_charger,无线充电器与装置,M041,child,1215,0,1214,1214,True
512,M042.gas_hydrate,天然气水合物生成与分解,M042,child,607,0,607,607,True
513,M045.coal_gasification,煤气化工艺与反应,M045,child,1126,0,1125,1125,True
514,M046.desalination,膜法海水淡化,M046,child,1645,0,1641,1641,True
515,M046.fouling,分离膜污染与清洗,M046,child,2417,0,2415,2415,True
516,M047.demand_response,配电网需求响应与柔性调度,M047,child,676,0,675,675,True
517,M048.binder,电池电极粘结剂,M048,child,1440,0,1440,1440,True
518,M048.separator,电池隔膜制备与改性,M048,child,1406,0,1406,1406,True
519,M049.gel,凝胶聚合物锂电解质,M049,child,1044,0,1044,1044,True
520,M049.solid,固态聚合物锂电解质,M049,child,1868,0,1868,1868,True
521,M053.retail_tariff,销售电价与用户电费政策,M053,child,83,0,83,83,True
522,M053.transmission_tariff,输配电价监管政策,M053,child,55,0,55,55,True
523,M055.dispatch,储能运行调度与收益,M055,child,684,0,682,682,True
524,M055.sizing,储能容量配置与选址,M055,child,590,0,590,590,True
525,M058.fermentative_h2,厌氧发酵生物制氢,M058,child,808,0,806,806,True
526,M065.carbon_tax,碳税与环境税费,M065,child,2666,0,2662,2662,True
527,M065.subsidy,可再生能源补贴机制,M065,child,120,0,120,120,True
528,M066.crystallization,钙钛矿吸收层结晶与成膜,M066,child,501,0,500,500,True
529,M066.interfaces,钙钛矿电池界面、钝化与传输层,M066,child,6900,0,6897,6897,True
530,M066.stability,钙钛矿电池稳定性与衰减,M066,child,282,0,282,282,True
531,M066.tandem,钙钛矿叠层太阳能电池,M066,child,1746,0,1746,1746,True
532,M068.gan,氮化镓功率与结器件,M068,child,3162,0,3160,3160,True
533,M071.economics,氢能技术经济与生命周期,M071,child,1447,0,1445,1445,True
534,M078.air,燃料电池供气与空压控制,M078,child,151,0,151,151,True
535,M078.water,燃料电池水管理,M078,child,361,0,361,361,True
536,M079.other_pollutants,其他材料光催化污染物降解,M079,child,24294,0,24240,24240,True
537,M081.communication,智能电网通信架构,M081,child,803,0,802,802,True
538,M082.harmonics,配电网谐波与电能质量治理,M082,child,1173,0,1172,1172,True
539,M082.voltage_var,配电网电压无功优化,M082,child,1149,0,1149,1149,True
540,M085.degradation,光伏组件退化与寿命,M085,child,400,0,399,399,True
541,M085.fault,光伏组件故障与缺陷检测,M085,child,1478,0,1476,1476,True
542,M086.refueling,加氢站与氢气加注,M086,child,517,0,517,517,True
543,M087.anaerobic_wastewater,厌氧污水处理反应器,M087,child,280,0,280,280,True
544,M089.scheduling,电动汽车有序充放电调度,M089,child,839,0,837,837,True
545,M096.magnet_design,永磁电机磁路与结构设计,M096,child,233,0,233,233,True
546,M097.building_cooling,建筑冷却与被动降温,M097,child,106,0,106,106,True
547,M101.line_fault,输配电线路故障检测与定位,M101,child,1392,0,1391,1391,True
548,M101.switchgear,开关设备故障检测,M101,child,372,0,372,372,True
549,M101.transformer,变压器故障诊断,M101,child,2108,0,2105,2105,True
550,M103.gas_turbine,燃气轮机热力性能,M103,child,1773,0,1771,1771,True
551,M104.ems,微电网能量管理与经济调度,M104,child,2969,0,2958,2958,True
552,M105.adoption,电动汽车推广与购买行为,M105,child,2028,0,2028,2028,True
553,M105.consumption,电动汽车整车能耗与续航,M105,child,456,0,456,456,True
554,M108.zinc_air,锌空气电池,M108,child,1964,0,1964,1964,True
555,M108.zinc_ion,水系锌离子电池,M108,child,5994,0,5992,5992,True
556,M112.pollutants,TiO₂光催化污染物降解,M112,child,8762,0,8750,8750,True
557,M113.oil_water,油水分离界面与膜材料,M113,child,460,0,460,460,True
558,M113.water_harvesting,大气集水与雾水采集,M113,child,62,0,62,62,True
559,M114.hydrate,二氧化碳水合物形成与分离,M114,child,1950,0,1948,1948,True
560,M116.compression,蒸汽压缩制冷循环,M116,child,439,0,437,437,True
561,M116.refrigerants,制冷工质及其热物性,M116,child,49,0,49,49,True
562,M119.plc,电力线载波通信,M119,child,750,0,750,750,True
563,M120.wave_energy,波浪能转换装置,M120,child,3151,0,3151,3151,True
564,M124.dry_reforming,二氧化碳干重整制合成气,M124,child,416,0,416,416,True
565,M124.steam_reforming,蒸汽重整制氢与合成气,M124,child,881,0,881,881,True
566,M127.graphene_composite,石墨烯结构复合材料,M127,child,98,0,98,98,True
567,M127.graphene_membrane,石墨烯分离膜,M127,child,2,0,2,2,True
568,M128.food_sludge,餐厨垃圾或污泥厌氧消化,M128,child,2902,0,2897,2897,True
569,M128.manure,畜禽粪便与农业残余厌氧消化,M128,child,1040,0,1040,1040,True
570,M130.manufacturing,光伏电池与组件制造工艺,M130,child,814,0,814,814,True
571,M132.emissions_trading,碳排放交易机制,M132,child,2766,0,2764,2764,True
572,M134.connector,电连接器与接线端子,M134,child,84,0,84,84,True
573,M135.market_design,电力市场机制与制度设计,M135,child,515,0,515,515,True
574,M135.prosumer,产消者能源交易,M135,child,967,0,966,966,True
575,M136.alkaline_electrolysis,碱性水电解制氢,M136,child,1480,0,1479,1479,True
576,M136.pem_electrolysis,质子交换膜水电解制氢,M136,child,1556,0,1556,1556,True
577,M137.parameters,光伏电池与组件模型参数辨识,M137,child,515,0,514,514,True
578,M141.rotor,电机转子结构与制造,M141,child,350,0,350,350,True
579,M141.stator,电机定子结构与制造,M141,child,301,0,301,301,True
580,M142.droop,微电网下垂控制与功率分配,M142,child,1001,0,997,997,True
581,M142.islanding,微电网孤岛切换与动态控制,M142,child,1570,0,1568,1568,True
582,M152.sic_ceramic,碳化硅陶瓷结构材料,M152,child,1245,0,1243,1243,True
583,M158.polymer,聚合物有机太阳能电池,M158,child,5826,0,5826,5826,True
584,M158.printing,有机光伏印刷与规模制造,M158,child,130,0,128,128,True
585,M158.small_molecule,小分子有机太阳能电池,M158,child,1163,0,1163,1163,True
586,M159.irradiance,太阳辐照度预测估算,M159,child,3121,0,3116,3116,True
587,M164.grounding,电网接地与地网安全,M164,child,207,0,207,207,True
588,M164.lightning,输电线路雷击与防雷,M164,child,760,0,759,759,True
589,M166.multijunction,非钙钛矿多结太阳能电池,M166,child,2129,0,2128,2128,True
590,M169.ecm,电池等效电路与参数辨识,M169,child,306,0,306,306,True
591,M169.soc,电池荷电状态估计,M169,child,3713,0,3711,3711,True
592,M169.soh_rul,电池健康状态与寿命预测,M169,child,3714,0,3713,3713,True
593,M171.energy_security,能源安全与转型战略,M171,child,323,0,322,322,True
594,M175.short_circuit,电网短路电流计算,M175,child,17,0,17,17,True
595,M182.beam,聚变加热与中性束注入,M182,child,202,0,202,202,True
596,M191.charging_forecast,电动汽车充电负荷预测,M191,child,357,0,357,357,True
597,M193.lithium_extraction,锂资源提取与分离,M193,child,2185,0,2185,2185,True
598,M194.temperature_control,电气设备温度监测与控制,M194,child,11,0,11,11,True
599,M196.dac,直接空气捕碳,M196,child,553,0,553,553,True
600,M198.copper_thermoelectric,铜基热电材料,M198,child,536,0,536,536,True
601,M202.triboelectric,摩擦纳米发电机,M202,child,2009,0,2009,2009,True
602,M203.pollutants,ZnO光催化污染物降解,M203,child,2695,0,2689,2689,True
603,M206.aging,电池老化实验与循环寿命,M206,child,1180,0,1180,1180,True
604,M206.impedance,电池阻抗表征,M206,child,424,0,424,424,True
605,M211.exploration,地热资源勘探与储层建模,M211,child,1522,0,1522,1522,True
606,M211.utilization,地热供热与发电利用,M211,child,645,0,644,644,True
607,M212.isolated,隔离型DC-DC变换器,M212,child,667,0,666,666,True
608,M212.nonisolated,非隔离DC-DC变换器,M212,child,423,0,423,423,True
609,M216.tab_welding,电池极耳焊接,M216,child,9,0,9,9,True
610,M217.electrical_safety,电气安全与触电风险,M217,child,441,0,441,441,True
611,M219.international,国际气候协定与治理,M219,child,371,0,371,371,True
612,M221.reliability,电力系统可靠性评估,M221,child,429,0,429,429,True
613,M222.corona,电晕放电与电晕损耗,M222,child,846,0,846,846,True
614,M222.partial_discharge,电气绝缘局部放电,M222,child,1808,0,1808,1808,True
615,M223.interface,锂金属负极界面稳定与枝晶抑制,M223,child,2474,0,2473,2473,True
616,M224.ethanol,木质纤维素生物乙醇,M224,child,122,0,122,122,True
617,M224.pretreatment,木质纤维素预处理,M224,child,171,0,169,169,True
618,M226.soil,生物炭土壤改良,M226,child,527,0,527,527,True
619,M226.water,生物炭水污染物去除,M226,child,7,0,7,7,True
620,M230.industrial_audit,工业能源审计与节能评估,M230,child,274,0,274,274,True
621,M236.resonant,谐振与软开关变换器,M236,child,4795,0,4794,4794,True
622,M238.supply_chain,氢能供应链与基础设施规划,M238,child,782,0,782,782,True
623,M239.agrivoltaics,农光互补与农光协同,M239,child,557,0,557,557,True
624,M239.economics,光伏技术经济与投资,M239,child,434,0,434,434,True
625,M239.rooftop,屋顶与分布式光伏部署,M239,child,579,0,579,579,True
626,M251.permanent_magnet,永磁材料与磁性设计,M251,child,397,0,397,397,True
627,M251.soft_magnetic,软磁材料与磁损耗,M251,child,57,0,57,57,True
628,M252.brayton,超临界二氧化碳布雷顿循环,M252,child,413,0,412,412,True
629,M252.orc,有机朗肯循环发电,M252,child,2359,0,2357,2357,True
630,M253.location,电动汽车充电站选址规划,M253,child,684,0,682,682,True
631,M253.routing,电动汽车路径与补能规划,M253,child,442,0,442,442,True
632,M254.district,区域供热供冷系统,M254,child,3336,0,3335,3335,True
633,M255.co2_hydrogenation,二氧化碳催化加氢与甲烷化,M255,child,2539,0,2538,2538,True
634,M260.planning,综合能源系统规划配置,M260,child,398,0,397,397,True
635,M260.scheduling,综合能源系统优化调度,M260,child,1149,0,1141,1141,True
636,M262.current,电流检测与测量电路,M262,child,426,0,426,426,True
637,M262.voltage,电压检测与测量电路,M262,child,393,0,393,393,True
638,M263.leakage,漏电与剩余电流保护,M263,child,166,0,166,166,True
639,M263.surge,浪涌与过压保护电路,M263,child,63,0,63,63,True
640,M264.cover,电池盖板、端子与密封结构,M264,child,1230,0,1230,1230,True
641,M266.green_finance,绿色金融与能源投资,M266,child,968,0,956,956,True
642,M267.deicing,电力设施覆冰与除冰,M267,child,147,0,147,147,True
643,M274.biogas_upgrading,沼气提纯与生物甲烷升级,M274,child,929,0,929,929,True
644,M276.modulation,电机驱动PWM与谐波控制,M276,child,851,0,851,851,True
645,M276.torque,电机转矩脉动抑制,M276,child,448,0,448,448,True
646,M277.cable_material,电缆绝缘护套与导体结构,M277,child,2265,0,2262,2262,True
647,M279.graphite,锂电石墨负极,M279,child,253,0,253,253,True
648,M287.standards,能源电力标准化政策,M287,child,71,0,71,71,True
649,M288.air_heat_pump,空气源热泵,M288,child,653,0,653,653,True
650,M288.ground_heat_pump,地源热泵与地埋换热器,M288,child,3555,0,3554,3554,True
651,M290.fission,核裂变反应堆工程,M290,child,71,0,71,71,True
652,M290.fusion,核聚变装置工程,M290,child,1050,0,1049,1049,True
653,M295.education,能源电力教学实验平台,M295,child,184,0,184,184,True
654,M295.hil,电力系统硬件在环仿真,M295,child,4,0,4,4,True
655,M296.second_life,动力电池梯次利用,M296,child,385,0,385,385,True
656,M297.balancing,电池单体均衡控制,M297,child,921,0,921,921,True
657,M301.direct_recycling,废旧电池材料直接再生,M301,child,5,0,5,5,True
658,M301.disassembly,废旧电池拆解与物理分离,M301,child,31,0,31,31,True
659,M301.hydrometallurgy,废旧电池湿法回收,M301,child,106,0,106,106,True
660,M303.temperature_sensing,温度传感与测量装置,M303,child,427,0,427,427,True
661,M306.absorption,吸收式制冷循环,M306,child,1098,0,1098,1098,True
662,M306.adsorption,吸附式制冷循环,M306,child,209,0,209,209,True
663,M307.led_lighting,LED照明灯具与配光,M307,child,335,0,335,335,True
664,M311.heat_exchanger,换热器结构与传热强化,M311,child,1386,0,1385,1385,True
665,M315.power_semiconductor,功率半导体器件,M315,child,570,0,570,570,True
666,M317.frequency,电网频率控制,M317,child,1975,0,1972,1972,True
667,M319.regional_carbon,中国区域低碳经济与碳效率,M319,child,148,0,147,147,True
668,M323.mhd,磁约束等离子体MHD稳定性,M323,child,91,0,91,91,True
669,M324.absorption,二氧化碳溶剂吸收捕集,M324,child,1509,0,1509,1509,True
670,M324.adsorption,二氧化碳固体吸附捕集,M324,child,4655,0,4654,4654,True
671,M325.floating_wind,漂浮式海上风电平台,M325,child,2496,0,2496,2496,True
672,M327.sulfide_electrolyte,硫化物固态电解质,M327,child,457,0,457,457,True
673,M328.forest_management,森林资源经营与碳汇,M328,child,1373,0,1373,1373,True
674,M332.wind_power,风电出力预测,M332,child,2803,0,2802,2802,True
675,M332.wind_speed,风速预测,M332,child,2515,0,2510,2510,True
676,M333.collector,太阳能集热器传热设计,M333,child,971,0,969,969,True
677,M333.csp,聚光太阳能热发电,M333,child,2426,0,2424,2424,True
678,M336.energy_label,能效标识与产品能效政策,M336,child,0,0,0,0,False
679,M337.fpga,FPGA实时控制与硬件实现,M337,child,546,0,546,546,True
680,M347.gasification,生物质气化制合成气,M347,child,5175,0,5173,5173,True
681,M347.htc,生物质水热炭化,M347,child,306,0,306,306,True
682,M347.htl,生物质水热液化,M347,child,106,0,106,106,True
683,M348.fire,电池火灾抑制与灭火,M348,child,238,0,238,238,True
684,M348.runaway,电池热失控与传播,M348,child,1850,0,1848,1848,True
685,M353.cyber,智能电网网络攻击与安全,M353,child,497,0,497,497,True
686,M353.resilience,电网灾害韧性与恢复,M353,child,1055,0,1054,1054,True
687,M360.counterelectrode,染料敏化电池对电极,M360,child,2137,0,2136,2136,True
688,M360.photoanode,染料敏化电池光阳极,M360,child,1665,0,1662,1662,True
689,M360.sensitizer,染料敏化电池敏化剂,M360,child,2887,0,2886,2886,True
690,M361.knowledge_graph,电力知识图谱,M361,child,145,0,145,145,True
691,M364.charging_policy,充电基础设施建设政策,M364,child,60,0,60,60,True
692,M364.utility_connection,公用事业接入与收费政策,M364,child,40,0,40,40,True
693,M365.activated_carbon,活性炭制备与孔结构,M365,child,1463,0,1461,1461,True
694,M373.rare_earth,稀土元素提取分离,M373,child,1335,0,1335,1335,True
695,M373.uranium,铀钍提取与分离,M373,child,1156,0,1155,1155,True
696,M374.multivalent,镁铝钙多价离子电池,M374,child,460,0,460,460,True
697,M374.potassium,钾离子电池,M374,child,583,0,583,583,True
698,M376.measurement,太阳辐射测量与仪器,M376,child,161,0,161,161,True
699,M379.module,电池模组与电池包装配结构,M379,child,581,0,581,581,True
700,M380.pmsm_control,永磁同步电机控制,M380,child,4373,0,4368,4368,True
701,M381.air_cooling,电气设备风冷散热,M381,child,42,0,42,42,True
702,M381.liquid_cooling,电气设备液冷散热,M381,child,18,0,18,18,True
703,M385.boiler,电站锅炉运行与燃烧,M385,child,84,0,84,84,True
704,M385.steam_turbine,汽轮机运行与热力性能,M385,child,318,0,318,318,True
705,M386.gas_network,天然气管网优化运行,M386,child,121,0,121,121,True
706,M389.rail,轨道交通能耗与牵引优化,M389,child,14,0,14,14,True
707,M389.shipping,船舶燃料与能效,M389,child,159,0,159,159,True
708,M390.cable_support,电缆桥架与线束支撑,M390,child,763,0,763,763,True
709,M391.irradiation,核结构材料辐照损伤,M391,child,155,0,155,155,True
710,M397.hydropower_dispatch,水电站运行调度,M397,child,451,0,451,451,True
711,M397.turbines,水轮机性能与设计,M397,child,475,0,475,475,True
712,M400.load,电力负荷预测,M400,child,2962,0,2957,2957,True
713,M400.price,电价预测,M400,child,1040,0,1036,1036,True
714,M421.layered,层状及富镍锂电正极材料,M421,child,3603,0,3603,3603,True
715,M421.lfp,锂电磷酸盐正极材料,M421,child,2235,0,2234,2234,True
716,M430.diesel,柴油机燃烧与排放,M430,child,593,0,586,586,True
717,M430.dual_fuel,双燃料发动机,M430,child,105,0,105,105,True
718,M431.planning,配电网规划与容量配置,M431,child,1751,0,1751,1751,True
719,M432.adaptation,气候变化适应与风险,M432,child,1074,0,1074,1074,True
720,M432.mitigation,气候变化减缓政策,M432,child,1129,0,1127,1127,True
721,M434.pv_cleaning,光伏清扫机器人,M434,child,204,0,204,204,True
722,M434.substation_robot,变电站巡检机器人,M434,child,133,0,131,131,True
723,M435.pvt,光伏光热联合系统,M435,child,3173,0,3172,3172,True
724,M439.ewaste,电子废物回收,M439,child,545,0,545,545,True
725,M439.plastic,废塑料回收与转化,M439,child,895,0,895,895,True
726,M444.wind_condition,风机状态监测与预测性维护,M444,child,559,0,558,558,True
727,M447.anode,钠离子电池负极材料,M447,child,5474,0,5474,5474,True
728,M447.cathode,钠离子电池正极材料,M447,child,4959,0,4954,4954,True
729,M455.hvac,建筑暖通空调能耗,M455,child,282,0,281,281,True
730,M455.retrofit,建筑节能改造,M455,child,9,0,9,9,True
731,M457.astrophysics,天体等离子体与磁重联,M457,child,163,0,163,163,True
732,M459.risk_warning,电力设备风险预警,M459,child,6,0,6,6,True
733,M460.irrigation,灌溉水资源优化调度,M460,child,58,0,58,58,True
734,M462.hydraulic_pump,液压泵性能与控制,M462,child,22,0,22,22,True
735,M462.hydraulic_valve,液压阀设计与控制,M462,child,17,0,17,17,True
736,M463.transient,电力系统暂态稳定,M463,child,1165,0,1165,1165,True
737,M463.voltage,电力系统电压稳定,M463,child,930,0,930,930,True
738,M467.wood_processing,木材加工与干燥,M467,child,326,0,326,326,True
739,M468.adsorption,水污染物吸附去除,M468,child,1391,0,1390,1390,True
740,M468.electro_oxidation,水污染物电化学氧化,M468,child,179,0,179,179,True
741,M470.state_estimation,电网状态估计与相量测量,M470,child,697,0,695,695,True
742,M474.n2_reduction,氮气电还原制氨,M474,child,714,0,714,714,True
743,M474.nitrate_reduction,硝酸盐电还原制氨,M474,child,695,0,695,695,True
744,M477.latent,潜热储热系统,M477,child,5237,0,5235,5235,True
745,M477.thermochemical,热化学储热系统,M477,child,695,0,695,695,True
746,M478.pfc,功率因数校正电路与控制,M478,child,3022,0,3019,3019,True
747,M481.intrusion,网络入侵检测,M481,child,1750,0,1739,1739,True
748,M483.integration,储能系统集成与安全装置,M483,child,107,0,107,107,True
