topic_id,parent_id,parent_name,name,documents,enabled,eligible_leaf_documents,rule_id,definition,candidate_clusters1000,seed_status,object_pattern,task_pattern,exclude_title_pattern,precision_required_title,precision_excluded_title,precision_note,review_status
M101.transformer,M101,电力设备与线路故障检测、定位和诊断,变压器故障诊断,2108,True,2105,M101.transformer,研究对象须匹配“变压器故障诊断”对应对象，且满足所列任务；多任务冲突保留复核。,T0778|T0157|T0995|T0094|T0458|T0527|T0101|T0470|T0262|T0309,sample_object_task_supported,transformer|变压器,fault|diagnos|故障|诊断,power.electronic.transformer|电力电子变压器,"power.transformer|distribution.transformer|electrical.transformer|oil.immersed|transformer.oil|transformer.winding|transformer.fault|faults?.{0,15}(?:in|of).{0,8}transformer|变压器",,Transformer机器学习模型不是电力变压器，须有明确物理对象,自动规则接受；抽样诊断；非专家全量验收
M103.gas_turbine,M103,发动机燃气轮机与动力机械,燃气轮机热力性能,1773,True,1771,M103.gas_turbine,研究对象须匹配“燃气轮机热力性能”对应对象，且满足所列任务；多任务冲突保留复核。,T0430|T0103|T0067|T0597|T0165|T0907|T0621,sample_object_task_supported,gas.turbine|燃气轮机,thermal|performance|cycle|热力|性能|循环,,,,,自动规则接受；抽样诊断；非专家全量验收
M104.ems,M104,微电网能量管理与优化,微电网能量管理与经济调度,2969,True,2958,M104.ems,研究对象须匹配“微电网能量管理与经济调度”对应对象，且满足所列任务；多任务冲突保留复核。,T0104|T0684|T0791|T0463,sample_object_task_supported,microgrid|micro.grid|微电网,energy.management|economic.dispatch|optimal.schedul|能量管理|经济调度|优化调度,,,,,自动规则接受；抽样诊断；非专家全量验收
M105.adoption,M105,电动汽车推广与整车能耗,电动汽车推广与购买行为,2028,True,2028,M105.adoption,研究对象须匹配“电动汽车推广与购买行为”对应对象，且满足所列任务；多任务冲突保留复核。,T0105|T0756|T0253|T0526|T0027|T0197|T0961|T0306,sample_object_task_supported,electric.vehicle|电动汽车,adoption|purchase|consumer|acceptance|推广|购买|消费者|接受度,,,,,自动规则接受；抽样诊断；非专家全量验收
M105.consumption,M105,电动汽车推广与整车能耗,电动汽车整车能耗与续航,456,True,456,M105.consumption,研究对象须匹配“电动汽车整车能耗与续航”对应对象，且满足所列任务；多任务冲突保留复核。,T0540,sample_object_task_supported,electric.vehicle|电动汽车,energy.consumption|driving.range|能耗|续航,,,,,自动规则接受；抽样诊断；非专家全量验收
M108.zinc_air,M108,水系锌电池与锌空气电池,锌空气电池,1964,True,1964,M108.zinc_air,研究对象须匹配“锌空气电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0815|T0265|T0004,sample_object_task_supported,zinc.air.batter|锌空气电池|锌空电池,,,,,,自动规则接受；抽样诊断；非专家全量验收
M108.zinc_ion,M108,水系锌电池与锌空气电池,水系锌离子电池,5994,True,5992,M108.zinc_ion,研究对象须匹配“水系锌离子电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0815|T0607|T0169|T0704|T0990|T0941|T0020,sample_object_task_supported,zinc.ion.batter|aqueous.zinc.batter|锌离子电池|水系锌电池,,,,,,自动规则接受；抽样诊断；非专家全量验收
M112.pollutants,M112,二氧化钛光催化材料与反应,TiO₂光催化污染物降解,8762,True,8750,M112.pollutants,研究对象须匹配“TiO₂光催化污染物降解”对应对象，且满足所列任务；多任务冲突保留复核。,T0866|T0438|T0308|T0112|T0936|T0584|T0542,sample_object_task_supported,TiO\s*2|titanium.dioxide|二氧化钛,photodegrad|photocatalytic.degrad|photocatalytic.oxid|光催化降解|光降解|pollutant|dye.degrad|污染物|染料降解,,,,,自动规则接受；抽样诊断；非专家全量验收
M113.oil_water,M113,水分离采集与流体界面技术,油水分离界面与膜材料,460,True,460,M113.oil_water,研究对象须匹配“油水分离界面与膜材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0113,keyword_candidate_only,oil.water.separat|油水分离,,,,,,自动规则接受；抽样诊断；非专家全量验收
M113.water_harvesting,M113,水分离采集与流体界面技术,大气集水与雾水采集,62,True,62,M113.water_harvesting,研究对象须匹配“大气集水与雾水采集”对应对象，且满足所列任务；多任务冲突保留复核。,T0863,sample_object_task_supported,atmospheric.water.harvest|fog.harvest|大气集水|空气取水|雾水采集,,,,,,自动规则接受；抽样诊断；非专家全量验收
M114.hydrate,M114,二氧化碳吸收溶解与水合物,二氧化碳水合物形成与分离,1950,True,1948,M114.hydrate,二氧化碳水合物的形成、性质及基于水合物的分离；允许CO2混合气体系。,T0571|T0713|T0114|T0665|T0487,sample_object_task_supported,CO2|carbon.dioxide|二氧化碳,hydrate|水合物,,,,,自动规则接受；抽样诊断；非专家全量验收
M116.compression,M116,制冷循环工质与能效,蒸汽压缩制冷循环,439,True,437,M116.compression,研究对象须匹配“蒸汽压缩制冷循环”对应对象，且满足所列任务；多任务冲突保留复核。,T0518|T0343,keyword_candidate_only,vapor.compression|vapour.compression|蒸汽压缩,refrigerat|heat.pump|制冷|热泵,,,,,自动规则接受；抽样诊断；非专家全量验收
M116.refrigerants,M116,制冷循环工质与能效,制冷工质及其热物性,49,True,49,M116.refrigerants,研究对象须匹配“制冷工质及其热物性”对应对象，且满足所列任务；多任务冲突保留复核。,T0288|T0194|T0097,descriptor_retrieval_only_not_sample_approved,refrigerant|制冷剂|制冷工质,propert|mixture|物性|混合|替代,,,,,自动规则接受；抽样诊断；非专家全量验收
M119.plc,M119,电力载波与通信传输,电力线载波通信,750,True,750,M119.plc,研究对象须匹配“电力线载波通信”对应对象，且满足所列任务；多任务冲突保留复核。,T0214|T0617|T0215,sample_object_task_supported,power.line.communication|power.line.carrier|电力线载波|电力载波,,,,,,自动规则接受；抽样诊断；非专家全量验收
M120.wave_energy,M120,波浪能装置与海洋水动力,波浪能转换装置,3151,True,3151,M120.wave_energy,研究对象须匹配“波浪能转换装置”对应对象，且满足所列任务；多任务冲突保留复核。,T0831|T0325,sample_object_task_supported,wave.energy.converter|wave.energy.device|波浪能转换|波浪能装置,,,,,,自动规则接受；抽样诊断；非专家全量验收
M124.dry_reforming,M124,重整气化与合成气制氢,二氧化碳干重整制合成气,416,True,416,M124.dry_reforming,研究对象须匹配“二氧化碳干重整制合成气”对应对象，且满足所列任务；多任务冲突保留复核。,T0139,keyword_candidate_only,dry.reform|干重整|二氧化碳重整,,,,,,自动规则接受；抽样诊断；非专家全量验收
M124.steam_reforming,M124,重整气化与合成气制氢,蒸汽重整制氢与合成气,881,True,881,M124.steam_reforming,研究对象须匹配“蒸汽重整制氢与合成气”对应对象，且满足所列任务；多任务冲突保留复核。,T0654|T0981|T0075,sample_object_task_supported,steam.reform|蒸汽重整|水蒸气重整,hydrogen|syngas|制氢|合成气,,,,,自动规则接受；抽样诊断；非专家全量验收
M127.graphene_composite,M127,石墨烯复合材料与多场景应用,石墨烯结构复合材料,98,True,98,M127.graphene_composite,研究对象须匹配“石墨烯结构复合材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0666|T0536,sample_object_task_supported,graphene|石墨烯,mechanical.propert|reinforcement|力学性能|增强,electrode|battery|supercapacitor|电极|电池|超级电容,,,,自动规则接受；抽样诊断；非专家全量验收
M127.graphene_membrane,M127,石墨烯复合材料与多场景应用,石墨烯分离膜,2,True,2,M127.graphene_membrane,研究对象须匹配“石墨烯分离膜”对应对象，且满足所列任务；多任务冲突保留复核。,T0986,sample_object_task_supported,graphene|石墨烯,separation.membrane|desalination|分离膜|海水淡化,,\bmembranes?\b|分离膜|石墨烯膜,,脱盐不等于膜分离，须有明确膜对象,自动规则接受；抽样诊断；非专家全量验收
M128.food_sludge,M128,生物质与污泥厌氧消化产气,餐厨垃圾或污泥厌氧消化,2902,True,2897,M128.food_sludge,明确餐厨垃圾、厨余或污泥厌氧消化；与粪便/农业残余共同消化时保留主类并复核。,T0785|T0772|T0901|T0274|T0623|T0224,sample_object_task_supported,anaerobic.digestion|anaerobic.co.digestion|厌氧消化|厌氧共消化,food.waste|sludge|餐厨|厨余|污泥,,,,,自动规则接受；抽样诊断；非专家全量验收
M128.manure,M128,生物质与污泥厌氧消化产气,畜禽粪便与农业残余厌氧消化,1040,True,1040,M128.manure,研究对象须匹配“畜禽粪便与农业残余厌氧消化”对应对象，且满足所列任务；多任务冲突保留复核。,T0785|T0772|T0702,sample_object_task_supported,anaerobic.digestion|anaerobic.co.digestion|厌氧消化|厌氧共消化,manure|dung|agricultural.residue|粪便|粪污|秸秆,food.waste|sludge|餐厨|厨余|污泥,,,,自动规则接受；抽样诊断；非专家全量验收
M130.manufacturing,M130,光伏电池及组件结构制造,光伏电池与组件制造工艺,814,True,814,M130.manufacturing,研究对象须匹配“光伏电池与组件制造工艺”对应对象，且满足所列任务；多任务冲突保留复核。,T0642|T0147|T0672|T0166|T0085|T0282|T0167|T0534|T0742|T0912,sample_object_task_supported,photovoltaic|solar.cell|solar.module|光伏|太阳能电池,manufactur|fabrication|laminat|encapsulat|制造|层压|封装,organic|polymer|perovskite|dye.sensiti|有机|聚合物|钙钛矿|染料敏化,,,,自动规则接受；抽样诊断；非专家全量验收
M132.emissions_trading,M132,排放交易与污染治理政策研究,碳排放交易机制,2766,True,2764,M132.emissions_trading,研究对象须匹配“碳排放交易机制”对应对象，且满足所列任务；多任务冲突保留复核。,T0039|T0539|T0928|T0123|T0531|T0132|T0555,sample_object_task_supported,emissions.trading|carbon.trading|碳排放交易|碳交易,,,,,,自动规则接受；抽样诊断；非专家全量验收
M134.connector,M134,电连接器接线与端口结构,电连接器与接线端子,84,True,84,M134.connector,研究对象须匹配“电连接器与接线端子”对应对象，且满足所列任务；多任务冲突保留复核。,T0134|T0808|T0811,descriptor_retrieval_only_not_sample_approved,electrical.connector|electric.connector|terminal.block|电连接器|接线端子,,,,,,自动规则接受；抽样诊断；非专家全量验收
M135.market_design,M135,电力市场机制与产消者经济,电力市场机制与制度设计,515,True,515,M135.market_design,研究对象须匹配“电力市场机制与制度设计”对应对象，且满足所列任务；多任务冲突保留复核。,T0135|T0175|T0080,sample_object_task_supported,electricity.market|power.market|电力市场,market.design|mechanism|market.reform|机制|制度|改革,,,,,自动规则接受；抽样诊断；非专家全量验收
M135.prosumer,M135,电力市场机制与产消者经济,产消者能源交易,967,True,966,M135.prosumer,研究对象须匹配“产消者能源交易”对应对象，且满足所列任务；多任务冲突保留复核。,T0684|T0669,sample_object_task_supported,prosumer|产消者|peer.to.peer.energy|点对点能源交易,,,,,,自动规则接受；抽样诊断；非专家全量验收
M136.alkaline_electrolysis,M136,电解与其他路线制氢技术,碱性水电解制氢,1480,True,1479,M136.alkaline_electrolysis,研究对象须匹配“碱性水电解制氢”对应对象，且满足所列任务；多任务冲突保留复核。,T0136|T0145|T0179|T0154|T0673|T0648|T0552,sample_object_task_supported,water.electroly|electrolyzer|electrolyser|水电解|电解槽,alkaline|碱性,,,,,自动规则接受；抽样诊断；非专家全量验收
M136.pem_electrolysis,M136,电解与其他路线制氢技术,质子交换膜水电解制氢,1556,True,1556,M136.pem_electrolysis,研究对象须匹配“质子交换膜水电解制氢”对应对象，且满足所列任务；多任务冲突保留复核。,T0145|T0179|T0697|T0570|T0762,sample_object_task_supported,water.electroly|electrolyzer|electrolyser|水电解|电解槽,proton.exchange.membrane|\bPEM\b|质子交换膜,,,,,自动规则接受；抽样诊断；非专家全量验收
M137.parameters,M137,光伏出力预测与系统参数建模,光伏电池与组件模型参数辨识,515,True,514,M137.parameters,光伏电池或组件电学模型的参数辨识、估计或提取。,T0644|T0248,sample_object_task_supported,photovoltaic|solar.cell|solar.module|光伏|太阳能电池,parameter.identification|parameter.estimation|parameter.extraction|参数辨识|参数估计|参数提取,,,,,自动规则接受；抽样诊断；非专家全量验收
M141.rotor,M141,电机转子定子与装配结构,电机转子结构与制造,350,True,350,M141.rotor,研究对象须匹配“电机转子结构与制造”对应对象，且满足所列任务；多任务冲突保留复核。,T0724|T0963|T0559|T0492|T0610|T0982|T0484|T0284|T0848|T0615,sample_object_task_supported,motor|电机,rotor|转子,stator|定子,design|structur|manufactur|fabricat|topolog|设计|结构|制造|加工,diagnos|fault|insulation|parameter.identif|故障|诊断|绝缘|参数辨识,仅提及转子不足以证明结构设计或制造任务；转子故障/绝缘表征任务不能替代制造设计,自动规则接受；抽样诊断；非专家全量验收
M141.stator,M141,电机转子定子与装配结构,电机定子结构与制造,301,True,301,M141.stator,研究对象须匹配“电机定子结构与制造”对应对象，且满足所列任务；多任务冲突保留复核。,T0991|T0770|T0724|T0141|T0963|T0390|T0637|T0559|T0558|T0615,sample_object_task_supported,motor|电机,stator|定子,rotor|转子,design|structur|manufactur|fabricat|topolog|设计|结构|制造|加工,diagnos|fault|insulation|parameter.identif|故障|诊断|绝缘|参数辨识,仅提及定子不足以证明结构设计或制造任务；定子故障/绝缘表征任务不能替代制造设计,自动规则接受；抽样诊断；非专家全量验收
M142.droop,M142,微电网变流器协调与功率分配,微电网下垂控制与功率分配,1001,True,997,M142.droop,研究对象须匹配“微电网下垂控制与功率分配”对应对象，且满足所列任务；多任务冲突保留复核。,T0791|T0463|T0923,sample_object_task_supported,microgrid|micro.grid|微电网,droop.control|power.sharing|下垂控制|功率分配,,,,,自动规则接受；抽样诊断；非专家全量验收
M142.islanding,M142,微电网变流器协调与功率分配,微电网孤岛切换与动态控制,1570,True,1568,M142.islanding,研究对象须匹配“微电网孤岛切换与动态控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0791|T0104|T0923|T0129,sample_object_task_supported,microgrid|micro.grid|微电网,islanding|islanded|transition|secondary.control|孤岛|并离网切换|二次控制,droop.control|下垂控制,control|transition|switching|stabil|transient|控制|切换|稳定|暂态,dispatch|schedul|economic|调度|经济,islanded只说明运行场景，不能替代动态控制任务；孤岛微网调度与动态控制可能交叉，保留复核,自动规则接受；抽样诊断；非专家全量验收
M152.sic_ceramic,M152,硅基材料与碳化硅陶瓷,碳化硅陶瓷结构材料,1245,True,1243,M152.sic_ceramic,研究对象须匹配“碳化硅陶瓷结构材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0911|T0885|T0472|T0729|T0241,sample_object_task_supported,silicon.carbide|\bSiC\b|碳化硅,ceramic|sinter|陶瓷|烧结,MOSFET|power.device|功率器件,,,,自动规则接受；抽样诊断；非专家全量验收
M158.polymer,M158,有机光伏材料、器件与载流子输运,聚合物有机太阳能电池,5826,True,5826,M158.polymer,研究对象须匹配“聚合物有机太阳能电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0158|T0140|T0703,sample_object_task_supported,polymer.solar.cell|polymer.photovoltaic|聚合物太阳能电池|聚合物光伏,,,,,,自动规则接受；抽样诊断；非专家全量验收
M158.printing,M158,有机光伏材料、器件与载流子输运,有机光伏印刷与规模制造,130,True,128,M158.printing,研究对象须匹配“有机光伏印刷与规模制造”对应对象，且满足所列任务；多任务冲突保留复核。,T0974|T0912|T0646,descriptor_retrieval_only_not_sample_approved,organic.solar.cell|organic.photovoltaic|有机太阳能|有机光伏,roll.to.roll|gravure|slot.die|printing|卷对卷|印刷|狭缝涂布,,,,,自动规则接受；抽样诊断；非专家全量验收
M158.small_molecule,M158,有机光伏材料、器件与载流子输运,小分子有机太阳能电池,1163,True,1163,M158.small_molecule,研究对象须匹配“小分子有机太阳能电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0158|T0974|T0843,descriptor_retrieval_only_not_sample_approved,organic.solar.cell|organic.photovoltaic|有机太阳能|有机光伏,small.molecul|小分子,polymer.solar|聚合物太阳能,,,,自动规则接受；抽样诊断；非专家全量验收
M159.irradiance,M159,太阳辐照预测与光伏环境建模,太阳辐照度预测估算,3121,True,3116,M159.irradiance,研究对象须匹配“太阳辐照度预测估算”对应对象，且满足所列任务；多任务冲突保留复核。,T0376|T0159,sample_object_task_supported,solar.irradian|solar.radiation|太阳辐射|太阳辐照,forecast|predict|estimat|预测|估算|估计,,,,,自动规则接受；抽样诊断；非专家全量验收
M164.grounding,M164,输电线路雷电接地与电磁影响,电网接地与地网安全,207,True,207,M164.grounding,研究对象须匹配“电网接地与地网安全”对应对象，且满足所列任务；多任务冲突保留复核。,T0764,sample_object_task_supported,grounding.grid|earthing.grid|grounding.system|接地网|接地系统,design|resistance|safety|设计|电阻|安全,,,,,自动规则接受；抽样诊断；非专家全量验收
M164.lightning,M164,输电线路雷电接地与电磁影响,输电线路雷击与防雷,760,True,759,M164.lightning,研究对象须匹配“输电线路雷击与防雷”对应对象，且满足所列任务；多任务冲突保留复核。,T0436|T0064|T0896|T0191,sample_object_task_supported,transmission.line|power.line|输电线路|电力线路,lightning|雷击|防雷,,,,,自动规则接受；抽样诊断；非专家全量验收
M166.multijunction,M166,多类太阳能电池结构与性能,非钙钛矿多结太阳能电池,2129,True,2128,M166.multijunction,研究对象须匹配“非钙钛矿多结太阳能电池”对应对象，且满足所列任务；多任务冲突保留复核。,T0939|T0843|T0742|T0130|T0158,sample_object_task_supported,solar.cell|太阳能电池,multi.junction|multijunction|tandem|多结|叠层,perovskite|钙钛矿,,,,自动规则接受；抽样诊断；非专家全量验收
M169.ecm,M169,电池荷电状态健康状态与建模,电池等效电路与参数辨识,306,True,306,M169.ecm,研究对象须匹配“电池等效电路与参数辨识”对应对象，且满足所列任务；多任务冲突保留复核。,T0375|T0760|T0616,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,equivalent.circuit|parameter.identification|parameter.estimation|等效电路|参数辨识,state.of.charge|state.of.health|荷电状态|健康状态,equivalent.circuit|Thevenin|Rint|电路模型|等效电路,,一般非线性系统参数估计不能当作电池等效电路,自动规则接受；抽样诊断；非专家全量验收
M169.soc,M169,电池荷电状态健康状态与建模,电池荷电状态估计,3713,True,3711,M169.soc,研究对象须匹配“电池荷电状态估计”对应对象，且满足所列任务；多任务冲突保留复核。,T0973|T0169|T0375|T0710|T0297|T0027|T0612|T0348|T0893|T0720,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,state.of.charge|\bSOC\b|荷电状态,state.of.health|\bSOH\b|remaining.useful.life|健康状态|剩余寿命,,,,自动规则接受；抽样诊断；非专家全量验收
M169.soh_rul,M169,电池荷电状态健康状态与建模,电池健康状态与寿命预测,3714,True,3713,M169.soh_rul,研究对象须匹配“电池健康状态与寿命预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0375|T0893|T0296|T0297|T0169|T0710|T0107,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,state.of.health|\bSOH\b|remaining.useful.life|battery.lifetime|健康状态|剩余寿命|寿命预测,,,,,自动规则接受；抽样诊断；非专家全量验收
M171.energy_security,M171,能源转型与能源安全研究,能源安全与转型战略,323,True,322,M171.energy_security,研究对象须匹配“能源安全与转型战略”对应对象，且满足所列任务；多任务冲突保留复核。,T0149|T0499|T0319|T0209,sample_object_task_supported,energy.security|能源安全,transition|strateg|转型|战略,,,,,自动规则接受；抽样诊断；非专家全量验收
M175.short_circuit,M175,电力负荷预测与短路等系统计算混合,电网短路电流计算,17,True,17,M175.short_circuit,研究对象须匹配“电网短路电流计算”对应对象，且满足所列任务；多任务冲突保留复核。,T0398|T0055|T0664,descriptor_retrieval_only_not_sample_approved,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",short.circuit.current|fault.current.calcul|短路电流|短路计算,,calculat|estimat|analysis|assess|计算|估计|分析|评估|等值,,短路电流限制控制不能替代短路电流计算任务,自动规则接受；抽样诊断；非专家全量验收
M182.beam,M182,聚变装置与粒子束工程,聚变加热与中性束注入,202,True,202,M182.beam,研究对象须匹配“聚变加热与中性束注入”对应对象，且满足所列任务；多任务冲突保留复核。,T0288|T0213|T0090|T0028|T0564,sample_object_task_supported,fusion|tokamak|聚变|托卡马克,neutral.beam|heating|中性束|加热,,,,,自动规则接受；抽样诊断；非专家全量验收
M191.charging_forecast,M191,充电负荷预测与园区用电调配,电动汽车充电负荷预测,357,True,357,M191.charging_forecast,研究对象须匹配“电动汽车充电负荷预测”对应对象，且满足所列任务；多任务冲突保留复核。,T0879,sample_object_task_supported,charging.load|charging.demand|充电负荷|充电需求,forecast|predict|预测,,,,,自动规则接受；抽样诊断；非专家全量验收
M193.lithium_extraction,M193,含锂化合物与锂金属界面,锂资源提取与分离,2185,True,2185,M193.lithium_extraction,研究对象须匹配“锂资源提取与分离”对应对象，且满足所列任务；多任务冲突保留复核。,T0301|T0782|T0793|T0006|T0646|T0695|T0893|T0508|T0632|T0375,sample_object_task_supported,lithium|锂,extraction|extracting|separation|提取|提锂|分离,spent.batter|废旧电池|recycl|回收,,"spent.{0,30}batter|black.mass|recycl|废旧|黑粉|回收",废电池及黑粉回收不是矿产/盐湖锂资源提取,自动规则接受；抽样诊断；非专家全量验收
M194.temperature_control,M194,多设备温控与智能散热,电气设备温度监测与控制,11,True,11,M194.temperature_control,研究对象须匹配“电气设备温度监测与控制”对应对象，且满足所列任务；多任务冲突保留复核。,T0989,sample_object_task_supported,electrical.equipment|power.electronic|电气设备|电力电子|配电柜,temperature.control|temperature.monitor|温度控制|温度监测,,,,,自动规则接受；抽样诊断；非专家全量验收
M196.dac,M196,碳捕集封存与碳移除系统,直接空气捕碳,553,True,553,M196.dac,研究对象须匹配“直接空气捕碳”对应对象，且满足所列任务；多任务冲突保留复核。,T0713|T0826,sample_object_task_supported,direct.air.capture|直接空气捕|空气直接捕,,,,,,自动规则接受；抽样诊断；非专家全量验收
M198.copper_thermoelectric,M198,铜基热电及功能复合材料,铜基热电材料,536,True,536,M198.copper_thermoelectric,研究对象须匹配“铜基热电材料”对应对象，且满足所列任务；多任务冲突保留复核。,T0102,sample_object_task_supported,copper|Cu2Se|Cu2S|铜基|硒化铜|硫化铜,thermoelectric|热电,,,,,自动规则接受；抽样诊断；非专家全量验收
M202.triboelectric,M202,电化学电极与摩擦电材料混合,摩擦纳米发电机,2009,True,2009,M202.triboelectric,研究对象须匹配“摩擦纳米发电机”对应对象，且满足所列任务；多任务冲突保留复核。,T0084|T0741,sample_object_task_supported,triboelectric.nanogenerator|摩擦纳米发电机,,,,,,自动规则接受；抽样诊断；非专家全量验收
M203.pollutants,M203,氧化锌复合光催化材料,ZnO光催化污染物降解,2695,True,2689,M203.pollutants,研究对象须匹配“ZnO光催化污染物降解”对应对象，且满足所列任务；多任务冲突保留复核。,T0203|T0950|T0933|T0704,sample_object_task_supported,\bZnO\b|zinc.oxide|氧化锌,photodegrad|photocatalytic.degrad|光催化降解|光降解|dye.degrad|染料降解,,,,,自动规则接受；抽样诊断；非专家全量验收
M206.aging,M206,电池测试表征与性能评估,电池老化实验与循环寿命,1180,True,1180,M206.aging,研究对象须匹配“电池老化实验与循环寿命”对应对象，且满足所列任务；多任务冲突保留复核。,T0701|T0169|T0776|T0374|T0720|T0063|T0735|T0506|T0077|T0824,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,aging|ageing|cycle.life|calendar.life|老化|循环寿命,prediction|forecast|estimat|预测|估计,\baging\b|\bageing\b|\bcycle.life\b|\bcalendar.life\b|老化|循环寿命,,aging须为独立词，不能命中imaging或leveraging,自动规则接受；抽样诊断；非专家全量验收
M206.impedance,M206,电池测试表征与性能评估,电池阻抗表征,424,True,424,M206.impedance,研究对象须匹配“电池阻抗表征”对应对象，且满足所列任务；多任务冲突保留复核。,T0776|T0710|T0351|T0782,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,impedance.spectroscop|electrochemical.impedance|阻抗谱|阻抗表征,,,,,自动规则接受；抽样诊断；非专家全量验收
M211.exploration,M211,地热资源开发与换热,地热资源勘探与储层建模,1522,True,1522,M211.exploration,研究对象须匹配“地热资源勘探与储层建模”对应对象，且满足所列任务；多任务冲突保留复核。,T0641|T0187|T0538|T0188,sample_object_task_supported,geothermal|地热,explorat|reservoir|geophysical|geochem|勘探|储层|地球物理|地球化学,,,,,自动规则接受；抽样诊断；非专家全量验收
M211.utilization,M211,地热资源开发与换热,地热供热与发电利用,645,True,644,M211.utilization,研究对象须匹配“地热供热与发电利用”对应对象，且满足所列任务；多任务冲突保留复核。,T0538|T0211|T0435|T0188,sample_object_task_supported,geothermal|地热,power.plant|district.heat|energy.utili|发电|供热|能源利用,,,,,自动规则接受；抽样诊断；非专家全量验收
M212.isolated,M212,直流变换器拓扑与设计,隔离型DC-DC变换器,667,True,666,M212.isolated,研究对象须匹配“隔离型DC-DC变换器”对应对象，且满足所列任务；多任务冲突保留复核。,T0212|T0923|T0751,sample_object_task_supported,DC.DC|直流.直流|直流变换器,\bisolated\b|隔离,non.isolated|非隔离,,isolated.communicat|隔离通讯|隔离通信|隔离信号,通信隔离不等于DC-DC功率拓扑隔离,自动规则接受；抽样诊断；非专家全量验收
M212.nonisolated,M212,直流变换器拓扑与设计,非隔离DC-DC变换器,423,True,423,M212.nonisolated,研究对象须匹配“非隔离DC-DC变换器”对应对象，且满足所列任务；多任务冲突保留复核。,T0212,sample_object_task_supported,DC.DC|直流.直流|直流变换器,non.isolated|非隔离,,,,,自动规则接受；抽样诊断；非专家全量验收
M216.tab_welding,M216,电池极耳焊接及耳机等混合部件,电池极耳焊接,9,True,9,M216.tab_welding,研究对象须匹配“电池极耳焊接”对应对象，且满足所列任务；多任务冲突保留复核。,T0216,sample_object_task_supported,\bbatter(?:y|ies)\b|电池|电芯,tab.weld|极耳焊接,earphone|耳机,,,,自动规则接受；抽样诊断；非专家全量验收
M217.electrical_safety,M217,电力可靠性与电气安全,电气安全与触电风险,441,True,441,M217.electrical_safety,研究对象须匹配“电气安全与触电风险”对应对象，且满足所列任务；多任务冲突保留复核。,T0217|T0721|T0807|T0896|T0853,sample_object_task_supported,electrical.safety|electric.shock|电气安全|触电,,,,,,自动规则接受；抽样诊断；非专家全量验收
M219.international,M219,气候变化治理与国际政策,国际气候协定与治理,371,True,371,M219.international,研究对象须匹配“国际气候协定与治理”对应对象，且满足所列任务；多任务冲突保留复核。,T0908,keyword_candidate_only,climate|气候,Paris.agreement|UNFCCC|international.negotiation|巴黎协定|国际谈判|国际治理,,,,,自动规则接受；抽样诊断；非专家全量验收
M221.reliability,M221,系统可靠性及暂态稳定混合,电力系统可靠性评估,429,True,429,M221.reliability,研究对象须匹配“电力系统可靠性评估”对应对象，且满足所列任务；多任务冲突保留复核。,T0523|T0481,sample_object_task_supported,"power.system|power.grid|electric.{0,12}grid|电网|电力系统|配电",reliability.assessment|reliability.evaluation|可靠性评估|可靠性评价,,,,,自动规则接受；抽样诊断；非专家全量验收
M222.corona,M222,局部放电电晕与放电物理,电晕放电与电晕损耗,846,True,846,M222.corona,研究对象须匹配“电晕放电与电晕损耗”对应对象，且满足所列任务；多任务冲突保留复核。,T0222|T0626,sample_object_task_supported,corona.discharge|corona.loss|电晕放电|电晕损耗,,,,,,自动规则接受；抽样诊断；非专家全量验收
M222.partial_discharge,M222,局部放电电晕与放电物理,电气绝缘局部放电,1808,True,1808,M222.partial_discharge,研究对象须匹配“电气绝缘局部放电”对应对象，且满足所列任务；多任务冲突保留复核。,T0475|T0051|T0262|T0222|T0592|T0698,sample_object_task_supported,partial.discharge|局部放电,insulat|cable|transformer|绝缘|电缆|变压器,,,,,自动规则接受；抽样诊断；非专家全量验收
M223.interface,M223,锂金属沉积与含锂电极材料,锂金属负极界面稳定与枝晶抑制,2474,True,2473,M223.interface,研究对象须匹配“锂金属负极界面稳定与枝晶抑制”对应对象，且满足所列任务；多任务冲突保留复核。,T0659|T0782|T0006|T0646|T0414|T0817,sample_object_task_supported,lithium.metal|li.metal|锂金属|金属锂,dendrit|interphase|interface|anode.protect|artificial.SEI|枝晶|界面|负极保护|\bSEI\b,,,,,自动规则接受；抽样诊断；非专家全量验收
