category_index,category_id,category_name,documents,countable_documents,supported_documents,needs_review_documents,retracted_documents,text_cleaned_documents,semantic_label_changes,paper_documents,patent_documents,policy_documents
320,C0321,海上风电平台与波浪能装置,3640,3638,0,3640,2,0,0,2675,964,1
321,C0322,硫化物固态电解质与锂硫材料混合,1312,1312,0,1312,0,0,0,542,770,0
322,C0323,林业经营与森林资源利用,13405,13403,0,13405,2,1,0,13394,10,1
323,C0324,多体系纳米结构与复合材料,12869,12860,0,224,9,74,0,12772,97,0
324,C0325,锅炉气化与工业余热回收装置,2837,2837,0,2837,0,1,0,603,2234,0
325,C0326,心血管及其他临床医学研究,8159,8152,0,8159,7,0,0,8155,4,0
326,C0327,风速与风电出力预测,6143,6125,0,911,18,0,0,6120,23,0
327,C0328,太阳能集热器与光热利用,13971,13963,0,13971,8,0,0,13957,14,0
328,C0329,电机驱动与机械传动装置,2639,2639,0,2639,0,0,0,966,1673,0
329,C0330,太阳能界面蒸发与海水淡化,11270,11257,1028,647,13,3,339,11202,68,0
330,C0331,能效标识与多类财税结算政策混合,385,385,0,385,0,0,0,125,0,260
331,C0332,可编程芯片与实时硬件实现,8577,8574,0,8577,3,4,0,8455,122,0
332,C0333,网格数值计算与跨领域仿真混合,9398,9392,0,9398,6,0,0,9398,0,0
333,C0334,钴基氧化物电催化与储能材料,9586,9575,0,9586,11,38,0,9503,83,0
334,C0335,供电连接与电源电路装置,2322,2322,0,2322,0,0,0,342,1980,0
335,C0336,硅碳负极材料与制备,3071,3070,2087,239,1,3,1428,1531,1540,0
336,C0337,光伏跟踪与太阳能装置控制,5409,5407,0,5409,2,0,0,3898,1511,0
337,C0338,相变储热材料与传热增强,11745,11741,0,372,4,10,0,11317,428,0
338,C0339,关键矿产供给与采矿资源,10275,10274,0,135,1,0,0,10270,4,1
339,C0340,甲醇电氧化与贵金属催化剂,14352,14333,0,1018,19,130,0,14272,80,0
340,C0341,层状二维材料电子及声子性质,15760,15758,0,72,2,5,0,15759,1,0
341,C0342,生物质热解气化与水热转化,9663,9657,0,9663,6,4,0,9652,11,0
342,C0343,锂电池热行为与安全机制,11803,11789,0,11803,14,4,0,11797,6,0
343,C0344,电池热管理排气与壳体安全装置,1790,1790,0,1790,0,0,0,13,1777,0
344,C0345,共轭高分子与光电复合材料,10495,10490,0,533,5,16,0,10480,15,0
345,C0346,离子交换膜传输及电化学应用,8263,8261,0,8263,2,2,0,8146,117,0
346,C0347,欧洲能源转型与一般区域政治混合,9789,9789,0,9789,0,0,0,9788,0,1
347,C0348,智能电网信息安全与韧性,7783,7768,0,7783,15,0,0,7711,72,0
348,C0349,二硫化钼等二维材料与器件,11392,11382,0,729,10,9,0,11369,23,0
349,C0350,能源地缘政治与一般国际关系混合,15605,15602,0,15605,3,0,0,15605,0,0
350,C0351,输配电线路视觉巡检与无人机检测,4023,4021,0,73,2,0,0,1223,2800,0
351,C0352,机械摩擦传动与力学测量,13037,13035,0,13037,2,1,0,12958,79,0
352,C0353,能源发展规划与综合指导政策,1440,1440,0,60,0,0,0,1108,1,331
353,C0354,可再生能源发展与多技术评价,18807,18787,0,18807,20,0,0,18771,7,29
354,C0355,染料敏化太阳能电池材料与器件,18402,18384,11728,629,18,59,1030,18347,55,0
355,C0356,电力知识处理与智能决策系统,3934,3931,0,3934,3,0,0,1134,2800,0
356,C0357,水泥混凝土性能与碳化,6615,6609,0,224,6,4,0,6566,49,0
357,C0358,非贵金属氧还原电催化材料,13639,13634,2222,3796,5,36,1609,13560,79,0
358,C0359,充电基础设施与公用事业接入政策混合,528,528,0,528,0,0,0,331,1,196
359,C0360,多孔碳材料及储能环境应用,9681,9674,0,9681,7,18,0,9643,38,0
360,C0361,机械装配传动与电气部件混合,3347,3347,0,3347,0,0,0,237,3110,0
361,C0362,荧光粉组分调控与发光性质,20258,20250,0,569,8,100,0,20247,11,0
362,C0363,镉基硫族半导体与量子点,9898,9887,0,107,11,22,0,9893,5,0
363,C0364,有机场效应晶体管,9261,9250,0,536,11,9,0,9256,5,0
364,C0365,电力通信与无线传输装置,4344,4344,0,4344,0,1,0,2118,2226,0
365,C0366,功能纤维复合材料与织物,9030,9025,0,373,5,1,0,8870,160,0
366,C0367,铁化合物反应与材料应用,13464,13458,0,285,6,42,0,13424,40,0
367,C0368,铀钍及稀土分离提取,8956,8951,0,8956,5,6,0,8938,18,0
368,C0369,多体系二次电池材料与电解液综述,17643,17638,0,17643,5,35,0,17627,16,0
369,C0370,电池状态测量与诊断装置,3517,3517,0,589,0,0,0,1057,2459,1
370,C0371,太阳辐射测量估算与大气影响,11796,11793,0,11796,3,1,0,11796,0,0
371,C0372,电力节能与新能源应用泛论,9685,9679,0,9685,6,0,0,9604,81,0
372,C0373,电源变流电路与电压控制装置,4046,4046,0,4046,0,0,0,553,3493,0
373,C0374,电池包与模组结构装置,4363,4363,0,1384,0,0,0,49,4314,0
374,C0375,永磁同步电机设计与控制,8518,8514,0,8518,4,5,0,8462,56,0
375,C0376,电气设备散热冷却结构,3212,3212,0,3212,0,0,0,164,3048,0
376,C0377,换热器热泵与储热装置混合,3253,3253,0,3253,0,0,0,338,2915,0
377,C0378,纳米流体传热性质与强化,7502,7484,0,210,18,2,0,7489,13,0
378,C0379,锅炉蒸汽系统与汽轮机运行,13765,13764,0,13765,1,0,0,13704,61,0
379,C0380,天然气管网供给与市场治理,8620,8619,0,8620,1,6,0,8507,2,111
380,C0381,光伏发电功率预测方法与装置,2987,2984,1468,173,3,0,1182,1892,1095,0
381,C0382,碳纳米管、纳米纤维与功能复合材料,24173,24149,0,1356,24,44,0,23841,332,0
382,C0383,交通运输车辆与燃料效率,11706,11701,0,11706,5,0,0,11701,2,3
383,C0384,电缆桥架支撑与线束安装,2710,2710,0,2710,0,0,0,187,2523,0
384,C0385,辐照材料损伤与稳定性,12273,12270,0,12273,3,0,0,12263,10,0
385,C0386,感应电机运行控制与性能,17650,17642,3591,3776,8,29,931,17568,82,0
386,C0387,有机发光二极管与发光材料,13177,13171,8128,114,6,11,236,13163,14,0
387,C0388,风电机组变桨偏航与运行控制,2259,2258,0,143,1,8,0,1070,1189,0
388,C0389,计算流体力学与多相流,10897,10894,0,259,3,4,0,10860,37,0
389,C0390,开关谐振及功率调节电路,2859,2859,0,2859,0,0,0,180,2679,0
390,C0391,水力发电与水轮机系统,9100,9097,0,9100,3,0,0,9028,72,0
391,C0392,电网电压无功与多目标运行优化,3334,3333,0,3334,1,0,0,1357,1977,0
392,C0393,配位化学与分子晶体结构,18524,18522,0,416,2,203,0,18488,36,0
393,C0394,电力负荷需求与电价预测,10024,10003,0,10024,21,1,0,10003,21,0
394,C0395,纳米材料热传导与热管理,8808,8799,0,371,9,8,0,8783,25,0
395,C0396,转写词与文本质量干扰的跨学科混杂,11038,11036,0,11038,2,0,0,11010,28,0
396,C0397,风机发电装置与机舱结构,1653,1653,0,1653,0,0,0,108,1545,0
397,C0398,锌锆系及其他无机纳米材料,13986,13968,0,13986,18,61,0,13926,60,0
398,C0399,可见光催化材料与反应,15726,15700,0,15726,26,53,0,15724,2,0
399,C0400,分类算法与跨领域技术文本混合,9854,9828,0,9854,26,0,0,9837,17,0
400,C0401,期刊会议索引与出版信息,17498,17490,0,17498,8,1,0,17498,0,0
401,C0402,晶格声子热输运与热膨胀,18241,18238,0,447,3,48,0,18218,23,0
402,C0403,汽车技术产品与零部件资讯,10587,10586,0,10587,1,1,0,10523,63,1
403,C0404,空调系统与能效控制装置,1823,1823,0,31,0,0,0,536,1287,0
404,C0405,群智能与多目标优化算法,12905,12875,0,368,30,1,0,12761,144,0
405,C0406,结构基础抗震与工程力学,9105,9102,0,81,3,1,0,8932,173,0
406,C0407,水系锌电池负极及界面稳定,8655,8651,626,1503,4,1,134,8601,54,0
407,C0408,配电网重构与优化运行,11748,11727,1376,1260,21,2,320,11689,59,0
408,C0409,氢氦在材料中的扩散与相互作用,14327,14323,0,267,4,6,0,14317,10,0
409,C0410,沸石硅基及多孔材料合成,12772,12767,0,345,5,124,0,12770,2,0
410,C0411,清洗清扫与净化装置混合,1742,1742,0,1742,0,0,0,417,1325,0
411,C0412,质子交换膜燃料电池运行与建模,9377,9372,1494,3255,5,4,611,9355,22,0
412,C0413,二次电池正极活性材料,2153,2153,0,135,0,0,0,138,2015,0
413,C0414,多孔介质两相流与界面润湿,11753,11751,0,365,2,2,0,11740,13,0
414,C0415,林木育种栽培与植物生产,7893,7890,0,14,3,0,0,7853,40,0
415,C0416,晶体生长结构与性质,12808,12806,0,133,2,80,0,12802,6,0
416,C0417,固体氧化物电解池与可逆电化学单元,8704,8700,709,1225,4,9,497,8635,69,0
417,C0418,通用信息管理与软件系统,15366,15360,0,15366,6,3,0,15278,87,1
418,C0419,聚合物气凝胶与复合材料,12457,12448,0,539,9,9,0,12426,31,0
419,C0420,碳化硅功率半导体器件,12500,12497,3366,1983,3,10,373,12434,66,0
420,C0421,柴油机及多燃料内燃机性能,10802,10794,0,10802,8,2,0,10735,67,0
421,C0422,配电网规划运行与配置方法,2945,2944,0,2945,1,0,0,426,2519,0
422,C0423,气候变化适应与社会经济政策,13409,13397,0,13409,12,0,0,13409,0,0
423,C0424,硅系半导体加工与材料性质,19179,19175,0,1008,4,5,0,19107,72,0
424,C0425,巡检机器人与自主移动装置,4837,4831,0,4837,6,0,0,3697,1140,0
425,C0426,太阳能光热及光伏光热系统,12671,12662,0,12671,9,1,0,12667,4,0
426,C0427,通用电气工程应用与技术资料,10503,10502,0,10503,1,6,0,10454,45,4
427,C0428,固废电子废物回收与处置,10519,10511,0,10519,8,12,0,10444,75,0
428,C0429,磁性材料与铁氧体磁学,13892,13879,0,112,13,31,0,13835,57,0
429,C0430,电力系统电磁暂态与实时仿真,9599,9597,0,282,2,5,0,9484,115,0
430,C0431,电池负极储能材料与储氢材料混合,9390,9388,0,9390,2,10,0,9333,57,0
431,C0432,电机驱动控制方法与装置,3557,3556,0,3557,1,0,0,1131,2426,0
432,C0433,风电功率预测与状态监测混合,1894,1893,0,1894,1,3,0,851,1043,0
433,C0434,风电光伏项目建设与扶持政策,782,781,0,120,1,0,0,432,0,350
434,C0435,智能电表物联网与用能监测,9392,9376,661,8730,16,3,235,8727,664,1
435,C0436,钠离子电池电极材料,11337,11333,0,2615,4,2,0,11322,15,0
436,C0437,矿物岩石与黏土性质,13018,13014,0,275,4,3,0,13015,3,0
437,C0438,电力设备数据诊断与异常检测,3993,3993,0,3993,0,0,0,944,3049,0
438,C0439,电气化铁路牵引与供电,9216,9212,0,530,4,0,0,9128,88,0
439,C0440,铜基硫族薄膜与光伏吸收材料,10514,10505,0,102,9,25,0,10511,3,0
440,C0441,二次电池电解液添加剂与配方,3867,3867,525,522,0,0,423,662,3205,0
441,C0442,能源专项监管与企业整改公告,538,538,0,14,0,0,0,186,1,351
442,C0443,建筑能效与居民供热用能,14418,14394,0,14418,24,3,0,14375,42,1
443,C0444,通用计算硬件接口与电子系统,9748,9746,0,59,2,0,0,9716,32,0
444,C0445,雷电电磁场与天体物理混合,10190,10179,0,10190,11,1,0,10189,1,0
445,C0446,电力扰动孤岛及异常识别算法,10590,10562,0,10590,28,2,0,10477,113,0
446,C0447,电力安全风险与故障预警系统,3207,3206,0,3207,1,0,0,886,2321,0
447,C0448,水资源调度灌溉与水能利用,12061,12057,0,12061,4,5,0,12045,10,6
448,C0449,电池单体壳体与组件结构,3292,3292,0,3292,0,0,0,207,3085,0
449,C0450,液压泵阀与流体传动,12536,12531,0,12536,5,0,0,12439,97,0
450,C0451,电力系统暂态电压与稳定性分析,12178,12172,0,12178,6,2,0,12138,40,0
451,C0452,风光储及混合能源系统配置,11691,11669,0,11691,22,2,0,11633,58,0
452,C0453,电机制造与通用装配装置混合,2232,2232,0,2232,0,0,0,193,2039,0
453,C0454,木材加工与木质资源利用,10199,10198,0,10199,1,0,0,10197,2,0
454,C0455,污染物吸附氧化与分离,12686,12678,0,12686,8,7,0,12667,19,0
455,C0456,电极组件与活性材料加工,2490,2490,0,2490,0,0,0,427,2063,0
456,C0457,电网状态估计相量测量与系统分析,9518,9506,0,9518,12,0,0,9506,12,0
457,C0458,气固流动分离与杂项工艺混合,8207,8205,0,8207,2,4,0,8181,26,0
458,C0459,钛合金陶瓷与MAX相材料,13802,13796,0,199,6,15,0,13787,15,0
459,C0460,电场空间电荷与界面建模,10769,10767,0,274,2,2,0,10741,28,0
460,C0461,电催化制氨与氮循环反应,12028,12025,0,12028,3,13,0,11962,66,0
461,C0462,超导电力装置与故障限流,7935,7929,0,1121,6,1,0,7865,70,0
462,C0463,区域供热预测与热系统建模,8736,8730,0,8736,6,6,0,8397,339,0
463,C0464,潜热及热化学储热系统,7724,7722,0,7724,2,1,0,7666,58,0
464,C0465,功率因数校正与变流器电流控制,16282,16275,0,16282,7,1,0,16086,196,0
465,C0466,新能源汽车产业与推广政策,406,406,0,2,0,0,0,271,2,133
466,C0467,燃料电池电堆与系统装置,1650,1649,0,1650,1,0,0,143,1507,0
467,C0468,网络攻击检测与信息安全,10981,10963,0,10981,18,0,0,10934,47,0
468,C0469,燃料电池技术与固体氧化物电池,10275,10269,0,10275,6,10,0,10267,8,0
469,C0470,电力储能系统集成与运行装置,1709,1709,0,1709,0,0,0,314,1395,0
470,C0471,风力机叶片塔架与气动结构,2210,2209,0,85,1,0,0,685,1525,0
471,C0472,多电平逆变器拓扑与调制,13900,13892,3222,381,8,8,703,13842,58,0
472,C0473,二氧化碳地质封存与驱油,13587,13582,1007,1154,5,0,102,13573,14,0
473,C0474,焦炭钙基反应与无机工艺材料混合,12492,12485,0,12492,7,18,0,12460,32,0
474,C0475,钢铁合金腐蚀与耐蚀性能,14630,14627,0,195,3,2,0,14552,78,0
475,C0476,工业废水处理与电化学净化,10981,10967,0,756,14,2,0,10959,22,0
476,C0477,节能审查与碳排放评价政策,612,612,0,11,0,0,0,286,3,323
477,C0478,抗菌生物医用纳米材料,10637,10609,0,10637,28,24,0,10618,19,0
478,C0479,电机绕组线圈与电磁部件,2587,2587,0,2587,0,0,0,326,2261,0
479,C0480,燃气轮机与航空发动机装置,2200,2200,0,2200,0,0,0,343,1857,0
480,C0481,微生物燃料电池与生物产电,9337,9330,4819,286,7,6,573,9252,85,0
481,C0482,半导体光电探测器,12215,12210,0,152,5,4,0,12207,8,0
482,C0483,电催化氧化还原与催化材料综述,12870,12860,0,12870,10,32,0,12868,2,0
483,C0484,配电系统供电设备与可靠性,14541,14534,0,14541,7,7,0,14518,22,1
484,C0485,锂钠储能负极纳米材料,9846,9836,0,9846,10,21,0,9846,0,0
485,C0486,能源发展可及性与能源贫困,18681,18665,0,18681,16,2,0,18672,5,4
486,C0487,电池冷却与散热,5409,5389,5389,0,20,2,5409,4246,1163,0
487,C0488,电池低温预热,175,175,175,0,0,0,175,158,17,0
488,C0489,海上风电开发与技术经济,337,336,336,0,1,0,337,336,1,0
489,C0490,风能资源评估与选址,1906,1905,1905,0,1,1,1906,1905,1,0
490,C0491,电池电极涂布与辊压,187,187,187,0,0,0,187,32,155,0
491,C0492,光生物制氢,45,45,45,0,0,0,45,45,0,0
492,C0493,光催化制氢,12129,12117,12117,0,12,36,12129,12110,19,0
493,C0494,聚合物介电储能,4,4,4,0,0,0,4,4,0,0
494,C0495,聚合物电气绝缘,49,49,49,0,0,0,49,49,0,0
495,C0496,集成电路与功率模块封装,99,99,99,0,0,0,99,77,22,0
496,C0497,藻类生物燃料,154,154,154,0,0,0,154,149,5,0
497,C0498,生物能源生命周期与可持续性,2257,2251,2251,0,6,2,2257,2257,0,0
498,C0499,电磁能量采集,481,481,481,0,0,0,481,481,0,0
499,C0500,压电能量采集,657,657,657,0,0,0,657,657,0,0
500,C0501,钠电池电解液与界面,1714,1714,1714,0,0,3,1714,1574,140,0
501,C0502,潮汐与潮流能开发,380,380,380,0,0,0,380,378,2,0
502,C0503,充电设施散热,34,34,34,0,0,0,34,0,34,0
503,C0504,电动汽车充电并网影响,587,586,586,0,1,1,587,573,14,0
504,C0505,石油产业投资与经营,23,23,23,0,0,1,23,23,0,0
505,C0506,石油价格与市场经济,2430,2425,2425,0,5,0,2430,2429,0,1
506,C0507,污水污泥营养元素回收,22,22,22,0,0,0,22,22,0,0
507,C0508,污泥脱水与调理,160,160,160,0,0,0,160,160,0,0
508,C0509,太阳能热水与供热装置,2447,2445,2445,0,2,1,2447,2329,117,1
509,C0510,光催化二氧化碳还原,4770,4765,4765,0,5,16,4770,4770,0,0
510,C0511,电池装配工装与制造设备,498,498,498,0,0,0,498,5,493,0
511,C0512,无线充电器与装置,1215,1214,1214,0,1,1,1215,625,590,0
512,C0513,天然气水合物生成与分解,607,607,607,0,0,0,607,607,0,0
513,C0514,煤气化工艺与反应,1126,1125,1125,0,1,3,1126,1123,3,0
514,C0515,膜法海水淡化,1645,1641,1641,0,4,0,1645,1645,0,0
515,C0516,分离膜污染与清洗,2417,2415,2415,0,2,0,2417,2416,1,0
516,C0517,配电网需求响应与柔性调度,676,675,675,0,1,0,676,613,63,0
517,C0518,电池电极粘结剂,1440,1440,1440,0,0,0,1440,1242,198,0
518,C0519,电池隔膜制备与改性,1406,1406,1406,0,0,0,1406,576,830,0
519,C0520,凝胶聚合物锂电解质,1044,1044,1044,0,0,0,1044,988,56,0
520,C0521,固态聚合物锂电解质,1868,1868,1868,0,0,0,1868,1761,107,0
521,C0522,销售电价与用户电费政策,83,83,83,0,0,0,83,1,0,82
522,C0523,输配电价监管政策,55,55,55,0,0,0,55,4,0,51
523,C0524,储能运行调度与收益,684,682,682,0,2,1,684,679,5,0
524,C0525,储能容量配置与选址,590,590,590,0,0,0,590,518,72,0
525,C0526,厌氧发酵生物制氢,808,806,806,0,2,1,808,807,1,0
526,C0527,碳税与环境税费,2666,2662,2662,0,4,0,2666,2666,0,0
527,C0528,可再生能源补贴机制,120,120,120,0,0,0,120,102,0,18
528,C0529,钙钛矿吸收层结晶与成膜,501,500,500,0,1,0,501,501,0,0
529,C0530,钙钛矿电池界面、钝化与传输层,6900,6897,6897,0,3,2,6900,6891,9,0
530,C0531,钙钛矿电池稳定性与衰减,282,282,282,0,0,1,282,282,0,0
531,C0532,钙钛矿叠层太阳能电池,1746,1746,1746,0,0,0,1746,1710,36,0
532,C0533,氮化镓功率与结器件,3162,3160,3160,0,2,7,3162,3160,2,0
533,C0534,氢能技术经济与生命周期,1447,1445,1445,0,2,0,1447,1447,0,0
534,C0535,燃料电池供气与空压控制,151,151,151,0,0,0,151,138,13,0
535,C0536,燃料电池水管理,361,361,361,0,0,0,361,358,3,0
536,C0537,其他材料光催化污染物降解,24294,24240,24240,0,54,24,24294,24294,0,0
537,C0538,智能电网通信架构,803,802,802,0,1,1,803,791,12,0
538,C0539,配电网谐波与电能质量治理,1173,1172,1172,0,1,3,1173,1134,39,0
539,C0540,配电网电压无功优化,1149,1149,1149,0,0,0,1149,1147,2,0
540,C0541,光伏组件退化与寿命,400,399,399,0,1,0,400,398,2,0
541,C0542,光伏组件故障与缺陷检测,1478,1476,1476,0,2,3,1478,1355,123,0
542,C0543,加氢站与氢气加注,517,517,517,0,0,0,517,483,34,0
543,C0544,厌氧污水处理反应器,280,280,280,0,0,1,280,277,3,0
544,C0545,电动汽车有序充放电调度,839,837,837,0,2,0,839,795,44,0
545,C0546,永磁电机磁路与结构设计,233,233,233,0,0,0,233,159,74,0
546,C0547,建筑冷却与被动降温,106,106,106,0,0,0,106,106,0,0
547,C0548,输配电线路故障检测与定位,1392,1391,1391,0,1,3,1392,1331,61,0
548,C0549,开关设备故障检测,372,372,372,0,0,0,372,340,32,0
549,C0550,变压器故障诊断,2108,2105,2105,0,3,3,2108,1868,240,0
550,C0551,燃气轮机热力性能,1773,1771,1771,0,2,0,1773,1741,32,0
551,C0552,微电网能量管理与经济调度,2969,2958,2958,0,11,2,2969,2911,58,0
552,C0553,电动汽车推广与购买行为,2028,2028,2028,0,0,0,2028,2027,0,1
553,C0554,电动汽车整车能耗与续航,456,456,456,0,0,0,456,455,1,0
554,C0555,锌空气电池,1964,1964,1964,0,0,1,1964,1960,4,0
555,C0556,水系锌离子电池,5994,5992,5992,0,2,0,5994,5764,230,0
556,C0557,TiO₂光催化污染物降解,8762,8750,8750,0,12,3,8762,8762,0,0
557,C0558,油水分离界面与膜材料,460,460,460,0,0,0,460,460,0,0
558,C0559,大气集水与雾水采集,62,62,62,0,0,0,62,60,2,0
559,C0560,二氧化碳水合物形成与分离,1950,1948,1948,0,2,2,1950,1945,5,0
560,C0561,蒸汽压缩制冷循环,439,437,437,0,2,0,439,438,1,0
561,C0562,制冷工质及其热物性,49,49,49,0,0,0,49,48,1,0
562,C0563,电力线载波通信,750,750,750,0,0,2,750,692,58,0
563,C0564,波浪能转换装置,3151,3151,3151,0,0,0,3151,3122,29,0
564,C0565,二氧化碳干重整制合成气,416,416,416,0,0,0,416,414,2,0
565,C0566,蒸汽重整制氢与合成气,881,881,881,0,0,1,881,866,15,0
566,C0567,石墨烯结构复合材料,98,98,98,0,0,0,98,97,1,0
567,C0568,石墨烯分离膜,2,2,2,0,0,0,2,2,0,0
568,C0569,餐厨垃圾或污泥厌氧消化,2902,2897,2897,0,5,0,2902,2881,21,0
569,C0570,畜禽粪便与农业残余厌氧消化,1040,1040,1040,0,0,0,1040,1039,1,0
570,C0571,光伏电池与组件制造工艺,814,814,814,0,0,1,814,401,413,0
571,C0572,碳排放交易机制,2766,2764,2764,0,2,0,2766,2725,21,20
572,C0573,电连接器与接线端子,84,84,84,0,0,0,84,6,78,0
573,C0574,电力市场机制与制度设计,515,515,515,0,0,1,515,507,5,3
574,C0575,产消者能源交易,967,966,966,0,1,0,967,962,5,0
575,C0576,碱性水电解制氢,1480,1479,1479,0,1,0,1480,1446,34,0
576,C0577,质子交换膜水电解制氢,1556,1556,1556,0,0,0,1556,1547,9,0
577,C0578,光伏电池与组件模型参数辨识,515,514,514,0,1,1,515,512,3,0
578,C0579,电机转子结构与制造,350,350,350,0,0,0,350,41,309,0
579,C0580,电机定子结构与制造,301,301,301,0,0,0,301,8,293,0
580,C0581,微电网下垂控制与功率分配,1001,997,997,0,4,1,1001,990,11,0
581,C0582,微电网孤岛切换与动态控制,1570,1568,1568,0,2,0,1570,1541,29,0
582,C0583,碳化硅陶瓷结构材料,1245,1243,1243,0,2,2,1245,1243,2,0
583,C0584,聚合物有机太阳能电池,5826,5826,5826,0,0,8,5826,5826,0,0
584,C0585,有机光伏印刷与规模制造,130,128,128,0,2,0,130,130,0,0
585,C0586,小分子有机太阳能电池,1163,1163,1163,0,0,7,1163,1163,0,0
586,C0587,太阳辐照度预测估算,3121,3116,3116,0,5,1,3121,3117,4,0
587,C0588,电网接地与地网安全,207,207,207,0,0,0,207,207,0,0
588,C0589,输电线路雷击与防雷,760,759,759,0,1,5,760,747,13,0
589,C0590,非钙钛矿多结太阳能电池,2129,2128,2128,0,1,1,2129,2024,105,0
590,C0591,电池等效电路与参数辨识,306,306,306,0,0,0,306,304,2,0
591,C0592,电池荷电状态估计,3713,3711,3711,0,2,4,3713,3676,37,0
592,C0593,电池健康状态与寿命预测,3714,3713,3713,0,1,0,3714,3636,78,0
593,C0594,能源安全与转型战略,323,322,322,0,1,0,323,323,0,0
594,C0595,电网短路电流计算,17,17,17,0,0,0,17,16,1,0
595,C0596,聚变加热与中性束注入,202,202,202,0,0,0,202,202,0,0
596,C0597,电动汽车充电负荷预测,357,357,357,0,0,0,357,305,52,0
597,C0598,锂资源提取与分离,2185,2185,2185,0,0,3,2185,2137,48,0
598,C0599,电气设备温度监测与控制,11,11,11,0,0,0,11,7,4,0
599,C0600,直接空气捕碳,553,553,553,0,0,0,553,509,44,0
600,C0601,铜基热电材料,536,536,536,0,0,3,536,535,1,0
601,C0602,摩擦纳米发电机,2009,2009,2009,0,0,0,2009,2004,5,0
602,C0603,ZnO光催化污染物降解,2695,2689,2689,0,6,0,2695,2695,0,0
603,C0604,电池老化实验与循环寿命,1180,1180,1180,0,0,0,1180,1140,40,0
604,C0605,电池阻抗表征,424,424,424,0,0,0,424,409,15,0
605,C0606,地热资源勘探与储层建模,1522,1522,1522,0,0,0,1522,1513,9,0
606,C0607,地热供热与发电利用,645,644,644,0,1,0,645,626,19,0
607,C0608,隔离型DC-DC变换器,667,666,666,0,1,0,667,638,29,0
608,C0609,非隔离DC-DC变换器,423,423,423,0,0,2,423,406,17,0
609,C0610,电池极耳焊接,9,9,9,0,0,0,9,0,9,0
610,C0611,电气安全与触电风险,441,441,441,0,0,1,441,416,25,0
611,C0612,国际气候协定与治理,371,371,371,0,0,0,371,371,0,0
612,C0613,电力系统可靠性评估,429,429,429,0,0,0,429,392,37,0
613,C0614,电晕放电与电晕损耗,846,846,846,0,0,0,846,846,0,0
614,C0615,电气绝缘局部放电,1808,1808,1808,0,0,3,1808,1725,83,0
615,C0616,锂金属负极界面稳定与枝晶抑制,2474,2473,2473,0,1,0,2474,2466,8,0
616,C0617,木质纤维素生物乙醇,122,122,122,0,0,0,122,122,0,0
617,C0618,木质纤维素预处理,171,169,169,0,2,0,171,171,0,0
618,C0619,生物炭土壤改良,527,527,527,0,0,0,527,527,0,0
619,C0620,生物炭水污染物去除,7,7,7,0,0,0,7,7,0,0
620,C0621,工业能源审计与节能评估,274,274,274,0,0,0,274,245,0,29
621,C0622,谐振与软开关变换器,4795,4794,4794,0,1,7,4795,4561,234,0
622,C0623,氢能供应链与基础设施规划,782,782,782,0,0,1,782,780,2,0
623,C0624,农光互补与农光协同,557,557,557,0,0,0,557,556,1,0
624,C0625,光伏技术经济与投资,434,434,434,0,0,2,434,434,0,0
625,C0626,屋顶与分布式光伏部署,579,579,579,0,0,1,579,532,36,11
626,C0627,永磁材料与磁性设计,397,397,397,0,0,3,397,387,10,0
627,C0628,软磁材料与磁损耗,57,57,57,0,0,1,57,52,5,0
628,C0629,超临界二氧化碳布雷顿循环,413,412,412,0,1,0,413,412,1,0
629,C0630,有机朗肯循环发电,2359,2357,2357,0,2,0,2359,2358,1,0
630,C0631,电动汽车充电站选址规划,684,682,682,0,2,1,684,681,3,0
631,C0632,电动汽车路径与补能规划,442,442,442,0,0,0,442,438,4,0
632,C0633,区域供热供冷系统,3336,3335,3335,0,1,2,3336,3332,4,0
633,C0634,二氧化碳催化加氢与甲烷化,2539,2538,2538,0,1,11,2539,2524,15,0
634,C0635,综合能源系统规划配置,398,397,397,0,1,0,398,369,29,0
635,C0636,综合能源系统优化调度,1149,1141,1141,0,8,0,1149,1024,125,0
636,C0637,电流检测与测量电路,426,426,426,0,0,0,426,225,201,0
637,C0638,电压检测与测量电路,393,393,393,0,0,2,393,299,94,0
638,C0639,漏电与剩余电流保护,166,166,166,0,0,0,166,72,94,0
639,C0640,浪涌与过压保护电路,63,63,63,0,0,0,63,0,63,0
640,C0641,电池盖板、端子与密封结构,1230,1230,1230,0,0,0,1230,5,1225,0
641,C0642,绿色金融与能源投资,968,956,956,0,12,0,968,967,0,1
642,C0643,电力设施覆冰与除冰,147,147,147,0,0,0,147,65,82,0
643,C0644,沼气提纯与生物甲烷升级,929,929,929,0,0,0,929,909,20,0
644,C0645,电机驱动PWM与谐波控制,851,851,851,0,0,0,851,804,47,0
645,C0646,电机转矩脉动抑制,448,448,448,0,0,0,448,418,30,0
646,C0647,电缆绝缘护套与导体结构,2265,2262,2262,0,3,2,2265,1825,440,0
647,C0648,锂电石墨负极,253,253,253,0,0,0,253,173,80,0
648,C0649,能源电力标准化政策,71,71,71,0,0,0,71,2,1,68
649,C0650,空气源热泵,653,653,653,0,0,0,653,500,152,1
650,C0651,地源热泵与地埋换热器,3555,3554,3554,0,1,1,3555,3481,74,0
651,C0652,核裂变反应堆工程,71,71,71,0,0,0,71,59,11,1
