baseline_category_id,baseline_category_name,category_id,category_name,quarantine_code,quarantine_reason,documents
C0138,光伏出力预测与系统参数建模,C0723,光伏光热联合系统,,,64
C0138,光伏出力预测与系统参数建模,C0733,灌溉水资源优化调度,,,5
C0138,光伏出力预测与系统参数建模,C0736,电力系统暂态稳定,,,2
C0138,光伏出力预测与系统参数建模,C0737,电力系统电压稳定,,,3
C0138,光伏出力预测与系统参数建模,C0741,电网状态估计与相量测量,,,1
C0139,变压器油纸绝缘诊断,C0495,聚合物电气绝缘,,,1
C0139,变压器油纸绝缘诊断,C0550,变压器故障诊断,,,52
C0139,变压器油纸绝缘诊断,C0558,油水分离界面与膜材料,,,1
C0139,变压器油纸绝缘诊断,C0576,碱性水电解制氢,,,1
C0139,变压器油纸绝缘诊断,C0614,电晕放电与电晕损耗,,,4
C0139,变压器油纸绝缘诊断,C0615,电气绝缘局部放电,,,168
C0139,变压器油纸绝缘诊断,C0647,电缆绝缘护套与导体结构,,,7
C0140,厌氧微生物产甲烷机制,C0129,生物质与污泥厌氧消化产气,,,37
C0140,厌氧微生物产甲烷机制,C0492,光生物制氢,,,1
C0140,厌氧微生物产甲烷机制,C0498,生物能源生命周期与可持续性,,,1
C0140,厌氧微生物产甲烷机制,C0526,厌氧发酵生物制氢,,,171
C0140,厌氧微生物产甲烷机制,C0569,餐厨垃圾或污泥厌氧消化,,,37
C0140,厌氧微生物产甲烷机制,C0570,畜禽粪便与农业残余厌氧消化,,,13
C0140,厌氧微生物产甲烷机制,C0606,地热资源勘探与储层建模,,,1
C0140,厌氧微生物产甲烷机制,C0617,木质纤维素生物乙醇,,,3
C0140,厌氧微生物产甲烷机制,C0618,木质纤维素预处理,,,4
C0140,厌氧微生物产甲烷机制,C0619,生物炭土壤改良,,,2
C0140,厌氧微生物产甲烷机制,C0644,沼气提纯与生物甲烷升级,,,29
C0140,厌氧微生物产甲烷机制,C0671,二氧化碳固体吸附捕集,,,2
C0140,厌氧微生物产甲烷机制,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,2
C0141,半导体载流子与电荷输运,C0298,场效应晶体管结构与建模,,,6
C0141,半导体载流子与电荷输运,C0493,光催化制氢,,,11
C0141,半导体载流子与电荷输运,C0501,钠电池电解液与界面,,,6
C0141,半导体载流子与电荷输运,C0521,固态聚合物锂电解质,,,14
C0141,半导体载流子与电荷输运,C0530,钙钛矿电池界面、钝化与传输层,,,103
C0141,半导体载流子与电荷输运,C0533,氮化镓功率与结器件,,,4
C0141,半导体载流子与电荷输运,C0537,其他材料光催化污染物降解,,,5
C0141,半导体载流子与电荷输运,C0556,水系锌离子电池,,,1
C0141,半导体载流子与电荷输运,C0557,TiO₂光催化污染物降解,,,3
C0141,半导体载流子与电荷输运,C0577,质子交换膜水电解制氢,,,7
C0141,半导体载流子与电荷输运,C0584,聚合物有机太阳能电池,,,20
C0141,半导体载流子与电荷输运,C0586,小分子有机太阳能电池,,,1
C0141,半导体载流子与电荷输运,C0602,摩擦纳米发电机,,,9
C0141,半导体载流子与电荷输运,C0605,电池阻抗表征,,,1
C0141,半导体载流子与电荷输运,C0653,核聚变装置工程,,,1
C0141,半导体载流子与电荷输运,C0689,染料敏化电池敏化剂,,,2
C0141,半导体载流子与电荷输运,C0714,层状及富镍锂电正极材料,,,3
C0141,半导体载流子与电荷输运,C0728,钠离子电池正极材料,,,3
C0141,半导体载流子与电荷输运,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,14
C0142,电机转子定子与装配结构,C0491,电池电极涂布与辊压,,,1
C0142,电机转子定子与装配结构,C0500,压电能量采集,,,6
C0142,电机转子定子与装配结构,C0511,电池装配工装与制造设备,,,1
C0142,电机转子定子与装配结构,C0579,电机转子结构与制造,,,90
C0142,电机转子定子与装配结构,C0580,电机定子结构与制造,,,26
C0142,电机转子定子与装配结构,C0602,摩擦纳米发电机,,,3
C0142,电机转子定子与装配结构,C0641,电池盖板、端子与密封结构,,,2
C0142,电机转子定子与装配结构,C0646,电机转矩脉动抑制,,,2
C0142,电机转子定子与装配结构,C0700,永磁同步电机控制,,,2
C0142,电机转子定子与装配结构,C0701,电气设备风冷散热,,,1
C0142,电机转子定子与装配结构,C0749,电机绕组与线圈制造,,,1
C0143,微电网变流器协调与功率分配,C0435,智能电表物联网与用能监测,,,1
C0143,微电网变流器协调与功率分配,C0512,无线充电器与装置,,,1
C0143,微电网变流器协调与功率分配,C0517,配电网需求响应与柔性调度,,,5
C0143,微电网变流器协调与功率分配,C0538,智能电网通信架构,,,1
C0143,微电网变流器协调与功率分配,C0539,配电网谐波与电能质量治理,,,19
C0143,微电网变流器协调与功率分配,C0540,配电网电压无功优化,,,5
C0143,微电网变流器协调与功率分配,C0542,光伏组件故障与缺陷检测,,,12
C0143,微电网变流器协调与功率分配,C0552,微电网能量管理与经济调度,,,56
C0143,微电网变流器协调与功率分配,C0564,波浪能转换装置,,,2
C0143,微电网变流器协调与功率分配,C0581,微电网下垂控制与功率分配,,,613
C0143,微电网变流器协调与功率分配,C0582,微电网孤岛切换与动态控制,,,862
C0143,微电网变流器协调与功率分配,C0592,电池荷电状态估计,,,1
C0143,微电网变流器协调与功率分配,C0608,隔离型DC-DC变换器,,,1
C0143,微电网变流器协调与功率分配,C0626,屋顶与分布式光伏部署,,,3
C0143,微电网变流器协调与功率分配,C0645,电机驱动PWM与谐波控制,,,1
C0143,微电网变流器协调与功率分配,C0657,电池单体均衡控制,,,1
C0143,微电网变流器协调与功率分配,C0667,电网频率控制,,,129
C0143,微电网变流器协调与功率分配,C0675,风电出力预测,,,1
C0143,微电网变流器协调与功率分配,C0700,永磁同步电机控制,,,11
C0143,微电网变流器协调与功率分配,C0712,电力负荷预测,,,3
C0143,微电网变流器协调与功率分配,C0729,建筑暖通空调能耗,,,3
C0143,微电网变流器协调与功率分配,C0736,电力系统暂态稳定,,,5
C0143,微电网变流器协调与功率分配,C0737,电力系统电压稳定,,,8
C0143,微电网变流器协调与功率分配,C0741,电网状态估计与相量测量,,,4
C0143,微电网变流器协调与功率分配,C0746,功率因数校正电路与控制,,,18
C0143,微电网变流器协调与功率分配,C0748,储能系统集成与安全装置,,,2
C0144,能源作物种植与生物质采收,C0129,生物质与污泥厌氧消化产气,,,3
C0144,能源作物种植与生物质采收,C0498,生物能源生命周期与可持续性,,,74
C0144,能源作物种植与生物质采收,C0515,膜法海水淡化,,,7
C0144,能源作物种植与生物质采收,C0569,餐厨垃圾或污泥厌氧消化,,,1
C0144,能源作物种植与生物质采收,C0587,太阳辐照度预测估算,,,1
C0144,能源作物种植与生物质采收,C0619,生物炭土壤改良,,,11
C0144,能源作物种植与生物质采收,C0624,农光互补与农光协同,,,147
C0144,能源作物种植与生物质采收,C0630,有机朗肯循环发电,,,2
C0144,能源作物种植与生物质采收,C0671,二氧化碳固体吸附捕集,,,1
C0144,能源作物种植与生物质采收,C0674,森林资源经营与碳汇,,,32
C0144,能源作物种植与生物质采收,C0680,生物质气化制合成气,,,2
C0144,能源作物种植与生物质采收,C0718,配电网规划与容量配置,,,1
C0144,能源作物种植与生物质采收,C0719,气候变化适应与风险,,,1
C0144,能源作物种植与生物质采收,C0720,气候变化减缓政策,,,2
C0144,能源作物种植与生物质采收,C0738,木材加工与干燥,,,3
C0144,能源作物种植与生物质采收,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,7
C0145,陆面气象与蒸散估计,C0502,潮汐与潮流能开发,,,1
C0145,陆面气象与蒸散估计,C0506,石油价格与市场经济,,,1
C0145,陆面气象与蒸散估计,C0515,膜法海水淡化,,,1
C0145,陆面气象与蒸散估计,C0533,氮化镓功率与结器件,,,1
C0145,陆面气象与蒸散估计,C0564,波浪能转换装置,,,3
C0145,陆面气象与蒸散估计,C0587,太阳辐照度预测估算,,,12
C0145,陆面气象与蒸散估计,C0588,电网接地与地网安全,,,1
C0145,陆面气象与蒸散估计,C0607,地热供热与发电利用,,,1
C0145,陆面气象与蒸散估计,C0633,区域供热供冷系统,,,3
C0145,陆面气象与蒸散估计,C0651,地源热泵与地埋换热器,,,2
C0145,陆面气象与蒸散估计,C0675,风电出力预测,,,1
C0145,陆面气象与蒸散估计,C0676,风速预测,,,3
C0145,陆面气象与蒸散估计,C0698,太阳辐射测量与仪器,,,2
C0145,陆面气象与蒸散估计,C0712,电力负荷预测,,,3
C0145,陆面气象与蒸散估计,C0719,气候变化适应与风险,,,1
C0145,陆面气象与蒸散估计,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,3
C0146,铁基催化剂与氧电催化,C0009,二氧化碳电还原催化,,,177
C0146,铁基催化剂与氧电催化,C0060,超级电容器电极与器件,,,2
C0146,铁基催化剂与氧电催化,C0155,电解水析氧催化,,,1153
C0146,铁基催化剂与氧电催化,C0226,过硫酸盐活化与高级氧化,,,37
C0146,铁基催化剂与氧电催化,C0233,半导体光电化学水分解,,,1
C0146,铁基催化剂与氧电催化,C0254,电催化析氢与界面调控,,,398
C0146,铁基催化剂与氧电催化,C0257,固体氧化物燃料电池,,,18
C0146,铁基催化剂与氧电催化,C0259,锂硫电池正极与多硫化物调控,,,9
C0146,铁基催化剂与氧电催化,C0278,整体电催化水分解,,,46
C0146,铁基催化剂与氧电催化,C0358,非贵金属氧还原电催化材料,,,839
C0146,铁基催化剂与氧电催化,C0412,质子交换膜燃料电池运行与建模,,,1
C0146,铁基催化剂与氧电催化,C0417,固体氧化物电解池与可逆电化学单元,,,17
C0146,铁基催化剂与氧电催化,C0493,光催化制氢,,,12
C0146,铁基催化剂与氧电催化,C0510,光催化二氧化碳还原,,,5
C0146,铁基催化剂与氧电催化,C0537,其他材料光催化污染物降解,,,3
C0146,铁基催化剂与氧电催化,C0555,锌空气电池,,,13
C0146,铁基催化剂与氧电催化,C0565,二氧化碳干重整制合成气,,,4
C0146,铁基催化剂与氧电催化,C0566,蒸汽重整制氢与合成气,,,2
C0146,铁基催化剂与氧电催化,C0576,碱性水电解制氢,,,14
C0146,铁基催化剂与氧电催化,C0577,质子交换膜水电解制氢,,,3
C0146,铁基催化剂与氧电催化,C0634,二氧化碳催化加氢与甲烷化,,,25
C0146,铁基催化剂与氧电催化,C0671,二氧化碳固体吸附捕集,,,4
C0146,铁基催化剂与氧电催化,C0680,生物质气化制合成气,,,1
C0146,铁基催化剂与氧电催化,C0714,层状及富镍锂电正极材料,,,16
C0146,铁基催化剂与氧电催化,C0715,锂电磷酸盐正极材料,,,10
C0146,铁基催化剂与氧电催化,C0728,钠离子电池正极材料,,,12
C0146,铁基催化剂与氧电催化,C0742,氮气电还原制氨,,,16
C0146,铁基催化剂与氧电催化,C0743,硝酸盐电还原制氨,,,2
C0146,铁基催化剂与氧电催化,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,38
C0148,电极与电机铁芯制造装置,C0060,超级电容器电极与器件,,,11
C0148,电极与电机铁芯制造装置,C0336,硅碳负极材料与制备,,,2
C0148,电极与电机铁芯制造装置,C0441,二次电池电解液添加剂与配方,,,1
C0148,电极与电机铁芯制造装置,C0491,电池电极涂布与辊压,,,32
C0148,电极与电机铁芯制造装置,C0496,集成电路与功率模块封装,,,2
C0148,电极与电机铁芯制造装置,C0499,电磁能量采集,,,2
C0148,电极与电机铁芯制造装置,C0511,电池装配工装与制造设备,,,17
C0148,电极与电机铁芯制造装置,C0519,电池隔膜制备与改性,,,5
C0148,电极与电机铁芯制造装置,C0571,光伏电池与组件制造工艺,,,5
C0148,电极与电机铁芯制造装置,C0579,电机转子结构与制造,,,1
C0148,电极与电机铁芯制造装置,C0580,电机定子结构与制造,,,6
C0148,电极与电机铁芯制造装置,C0602,摩擦纳米发电机,,,3
C0148,电极与电机铁芯制造装置,C0610,电池极耳焊接,,,1
C0148,电极与电机铁芯制造装置,C0641,电池盖板、端子与密封结构,,,37
C0148,电极与电机铁芯制造装置,C0666,功率半导体器件,,,8
C0149,临床疾病与健康研究,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,19
C0149,临床疾病与健康研究,,,Q.INSUFFICIENT,题名摘要不足，待补全,1
C0150,储能技术与能量转换综述,C0060,超级电容器电极与器件,,,309
C0150,储能技术与能量转换综述,C0257,固体氧化物燃料电池,,,5
C0150,储能技术与能量转换综述,C0259,锂硫电池正极与多硫化物调控,,,1
C0150,储能技术与能量转换综述,C0336,硅碳负极材料与制备,,,1
C0150,储能技术与能量转换综述,C0387,有机发光二极管与发光材料,,,1
C0150,储能技术与能量转换综述,C0417,固体氧化物电解池与可逆电化学单元,,,3
C0150,储能技术与能量转换综述,C0487,电池冷却与散热,,,2
C0150,储能技术与能量转换综述,C0488,电池低温预热,,,1
C0150,储能技术与能量转换综述,C0498,生物能源生命周期与可持续性,,,2
C0150,储能技术与能量转换综述,C0499,电磁能量采集,,,2
C0150,储能技术与能量转换综述,C0500,压电能量采集,,,62
C0150,储能技术与能量转换综述,C0501,钠电池电解液与界面,,,1
C0150,储能技术与能量转换综述,C0518,电池电极粘结剂,,,1
C0150,储能技术与能量转换综述,C0524,储能运行调度与收益,,,2
C0150,储能技术与能量转换综述,C0525,储能容量配置与选址,,,7
C0150,储能技术与能量转换综述,C0552,微电网能量管理与经济调度,,,2
C0150,储能技术与能量转换综述,C0564,波浪能转换装置,,,1
C0150,储能技术与能量转换综述,C0575,产消者能源交易,,,1
C0150,储能技术与能量转换综述,C0602,摩擦纳米发电机,,,42
C0150,储能技术与能量转换综述,C0604,电池老化实验与循环寿命,,,1
C0150,储能技术与能量转换综述,C0662,吸收式制冷循环,,,1
C0150,储能技术与能量转换综述,C0666,功率半导体器件,,,1
C0150,储能技术与能量转换综述,C0678,聚光太阳能热发电,,,1
C0150,储能技术与能量转换综述,C0683,电池火灾抑制与灭火,,,1
C0150,储能技术与能量转换综述,C0684,电池热失控与传播,,,4
C0150,储能技术与能量转换综述,C0696,镁铝钙多价离子电池,,,1
C0150,储能技术与能量转换综述,C0715,锂电磷酸盐正极材料,,,3
C0150,储能技术与能量转换综述,C0723,光伏光热联合系统,,,2
C0150,储能技术与能量转换综述,C0744,潜热储热系统,,,1
C0150,储能技术与能量转换综述,C0745,热化学储热系统,,,1
C0150,储能技术与能量转换综述,C0748,储能系统集成与安全装置,,,8
C0150,储能技术与能量转换综述,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,4
C0151,多孔碳吸附二氧化碳,C0498,生物能源生命周期与可持续性,,,8
C0151,多孔碳吸附二氧化碳,C0510,光催化二氧化碳还原,,,6
C0151,多孔碳吸附二氧化碳,C0513,天然气水合物生成与分解,,,1
C0151,多孔碳吸附二氧化碳,C0514,煤气化工艺与反应,,,1
C0151,多孔碳吸附二氧化碳,C0530,钙钛矿电池界面、钝化与传输层,,,1
C0151,多孔碳吸附二氧化碳,C0534,氢能技术经济与生命周期,,,1
C0151,多孔碳吸附二氧化碳,C0537,其他材料光催化污染物降解,,,2
C0151,多孔碳吸附二氧化碳,C0557,TiO₂光催化污染物降解,,,2
C0151,多孔碳吸附二氧化碳,C0560,二氧化碳水合物形成与分离,,,40
C0151,多孔碳吸附二氧化碳,C0565,二氧化碳干重整制合成气,,,4
C0151,多孔碳吸附二氧化碳,C0569,餐厨垃圾或污泥厌氧消化,,,2
C0151,多孔碳吸附二氧化碳,C0598,锂资源提取与分离,,,1
C0151,多孔碳吸附二氧化碳,C0600,直接空气捕碳,,,38
C0151,多孔碳吸附二氧化碳,C0634,二氧化碳催化加氢与甲烷化,,,65
C0151,多孔碳吸附二氧化碳,C0644,沼气提纯与生物甲烷升级,,,1
C0151,多孔碳吸附二氧化碳,C0663,吸附式制冷循环,,,1
C0151,多孔碳吸附二氧化碳,C0670,二氧化碳溶剂吸收捕集,,,613
C0151,多孔碳吸附二氧化碳,C0671,二氧化碳固体吸附捕集,,,1133
C0151,多孔碳吸附二氧化碳,C0680,生物质气化制合成气,,,2
C0151,多孔碳吸附二氧化碳,C0681,生物质水热炭化,,,1
C0151,多孔碳吸附二氧化碳,C0693,活性炭制备与孔结构,,,716
C0151,多孔碳吸附二氧化碳,C0695,铀钍提取与分离,,,5
C0151,多孔碳吸附二氧化碳,C0715,锂电磷酸盐正极材料,,,4
C0151,多孔碳吸附二氧化碳,C0725,废塑料回收与转化,,,1
C0151,多孔碳吸附二氧化碳,C0727,钠离子电池负极材料,,,8
C0151,多孔碳吸附二氧化碳,C0728,钠离子电池正极材料,,,2
C0151,多孔碳吸附二氧化碳,C0739,水污染物吸附去除,,,45
C0151,多孔碳吸附二氧化碳,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,23
C0152,镁基及多组元合金性质,C0567,石墨烯结构复合材料,,,1
C0152,镁基及多组元合金性质,C0583,碳化硅陶瓷结构材料,,,14
C0152,镁基及多组元合金性质,C0616,锂金属负极界面稳定与枝晶抑制,,,1
C0152,镁基及多组元合金性质,C0714,层状及富镍锂电正极材料,,,10
C0152,镁基及多组元合金性质,C0728,钠离子电池正极材料,,,1
C0152,镁基及多组元合金性质,C0744,潜热储热系统,,,1
C0153,硅基材料与碳化硅陶瓷,C0060,超级电容器电极与器件,,,11
C0153,硅基材料与碳化硅陶瓷,C0191,固态储氢材料与反应器,,,1
C0153,硅基材料与碳化硅陶瓷,C0257,固体氧化物燃料电池,,,1
C0153,硅基材料与碳化硅陶瓷,C0298,场效应晶体管结构与建模,,,5
C0153,硅基材料与碳化硅陶瓷,C0336,硅碳负极材料与制备,,,294
C0153,硅基材料与碳化硅陶瓷,C0387,有机发光二极管与发光材料,,,16
C0153,硅基材料与碳化硅陶瓷,C0420,碳化硅功率半导体器件,,,53
C0153,硅基材料与碳化硅陶瓷,C0487,电池冷却与散热,,,1
C0153,硅基材料与碳化硅陶瓷,C0496,集成电路与功率模块封装,,,1
C0153,硅基材料与碳化硅陶瓷,C0500,压电能量采集,,,1
C0153,硅基材料与碳化硅陶瓷,C0514,煤气化工艺与反应,,,1
C0153,硅基材料与碳化硅陶瓷,C0518,电池电极粘结剂,,,1
C0153,硅基材料与碳化硅陶瓷,C0533,氮化镓功率与结器件,,,5
C0153,硅基材料与碳化硅陶瓷,C0583,碳化硅陶瓷结构材料,,,124
C0153,硅基材料与碳化硅陶瓷,C0638,电压检测与测量电路,,,1
C0153,硅基材料与碳化硅陶瓷,C0661,温度传感与测量装置,,,4
C0153,硅基材料与碳化硅陶瓷,C0666,功率半导体器件,,,4
C0153,硅基材料与碳化硅陶瓷,C0723,光伏光热联合系统,,,1
C0153,硅基材料与碳化硅陶瓷,C0744,潜热储热系统,,,4
C0153,硅基材料与碳化硅陶瓷,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,4
C0154,无线电能传输电路与系统,C0499,电磁能量采集,,,6
C0154,无线电能传输电路与系统,C0500,压电能量采集,,,2
C0154,无线电能传输电路与系统,C0512,无线充电器与装置,,,138
C0154,无线电能传输电路与系统,C0533,氮化镓功率与结器件,,,2
C0154,无线电能传输电路与系统,C0538,智能电网通信架构,,,1
C0154,无线电能传输电路与系统,C0539,配电网谐波与电能质量治理,,,1
C0154,无线电能传输电路与系统,C0563,电力线载波通信,,,206
C0154,无线电能传输电路与系统,C0564,波浪能转换装置,,,1
C0154,无线电能传输电路与系统,C0581,微电网下垂控制与功率分配,,,1
C0154,无线电能传输电路与系统,C0593,电池健康状态与寿命预测,,,1
C0154,无线电能传输电路与系统,C0602,摩擦纳米发电机,,,2
C0154,无线电能传输电路与系统,C0622,谐振与软开关变换器,,,4
C0154,无线电能传输电路与系统,C0647,电缆绝缘护套与导体结构,,,1
C0154,无线电能传输电路与系统,C0664,LED照明灯具与配光,,,1
C0154,无线电能传输电路与系统,C0667,电网频率控制,,,1
C0154,无线电能传输电路与系统,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,2
C0155,电解水析氧催化,C0493,光催化制氢,,,3
C0155,电解水析氧催化,C0501,钠电池电解液与界面,,,1
C0155,电解水析氧催化,C0530,钙钛矿电池界面、钝化与传输层,,,2
C0155,电解水析氧催化,C0537,其他材料光催化污染物降解,,,3
C0155,电解水析氧催化,C0555,锌空气电池,,,3
C0155,电解水析氧催化,C0556,水系锌离子电池,,,1
C0155,电解水析氧催化,C0565,二氧化碳干重整制合成气,,,1
C0155,电解水析氧催化,C0576,碱性水电解制氢,,,36
C0155,电解水析氧催化,C0577,质子交换膜水电解制氢,,,108
C0155,电解水析氧催化,C0604,电池老化实验与循环寿命,,,1
C0155,电解水析氧催化,C0671,二氧化碳固体吸附捕集,,,4
C0155,电解水析氧催化,C0695,铀钍提取与分离,,,2
C0155,电解水析氧催化,C0714,层状及富镍锂电正极材料,,,33
C0155,电解水析氧催化,C0727,钠离子电池负极材料,,,1
C0155,电解水析氧催化,C0728,钠离子电池正极材料,,,23
C0155,电解水析氧催化,C0740,水污染物电化学氧化,,,1
C0155,电解水析氧催化,C0742,氮气电还原制氨,,,3
C0155,电解水析氧催化,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,37
C0156,电力交易竞价与市场优化,C0124,电力系统碳计量与低碳调度,,,3
C0156,电力交易竞价与市场优化,C0490,风能资源评估与选址,,,1
C0156,电力交易竞价与市场优化,C0498,生物能源生命周期与可持续性,,,1
C0156,电力交易竞价与市场优化,C0502,潮汐与潮流能开发,,,1
C0156,电力交易竞价与市场优化,C0504,电动汽车充电并网影响,,,1
C0156,电力交易竞价与市场优化,C0506,石油价格与市场经济,,,1
C0156,电力交易竞价与市场优化,C0517,配电网需求响应与柔性调度,,,7
C0156,电力交易竞价与市场优化,C0523,输配电价监管政策,,,1
C0156,电力交易竞价与市场优化,C0524,储能运行调度与收益,,,44
C0156,电力交易竞价与市场优化,C0525,储能容量配置与选址,,,13
C0156,电力交易竞价与市场优化,C0552,微电网能量管理与经济调度,,,5
C0156,电力交易竞价与市场优化,C0554,电动汽车整车能耗与续航,,,1
C0156,电力交易竞价与市场优化,C0564,波浪能转换装置,,,3
C0156,电力交易竞价与市场优化,C0572,碳排放交易机制,,,19
C0156,电力交易竞价与市场优化,C0574,电力市场机制与制度设计,,,107
C0156,电力交易竞价与市场优化,C0575,产消者能源交易,,,205
C0156,电力交易竞价与市场优化,C0621,工业能源审计与节能评估,,,9
C0156,电力交易竞价与市场优化,C0625,光伏技术经济与投资,,,1
C0156,电力交易竞价与市场优化,C0633,区域供热供冷系统,,,6
C0156,电力交易竞价与市场优化,C0635,综合能源系统规划配置,,,26
C0156,电力交易竞价与市场优化,C0636,综合能源系统优化调度,,,53
C0156,电力交易竞价与市场优化,C0642,绿色金融与能源投资,,,2
C0156,电力交易竞价与市场优化,C0675,风电出力预测,,,1
C0156,电力交易竞价与市场优化,C0686,电网灾害韧性与恢复,,,3
C0156,电力交易竞价与市场优化,C0710,水电站运行调度,,,23
C0156,电力交易竞价与市场优化,C0712,电力负荷预测,,,2
C0156,电力交易竞价与市场优化,C0713,电价预测,,,18
C0156,电力交易竞价与市场优化,C0718,配电网规划与容量配置,,,23
C0156,电力交易竞价与市场优化,C0729,建筑暖通空调能耗,,,1
C0156,电力交易竞价与市场优化,C0748,储能系统集成与安全装置,,,2
C0156,电力交易竞价与市场优化,C0750,能源贫困与能源可及性,,,1
C0156,电力交易竞价与市场优化,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,4
C0157,水工引水排水与杂项装置,C0515,膜法海水淡化,,,1
C0157,水工引水排水与杂项装置,C0536,燃料电池水管理,,,1
C0157,水工引水排水与杂项装置,C0564,波浪能转换装置,,,1
C0157,水工引水排水与杂项装置,C0571,光伏电池与组件制造工艺,,,1
C0157,水工引水排水与杂项装置,C0606,地热资源勘探与储层建模,,,1
C0157,水工引水排水与杂项装置,C0643,电力设施覆冰与除冰,,,1
C0157,水工引水排水与杂项装置,C0644,沼气提纯与生物甲烷升级,,,1
C0157,水工引水排水与杂项装置,C0711,水轮机性能与设计,,,1
C0157,水工引水排水与杂项装置,C0733,灌溉水资源优化调度,,,1
C0158,有机光伏材料、器件与载流子输运,C0009,二氧化碳电还原催化,,,10
C0158,有机光伏材料、器件与载流子输运,C0060,超级电容器电极与器件,,,11
C0158,有机光伏材料、器件与载流子输运,C0233,半导体光电化学水分解,,,34
C0158,有机光伏材料、器件与载流子输运,C0254,电催化析氢与界面调控,,,1
C0158,有机光伏材料、器件与载流子输运,C0330,太阳能界面蒸发与海水淡化,,,1
C0158,有机光伏材料、器件与载流子输运,C0336,硅碳负极材料与制备,,,6
C0158,有机光伏材料、器件与载流子输运,C0355,染料敏化太阳能电池材料与器件,,,261
C0158,有机光伏材料、器件与载流子输运,C0387,有机发光二极管与发光材料,,,11
C0158,有机光伏材料、器件与载流子输运,C0417,固体氧化物电解池与可逆电化学单元,,,1
C0158,有机光伏材料、器件与载流子输运,C0481,微生物燃料电池与生物产电,,,1
C0158,有机光伏材料、器件与载流子输运,C0493,光催化制氢,,,2
C0158,有机光伏材料、器件与载流子输运,C0500,压电能量采集,,,1
C0158,有机光伏材料、器件与载流子输运,C0530,钙钛矿电池界面、钝化与传输层,,,51
C0158,有机光伏材料、器件与载流子输运,C0532,钙钛矿叠层太阳能电池,,,20
C0158,有机光伏材料、器件与载流子输运,C0537,其他材料光催化污染物降解,,,3
C0158,有机光伏材料、器件与载流子输运,C0541,光伏组件退化与寿命,,,5
C0158,有机光伏材料、器件与载流子输运,C0556,水系锌离子电池,,,2
C0158,有机光伏材料、器件与载流子输运,C0571,光伏电池与组件制造工艺,,,38
C0158,有机光伏材料、器件与载流子输运,C0584,聚合物有机太阳能电池,,,4071
C0158,有机光伏材料、器件与载流子输运,C0585,有机光伏印刷与规模制造,,,121
C0158,有机光伏材料、器件与载流子输运,C0586,小分子有机太阳能电池,,,1074
C0158,有机光伏材料、器件与载流子输运,C0590,非钙钛矿多结太阳能电池,,,260
C0158,有机光伏材料、器件与载流子输运,C0602,摩擦纳米发电机,,,9
C0158,有机光伏材料、器件与载流子输运,C0625,光伏技术经济与投资,,,1
C0158,有机光伏材料、器件与载流子输运,C0664,LED照明灯具与配光,,,1
C0158,有机光伏材料、器件与载流子输运,C0671,二氧化碳固体吸附捕集,,,1
C0158,有机光伏材料、器件与载流子输运,C0677,太阳能集热器传热设计,,,1
C0158,有机光伏材料、器件与载流子输运,C0678,聚光太阳能热发电,,,1
C0158,有机光伏材料、器件与载流子输运,C0687,染料敏化电池对电极,,,10
C0158,有机光伏材料、器件与载流子输运,C0688,染料敏化电池光阳极,,,6
C0158,有机光伏材料、器件与载流子输运,C0689,染料敏化电池敏化剂,,,37
C0158,有机光伏材料、器件与载流子输运,C0723,光伏光热联合系统,,,33
C0158,有机光伏材料、器件与载流子输运,,,Q.EDITORIAL,封面、索引、勘误等非研究正文,25
C0159,太阳辐照预测与光伏环境建模,C0330,太阳能界面蒸发与海水淡化,,,2
C0159,太阳辐照预测与光伏环境建模,C0381,光伏发电功率预测方法与装置,,,39
C0159,太阳辐照预测与光伏环境建模,C0490,风能资源评估与选址,,,1
C0159,太阳辐照预测与光伏环境建模,C0509,太阳能热水与供热装置,,,8
C0159,太阳辐照预测与光伏环境建模,C0541,光伏组件退化与寿命,,,1
C0159,太阳辐照预测与光伏环境建模,C0542,光伏组件故障与缺陷检测,,,6
C0159,太阳辐照预测与光伏环境建模,C0564,波浪能转换装置,,,1
C0159,太阳辐照预测与光伏环境建模,C0571,光伏电池与组件制造工艺,,,1
C0159,太阳辐照预测与光伏环境建模,C0578,光伏电池与组件模型参数辨识,,,46
C0159,太阳辐照预测与光伏环境建模,C0587,太阳辐照度预测估算,,,2192
C0159,太阳辐照预测与光伏环境建模,C0590,非钙钛矿多结太阳能电池,,,3
C0159,太阳辐照预测与光伏环境建模,C0623,氢能供应链与基础设施规划,,,1
C0159,太阳辐照预测与光伏环境建模,C0624,农光互补与农光协同,,,1
C0159,太阳辐照预测与光伏环境建模,C0626,屋顶与分布式光伏部署,,,2
