raw_cluster1000,raw_topic_id,raw_automatic_label,final_topic_index,final_topic_id,final_topic_label,semantic_merge_applied,merge_decision_id,final_label_status,raw_documents,raw_papers,raw_patents,raw_policies
240,T0240,240_green finance_green innovation_green bonds_green,239,S0240,240_green finance_green innovation_green bonds_green,False,,完成清单初筛；保留原类及自动标签,5675,5669,3,3
241,T0241,241_zrb2_zrb_zirconia_zirconium,240,S0241,241_zrb2_zrb_zirconia_zirconium,False,,完成清单初筛；保留原类及自动标签,4691,4685,6,0
242,T0242,242_气体_sf6_泄漏_绝缘油,241,S0242,242_气体_sf6_泄漏_绝缘油,False,,完成清单初筛；保留原类及自动标签,2235,1479,755,1
243,T0243,243_organic semiconductors_organic electronics_organic semiconductor_semiconductors,242,S0243,243_organic semiconductors_organic electronics_organic semiconductor_semiconductors,False,,完成清单初筛；保留原类及自动标签,6202,6192,10,0
244,T0244,244_fe ii_iron_fe iii_ferrihydrite,243,S0244,244_fe ii_iron_fe iii_ferrihydrite,False,,完成清单初筛；保留原类及自动标签,8390,8367,23,0
245,T0245,245_plastic waste_plastic_plastics_waste plastics,244,S0245,245_plastic waste_plastic_plastics_waste plastics,False,,完成清单初筛；保留原类及自动标签,5499,5490,9,0
246,T0246,246_电动机_转子_电机_定子,245,S0246,246_电动机_转子_电机_定子,False,,完成清单初筛；保留原类及自动标签,1354,147,1207,0
247,T0247,247_porous carbon_hierarchical porous_supercapacitors_porous carbons,246,S0247,247_porous carbon_hierarchical porous_supercapacitors_porous carbons,False,,完成清单初筛；保留原类及自动标签,5659,5654,5,0
248,T0248,248_优化_调度_求解_优化 调度,247,S0248,248_优化_调度_求解_优化 调度,False,,已抽样复核；保留原类；名称仍为自动标签,1602,603,999,0
249,T0249,249_lini0_lini_mn0_电化学 性能,248,S0249,249_lini0_lini_mn0_电化学 性能,False,,完成清单初筛；保留原类及自动标签,5669,5625,44,0
250,T0250,250_事故_应急_防汛_必须,249,S0250,250_事故_应急_防汛_必须,False,,完成清单初筛；保留原类及自动标签,247,110,1,136
251,T0251,251_ga2o3_ferroelectric_fe2o3_ga2o3 films,250,S0251,251_ga2o3_ferroelectric_fe2o3_ga2o3 films,False,,完成清单初筛；保留原类及自动标签,4236,4235,1,0
252,T0252,252_换热_导热_电池 单元_散热,251,S0252,252_换热_导热_电池 单元_散热,False,,已抽样复核；保留原类；名称仍为自动标签,1503,17,1486,0
253,T0253,253_evs_charging stations_ev charging_charging,252,S0253,253_evs_charging stations_ev charging_charging,False,,已抽样复核；保留原类；名称仍为自动标签,5224,5189,35,0
254,T0254,254_temperature prediction_district heating_district_cooling load,253,S0254,254_temperature prediction_district heating_district_cooling load,False,,完成清单初筛；保留原类及自动标签,4926,4553,373,0
255,T0255,255_cu_electroreduction_rr_faradaic efficiency,254,S0255,255_cu_electroreduction_rr_faradaic efficiency,False,,完成清单初筛；保留原类及自动标签,7007,7004,3,0
256,T0256,256_hydrogenase_fefe_hydrogenases_fefe hydrogenase,255,S0256,256_hydrogenase_fefe_hydrogenases_fefe hydrogenase,False,,完成清单初筛；保留原类及自动标签,8971,8970,1,0
257,T0257,257_li o2_o2 batteries_li2o2_lithium oxygen,256,S0257,257_li o2_o2 batteries_li2o2_lithium oxygen,False,,完成清单初筛；保留原类及自动标签,5954,5944,10,0
258,T0258,258_znse_zns_znte_zn2,257,S0258,258_znse_zns_znte_zn2,False,,完成清单初筛；保留原类及自动标签,7259,7258,1,0
259,T0259,259_membrane fuel_proton exchange_exchange membrane_anion exchange,258,S0259,259_membrane fuel_proton exchange_exchange membrane_anion exchange,False,,已抽样复核；保留原类；名称仍为自动标签,3779,3771,8,0
260,T0260,260_能源 系统_综合 能源_能源 调度_调度,259,S0260,260_能源 系统_综合 能源_能源 调度_调度,False,,完成清单初筛；保留原类及自动标签,2295,1195,1100,0
261,T0261,261_uranium_uranium vi_uranium extraction_uranyl,260,S0261,261_uranium_uranium vi_uranium extraction_uranyl,False,,完成清单初筛；保留原类及自动标签,4269,4254,15,0
262,T0262,262_检测 电路_电流_检测_电流 检测,261,S0262,262_检测 电路_电流_检测_电流 检测,False,,已抽样复核；保留原类；名称仍为自动标签,2023,535,1488,0
263,T0263,263_故障_电流_穿越_无功,262,S0263,263_故障_电流_穿越_无功,False,,完成清单初筛；保留原类及自动标签,1574,291,1283,0
264,T0264,264_盖板_电池 单体_单体_单体 电池,263,S0264,264_盖板_电池 单体_单体_单体 电池,False,,已抽样复核；保留原类；名称仍为自动标签,2617,9,2608,0
265,T0265,265_carbon nanotubes_doped carbon_carbon nanofibers_nitrogen doped,264,S0265,265_carbon nanotubes_doped carbon_carbon nanofibers_nitrogen doped,False,,完成清单初筛；保留原类及自动标签,6910,6907,3,0
266,T0266,266_ecological_biodiversity_sustainability_ecological footprint,265,S0266,266_ecological_biodiversity_sustainability_ecological footprint,False,,完成清单初筛；保留原类及自动标签,10542,10539,3,0
267,T0267,267_molten salt_molten_salt_molten salts,266,S0267,267_molten salt_molten_salt_molten salts,False,,完成清单初筛；保留原类及自动标签,2998,2930,68,0
268,T0268,268_supercapacitor_supercapacitor electrodes_supercapacitor electrode_supercapacitors,267,S0268,268_supercapacitor_supercapacitor electrodes_supercapacitor electrode_supercapacitors,False,,已抽样复核；保留原类；名称仍为自动标签,6947,6947,0,0
269,T0269,269_clutch_pendulum_vibration_motion,268,S0269,269_clutch_pendulum_vibration_motion,False,,完成清单初筛；保留原类及自动标签,5458,5441,17,0
270,T0270,270_perovskites_halide_halide perovskites_halide perovskite,269,S0270,270_perovskites_halide_halide perovskites_halide perovskite,False,,完成清单初筛；保留原类及自动标签,15454,15454,0,0
271,T0271,271_液冷_水泵_水冷_连通,270,S0271,271_液冷_水泵_水冷_连通,False,,完成清单初筛；保留原类及自动标签,1622,67,1555,0
272,T0272,272_carbazole_fluorene_phosphorescent_oxadiazole,271,S0272,272_carbazole_fluorene_phosphorescent_oxadiazole,False,,完成清单初筛；保留原类及自动标签,7127,7125,2,0
273,T0273,273_propulsion_electric propulsion_aircraft_rocket,272,S0273,273_propulsion_electric propulsion_aircraft_rocket,False,,完成清单初筛；保留原类及自动标签,4602,4585,17,0
274,T0274,274_biogas_biogas production_digestion_cow,273,S0274,274_biogas_biogas production_digestion_cow,False,,已抽样复核；保留原类；名称仍为自动标签,8698,8689,9,0
275,T0275,275_安徽省_村级 电站_村级_电站,274,S0275,275_安徽省_村级 电站_村级_电站,False,,完成清单初筛；保留原类及自动标签,220,85,0,135
276,T0276,276_同步电机_永磁 同步电机_永磁_转矩,275,S0276,276_同步电机_永磁 同步电机_永磁_转矩,False,,完成清单初筛；保留原类及自动标签,1478,454,1024,0
277,T0277,277_电缆_线缆_护套_电力电缆,276,S0277,277_电缆_线缆_护套_电力电缆,False,,完成清单初筛；保留原类及自动标签,3215,140,3075,0
278,T0278,278_load frequency_frequency control_interconnected power_area power,277,S0278,278_load frequency_frequency control_interconnected power_area power,False,,完成清单初筛；保留原类及自动标签,6008,6003,5,0
279,T0279,279_lithium batteries_state lithium_lithium ion_lithium sulfur,278,S0279,279_lithium batteries_state lithium_lithium ion_lithium sulfur,False,,完成清单初筛；保留原类及自动标签,15226,15221,5,0
280,T0280,280_m6a_rna_mrna_mir,279,S0280,280_m6a_rna_mrna_mir,False,,完成清单初筛；保留原类及自动标签,6568,6566,2,0
281,T0281,281_oxygen evolution_efficient oxygen_oxygen reduction_reduction reaction,280,S0281,析氧反应（OER）及双功能氧电催化剂,True,SYN004,经抽样语义复核合并；含边界噪声,6188,6185,3,0
282,T0282,282_光伏 支架_光伏 组件_支架_边框,281,S0282,282_光伏 支架_光伏 组件_支架_边框,False,,完成清单初筛；保留原类及自动标签,1924,1,1923,0
283,T0283,283_风电 机组_风力_偏航_pitch control,282,S0283,283_风电 机组_风力_偏航_pitch control,False,,完成清单初筛；保留原类及自动标签,2860,1797,1063,0
284,T0284,284_铁芯_定子 铁芯_定子_冲片,283,S0284,284_铁芯_定子 铁芯_定子_冲片,False,,完成清单初筛；保留原类及自动标签,1006,28,978,0
285,T0285,285_voltage transformer_voltage divider_divider_high voltage,284,S0285,285_voltage transformer_voltage divider_divider_high voltage,False,,完成清单初筛；保留原类及自动标签,6707,6686,21,0
286,T0286,286_arc_arcing_arcs_arc flash,285,S0286,286_arc_arcing_arcs_arc flash,False,,完成清单初筛；保留原类及自动标签,3045,3045,0,0
287,T0287,287_齐全_信用_监管_满足 设计,286,S0287,287_齐全_信用_监管_满足 设计,False,,完成清单初筛；保留原类及自动标签,409,269,0,140
288,T0288,288_heat flux_electron temperature_divertor_heat load,287,S0288,288_heat flux_electron temperature_divertor_heat load,False,,完成清单初筛；保留原类及自动标签,6594,6578,16,0
289,T0289,289_pt_pt/c_platinum_orr,288,S0289,289_pt_pt/c_platinum_orr,False,,完成清单初筛；保留原类及自动标签,6929,6907,22,0
290,T0290,290_cladding_reactor_burnup_water reactor,289,S0290,290_cladding_reactor_burnup_water reactor,False,,完成清单初筛；保留原类及自动标签,3420,3365,53,2
291,T0291,291_锂电池_充电 锂电池_化成_电解液,290,S0291,291_锂电池_充电 锂电池_化成_电解液,False,,完成清单初筛；保留原类及自动标签,1688,928,760,0
292,T0292,292_ga2o3_cu2znsns4_films grown_films,291,S0292,292_ga2o3_cu2znsns4_films grown_films,False,,完成清单初筛；保留原类及自动标签,6292,6292,0,0
293,T0293,293_iron oxide_oxide nanoparticles_superparamagnetic_fe3o4,292,S0293,293_iron oxide_oxide nanoparticles_superparamagnetic_fe3o4,False,,完成清单初筛；保留原类及自动标签,10380,10363,17,0
294,T0294,294_车用 液化_液化 石油气_石油气_本市 车用,293,S0294,294_车用 液化_液化 石油气_石油气_本市 车用,False,,完成清单初筛；保留原类及自动标签,98,18,0,80
295,T0295,295_gps_rtk_jt/t_positioning,294,S0295,295_gps_rtk_jt/t_positioning,False,,完成清单初筛；保留原类及自动标签,4317,4302,14,1
296,T0296,296_bess_battery energy_battery storage_second life,295,S0296,296_bess_battery energy_battery storage_second life,False,,完成清单初筛；保留原类及自动标签,6249,6204,44,1
297,T0297,297_均衡_电池 管理_电池 管理系统_电池 系统,296,S0297,297_均衡_电池 管理_电池 管理系统_电池 系统,False,,已抽样复核；保留原类；名称仍为自动标签,2081,388,1693,0
298,T0298,298_films_deposited_film thickness_glass substrates,297,S0298,298_films_deposited_film thickness_glass substrates,False,,完成清单初筛；保留原类及自动标签,8430,8422,8,0
299,T0299,299_gas storage_gas liquid_gasifier_natural gas,298,S0299,299_gas storage_gas liquid_gasifier_natural gas,False,,完成清单初筛；保留原类及自动标签,5333,5236,97,0
300,T0300,300_hybrid energy_caes_air energy_storage systems,299,S0300,300_hybrid energy_caes_air energy_storage systems,False,,完成清单初筛；保留原类及自动标签,6602,6551,51,0
301,T0301,301_spent lithium_lithium recovery_lithium extraction_spent,300,S0301,301_spent lithium_lithium recovery_lithium extraction_spent,False,,完成清单初筛；保留原类及自动标签,6323,6318,5,0
302,T0302,302_mhd_pedestal_elm_elms,301,S0302,302_mhd_pedestal_elm_elms,False,,完成清单初筛；保留原类及自动标签,4657,4657,0,0
303,T0303,303_异常_电力设备_识别_特征,302,S0303,303_异常_电力设备_识别_特征,False,,完成清单初筛；保留原类及自动标签,1788,246,1542,0
304,T0304,304_anthropocene_civilisation_civilisations_planet,303,S0304,304_anthropocene_civilisation_civilisations_planet,False,,完成清单初筛；保留原类及自动标签,7278,7277,1,0
305,T0305,305_silicon_implantation_implanted_wafers,304,S0305,305_silicon_implantation_implanted_wafers,False,,完成清单初筛；保留原类及自动标签,6522,6519,3,0
306,T0306,306_integrated energy_multi energy_energy hub_energy systems,305,S0306,306_integrated energy_multi energy_energy hub_energy systems,False,,完成清单初筛；保留原类及自动标签,7819,7818,1,0
307,T0307,307_lens_fresnel_lenses_fresnel lens,306,S0307,307_lens_fresnel_lenses_fresnel lens,False,,完成清单初筛；保留原类及自动标签,5720,5636,84,0
308,T0308,308_titanium dioxide_self cleaning_photocatalytic degradation_tio2,307,S0308,308_titanium dioxide_self cleaning_photocatalytic degradation_tio2,False,,已抽样复核；保留原类；名称仍为自动标签,8731,8731,0,0
309,T0309,309_检测 装置_传感器_检测_监测 装置,308,S0309,309_检测 装置_传感器_检测_监测 装置,False,,完成清单初筛；保留原类及自动标签,1502,29,1473,0
310,T0310,310_buck_inrush_buck converter_transformer,309,S0310,310_buck_inrush_buck converter_transformer,False,,完成清单初筛；保留原类及自动标签,6614,6600,14,0
311,T0311,311_heat transfer_convection_natural convection_nusselt,310,S0311,311_heat transfer_convection_natural convection_nusselt,False,,完成清单初筛；保留原类及自动标签,6522,6516,6,0
312,T0312,312_fpga_processor_dsp_serial,311,S0312,312_fpga_processor_dsp_serial,False,,完成清单初筛；保留原类及自动标签,7643,7562,81,0
313,T0313,313_车辆_电动 车辆_电动机_驱动,312,S0313,313_车辆_电动 车辆_电动机_驱动,False,,完成清单初筛；保留原类及自动标签,1715,380,1335,0
314,T0314,314_cuinse2_czts_cigs_cu,313,S0314,314_cuinse2_czts_cigs_cu,False,,完成清单初筛；保留原类及自动标签,6382,6379,3,0
315,T0315,315_esd_igbt_esd protection_gate driver,314,S0315,315_esd_igbt_esd protection_gate driver,False,,完成清单初筛；保留原类及自动标签,6888,6810,78,0
316,T0316,316_jpg_south carolina_stahlbau_və,315,S0316,316_jpg_south carolina_stahlbau_və,False,,完成清单初筛；保留原类及自动标签,7335,7335,0,0
317,T0317,317_harvester_energy harvester_piezoelectric_vibration energy,316,S0317,317_harvester_energy harvester_piezoelectric_vibration energy,False,,完成清单初筛；保留原类及自动标签,2726,2713,13,0
318,T0318,318_磷酸_前驱_锰铁_磷酸 锰铁,317,S0318,318_磷酸_前驱_锰铁_磷酸 锰铁,False,,完成清单初筛；保留原类及自动标签,1542,130,1412,0
319,T0319,319_china_energy security_energy cooperation_asia,318,S0319,319_china_energy security_energy cooperation_asia,False,,完成清单初筛；保留原类及自动标签,6204,6202,0,2
320,T0320,320_fuels_alternative fuels_exergy_combustion,319,S0320,320_fuels_alternative fuels_exergy_combustion,False,,完成清单初筛；保留原类及自动标签,5883,5870,10,3
321,T0321,321_co2 capture_co2 adsorption_zeolites_zeolite,320,S0321,321_co2 capture_co2 adsorption_zeolites_zeolite,False,,完成清单初筛；保留原类及自动标签,5689,5689,0,0
322,T0322,322_谐波_频率_信号_行波,321,S0322,322_谐波_频率_信号_行波,False,,完成清单初筛；保留原类及自动标签,1803,593,1210,0
323,T0323,323_plasmas_plasma_tokamak_divertor,322,S0323,323_plasmas_plasma_tokamak_divertor,False,,已抽样复核；保留原类；名称仍为自动标签,9465,9465,0,0
324,T0324,324_carbon capture_ccs_capture_ccus,323,S0324,324_carbon capture_ccs_capture_ccus,False,,已抽样复核；保留原类；名称仍为自动标签,7306,7273,32,1
325,T0325,325_漂浮_海上_波浪_系泊,324,S0325,325_漂浮_海上_波浪_系泊,False,,完成清单初筛；保留原类及自动标签,1301,480,821,0
326,T0326,326_photocurrent_photoinduced_photoelectrochemical_charge separation,325,S0326,326_photocurrent_photoinduced_photoelectrochemical_charge separation,False,,完成清单初筛；保留原类及自动标签,9000,8999,1,0
327,T0327,327_电解质_固态 电解质_固态_电解液,326,S0327,327_电解质_固态 电解质_固态_电解液,False,,完成清单初筛；保留原类及自动标签,1373,165,1208,0
328,T0328,328_forest_forestry_forest management_forests,327,S0328,328_forest_forestry_forest management_forests,False,,完成清单初筛；保留原类及自动标签,10934,10929,4,1
329,T0329,329_nanowires_boron nitride_nitride nanotubes_nanocrystals,328,S0329,329_nanowires_boron nitride_nitride nanotubes_nanocrystals,False,,完成清单初筛；保留原类及自动标签,8518,8501,17,0
330,T0330,330_灭火_烟气_燃烧室_燃烧器,329,S0330,330_灭火_烟气_燃烧室_燃烧器,False,,完成清单初筛；保留原类及自动标签,1024,214,810,0
331,T0331,331_appliances_home energy_hvac_home,330,S0331,331_appliances_home energy_hvac_home,False,,完成清单初筛；保留原类及自动标签,3953,3930,23,0
332,T0332,332_time series_forecasting_series forecasting_load forecasting,331,S0332,332_time series_forecasting_series forecasting_load forecasting,False,,完成清单初筛；保留原类及自动标签,7389,7365,24,0
333,T0333,333_collector_solar collector_flat plate_solar air,332,S0333,333_collector_solar collector_flat plate_solar air,False,,已抽样复核；保留原类；名称仍为自动标签,9065,9055,10,0
334,T0334,334_燃料电池_燃料电池 系统_燃料_空气,333,S0334,334_燃料电池_燃料电池 系统_燃料_空气,False,,已抽样复核；保留原类；名称仍为自动标签,1103,144,959,0
335,T0335,335_desalination_evaporation_solar desalination_evaporator,334,S0335,335_desalination_evaporation_solar desalination_evaporator,False,,完成清单初筛；保留原类及自动标签,8382,8342,40,0
336,T0336,336_海口_海南_三亚_考核,335,S0336,336_海口_海南_三亚_考核,False,,完成清单初筛；保留原类及自动标签,173,31,0,142
337,T0337,337_clock_pll_jitter_fpga,336,S0337,337_clock_pll_jitter_fpga,False,,完成清单初筛；保留原类及自动标签,6080,6005,75,0
338,T0338,338_gas separation_hollow fiber_mixed matrix_co2 separation,337,S0338,338_gas separation_hollow fiber_mixed matrix_co2 separation,False,,完成清单初筛；保留原类及自动标签,4357,4353,4,0
339,T0339,339_beam_beams_linac_accelerator,338,S0339,339_beam_beams_linac_accelerator,False,,完成清单初筛；保留原类及自动标签,5183,5180,3,0
340,T0340,340_电子设备_芯片_电路_显示装置,339,S0340,340_电子设备_芯片_电路_显示装置,False,,完成清单初筛；保留原类及自动标签,1482,454,1028,0
341,T0341,341_负极_负极 活性_负极 材料_活性 材料,340,S0341,341_负极_负极 活性_负极 材料_活性 材料,False,,已抽样复核；保留原类；名称仍为自动标签,941,8,933,0
342,T0342,342_solar tracking_solar tracker_tracker_solar panel,341,S0342,342_solar tracking_solar tracker_tracker_solar panel,False,,完成清单初筛；保留原类及自动标签,3718,2959,759,0
343,T0343,343_refrigeration_refrigerants_absorption refrigeration_refrigerant,342,S0343,343_refrigeration_refrigerants_absorption refrigeration_refrigerant,False,,完成清单初筛；保留原类及自动标签,4124,4124,0,0
344,T0344,344_ore_ores_rare earth_beneficiation,343,S0344,344_ore_ores_rare earth_beneficiation,False,,完成清单初筛；保留原类及自动标签,3846,3846,0,0
345,T0345,345_nanocrystals_nanowires_colloidal_nanostructures,344,S0345,345_nanocrystals_nanowires_colloidal_nanostructures,False,,完成清单初筛；保留原类及自动标签,8337,8282,55,0
346,T0346,346_moiré_der waals_waals_van der,345,S0346,346_moiré_der waals_waals_van der,False,,完成清单初筛；保留原类及自动标签,7413,7410,3,0
347,T0347,347_activated carbon_activated carbons_biochar_carbonization,346,S0347,347_activated carbon_activated carbons_biochar_carbonization,False,,已抽样复核；保留原类；名称仍为自动标签,5880,5862,18,0
348,T0348,348_charge estimation_ion battery_lithium ion_lithium plating,347,S0348,348_charge estimation_ion battery_lithium ion_lithium plating,False,,已抽样复核；保留原类；名称仍为自动标签,6929,6924,5,0
349,T0349,349_蓄电_盖板_蓄电 装置_端盖,348,S0349,349_蓄电_盖板_蓄电 装置_端盖,False,,完成清单初筛；保留原类及自动标签,1199,9,1190,0
350,T0350,350_ppv_polymers_conjugated_conjugated polymers,349,S0350,350_ppv_polymers_conjugated_conjugated polymers,False,,已抽样复核；保留原类；名称仍为自动标签,7814,7806,8,0
351,T0351,351_redox flow_flow batteries_flow battery_vanadium redox,350,S0351,351_redox flow_flow batteries_flow battery_vanadium redox,False,,完成清单初筛；保留原类及自动标签,4013,4007,6,0
352,T0352,352_oecd_europejskiej_eu_united kingdom,351,S0352,352_oecd_europejskiej_eu_united kingdom,False,,完成清单初筛；保留原类及自动标签,7944,7944,0,0
353,T0353,353_privacy_smart grid_blockchain_privacy preserving,352,S0353,353_privacy_smart grid_blockchain_privacy preserving,False,,完成清单初筛；保留原类及自动标签,4850,4742,108,0
354,T0354,354_mos2_mos_monolayer mos2_molybdenum disulfide,353,S0354,354_mos2_mos_monolayer mos2_molybdenum disulfide,False,,完成清单初筛；保留原类及自动标签,7954,7943,11,0
355,T0355,355_gas market_russian gas_gazprom_russian,354,S0355,355_gas market_russian gas_gazprom_russian,False,,完成清单初筛；保留原类及自动标签,5578,5578,0,0
356,T0356,356_监测_巡检_图像_摄像头,355,S0356,356_监测_巡检_图像_摄像头,False,,完成清单初筛；保留原类及自动标签,1565,489,1076,0
357,T0357,357_parameter estimation_estimation_state estimation_phasor,356,S0357,357_parameter estimation_estimation_state estimation_phasor,False,,完成清单初筛；保留原类及自动标签,5391,5338,53,0
358,T0358,358_煤电_煤电 机组_燃煤_煤层气,357,S0358,358_煤电_煤电 机组_燃煤_煤层气,False,,完成清单初筛；保留原类及自动标签,224,83,0,141
359,T0359,359_electricity generation_energi_fossil_enerji,358,S0359,359_electricity generation_energi_fossil_enerji,False,,完成清单初筛；保留原类及自动标签,6769,6755,3,11
360,T0360,360_sensitized solar_dye sensitized_sensitized_dsscs,359,S0360,360_sensitized solar_dye sensitized_sensitized_dsscs,False,,已抽样复核；保留原类；名称仍为自动标签,7980,7978,2,0
361,T0361,361_学习_知识_强化 学习_智能,360,S0361,361_学习_知识_强化 学习_智能,False,,完成清单初筛；保留原类及自动标签,2433,984,1449,0
362,T0362,362_concrete_pcm_change materials_phase change,361,S0362,362_concrete_pcm_change materials_phase change,False,,完成清单初筛；保留原类及自动标签,3267,3256,11,0
363,T0363,363_hydrogen evolution_efficient hydrogen_evolution reaction_electrocatalytic hydrogen,362,S0363,363_hydrogen evolution_efficient hydrogen_evolution reaction_electrocatalytic hydrogen,False,,已抽样复核；保留原类；名称仍为自动标签,5705,5705,0,0
364,T0364,364_供水 供电_供电 供气_供水_收费,363,S0364,364_供水 供电_供电 供气_供水_收费,False,,完成清单初筛；保留原类及自动标签,252,147,0,105
365,T0365,365_负极 材料_多孔_复合材料_负极,364,S0365,365_负极 材料_多孔_复合材料_负极,False,,已抽样复核；保留原类；名称仍为自动标签,888,109,779,0
366,T0366,366_镜头_驱动_移动_摄像,365,S0366,366_镜头_驱动_移动_摄像,False,,完成清单初筛；保留原类及自动标签,1138,197,941,0
367,T0367,367_image_segmentation_images_reconstruction,366,S0367,367_image_segmentation_images_reconstruction,False,,完成清单初筛；保留原类及自动标签,4891,4882,9,0
368,T0368,368_welding_welding machine_belt_valve,367,S0368,368_welding_welding machine_belt_valve,False,,完成清单初筛；保留原类及自动标签,3691,3687,4,0
369,T0369,369_junction temperature_self heating_thermal resistance_junction,368,S0369,369_junction temperature_self heating_thermal resistance_junction,False,,完成清单初筛；保留原类及自动标签,4890,4873,17,0
370,T0370,370_implantable_antenna_rfid_implant,369,S0370,370_implantable_antenna_rfid_implant,False,,完成清单初筛；保留原类及自动标签,2483,2012,471,0
371,T0371,371_composite phase_phase change_change materials_change material,370,S0371,371_composite phase_phase change_change materials_change material,False,,完成清单初筛；保留原类及自动标签,7367,7366,1,0
372,T0372,372_sulfuric_sulfuric acid_sulfate_sulfite,371,S0372,372_sulfuric_sulfuric acid_sulfate_sulfite,False,,完成清单初筛；保留原类及自动标签,6413,6410,3,0
373,T0373,373_foi_foram_com_como,372,S0373,373_foi_foram_com_como,False,,完成清单初筛；保留原类及自动标签,4049,4040,9,0
374,T0374,374_rechargeable_mah_energy density_capacity retention,373,S0374,374_rechargeable_mah_energy density_capacity retention,False,,完成清单初筛；保留原类及自动标签,7554,7538,16,0
375,T0375,375_soc_soh_soc estimation_battery state,374,S0375,375_soc_soh_soc estimation_battery state,False,,已抽样复核；保留原类；名称仍为自动标签,4858,4162,696,0
376,T0376,376_solar radiation_global solar_irradiance_sunshine,159,S0159,太阳辐射与辐照度建模估算,True,SYN003,经抽样语义复核合并；含边界噪声,8085,8085,0,0
377,T0377,377_electrical energy_energii_stirling_energi,375,S0377,377_electrical energy_energii_stirling_energi,False,,完成清单初筛；保留原类及自动标签,5046,4948,98,0
378,T0378,378_upfc_voltage control_reactive power_voltage regulator,376,S0378,378_upfc_voltage control_reactive power_voltage regulator,False,,完成清单初筛；保留原类及自动标签,4989,4698,291,0
379,T0379,379_锂电池_电池 模组_模组_箱体,377,S0379,379_锂电池_电池 模组_模组_箱体,False,,完成清单初筛；保留原类及自动标签,1735,4,1731,0
380,T0380,380_permanent magnet_magnet synchronous_pmsm_permanent,378,S0380,380_permanent magnet_magnet synchronous_pmsm_permanent,False,,完成清单初筛；保留原类及自动标签,8382,8365,17,0
381,T0381,381_散热_导热_散热器_加热,379,S0381,电气设备散热与冷却结构,True,SYN005,经抽样语义复核合并；含边界噪声,1398,63,1335,0
382,T0382,382_热泵_换热器_换热_热交换器,380,S0382,382_热泵_换热器_换热_热交换器,False,,完成清单初筛；保留原类及自动标签,2448,267,2181,0
383,T0383,383_nanofluids_nanofluid_hybrid nanofluid_hybrid nanofluids,381,S0383,383_nanofluids_nanofluid_hybrid nanofluid_hybrid nanofluids,False,,完成清单初筛；保留原类及自动标签,6814,6808,6,0
384,T0384,384_perovskite solar_perovskite_hole transporting_ch3nh3pbi3,382,S0384,384_perovskite solar_perovskite_hole transporting_ch3nh3pbi3,False,,已抽样复核；保留原类；名称仍为自动标签,5860,5860,0,0
385,T0385,385_boiler_steam turbine_steam_boilers,383,S0385,385_boiler_steam turbine_steam_boilers,False,,完成清单初筛；保留原类及自动标签,10110,10093,17,0
386,T0386,386_natural gas_shale gas_lng_shale,384,S0386,386_natural gas_shale gas_lng_shale,False,,完成清单初筛；保留原类及自动标签,8698,8693,1,4
387,T0387,387_制氢_电解槽_制氢 系统_electrolyzer,385,S0387,387_制氢_电解槽_制氢 系统_electrolyzer,False,,完成清单初筛；保留原类及自动标签,1392,992,400,0
388,T0388,388_cnts_carbon nanotubes_nanotubes_cnt,386,S0388,388_cnts_carbon nanotubes_nanotubes_cnt,False,,已抽样复核；保留原类；名称仍为自动标签,8510,8377,133,0
389,T0389,389_transport sector_transportation_public transport_road transport,387,S0389,389_transport sector_transportation_public transport_road transport,False,,完成清单初筛；保留原类及自动标签,5908,5907,1,0
390,T0390,390_conducteur_bobine_première_蓄电,388,S0390,390_conducteur_bobine_première_蓄电,False,,完成清单初筛；保留原类及自动标签,1478,104,1374,0
391,T0391,391_irradiated_irradiation_ion irradiation_radiation damage,389,S0391,391_irradiated_irradiation_ion irradiation_radiation damage,False,,完成清单初筛；保留原类及自动标签,8593,8579,14,0
392,T0392,392_torque control_direct torque_dtc_torque,390,S0392,392_torque control_direct torque_dtc_torque,False,,完成清单初筛；保留原类及自动标签,7911,7895,16,0
393,T0393,393_organic light_oleds_tadf_light emitting,391,S0393,有机发光二极管（OLED）材料与器件性能,True,D002,经抽样语义复核合并；含边界噪声,7591,7579,12,0
394,T0394,394_振动_减振_降噪_振动 电机,392,S0394,394_振动_减振_降噪_振动 电机,False,,完成清单初筛；保留原类及自动标签,982,249,733,0
395,T0395,395_cfd_fluid dynamics_computational fluid_equations,393,S0395,395_cfd_fluid dynamics_computational fluid_equations,False,,完成清单初筛；保留原类及自动标签,5556,5534,22,0
396,T0396,396_开关_转换器_变换器_逆变器,394,S0396,396_开关_转换器_变换器_逆变器,False,,完成清单初筛；保留原类及自动标签,1389,85,1304,0
397,T0397,397_coal fired_fired power_fired_coal,395,S0397,397_coal fired_fired power_fired_coal,False,,完成清单初筛；保留原类及自动标签,4631,4584,47,0
398,T0398,398_tegangan_daya_rugi_beban,396,S0398,398_tegangan_daya_rugi_beban,False,,完成清单初筛；保留原类及自动标签,6503,6461,40,2
399,T0399,399_conformation_chains_oligomers_conformational,397,S0399,399_conformation_chains_oligomers_conformational,False,,完成清单初筛；保留原类及自动标签,7542,7537,5,0
400,T0400,400_cleaning_bag_物料_搅拌,398,S0400,400_cleaning_bag_物料_搅拌,False,,完成清单初筛；保留原类及自动标签,1898,1545,353,0
