source_topic_index,source_topic_id,source_label,assigned_documents,category_index,category_id,category_name,mapping_status,quarantine_code
316,M321,溶剂萃取与化学分离,12010,316,C0317,溶剂萃取与化学分离,active,
317,M322,时钟同步与时延建模,9040,317,C0318,时钟同步与时延建模,active,
318,M323,等离子体动力学与磁约束,12382,318,C0319,等离子体动力学与磁约束,active,
319,M324,二氧化碳捕集材料与工艺,10508,319,C0320,二氧化碳捕集材料与工艺,active,
320,M325,海上风电平台与波浪能装置,3640,320,C0321,海上风电平台与波浪能装置,active,
321,M327,硫化物固态电解质与锂硫材料混合,1312,321,C0322,硫化物固态电解质与锂硫材料混合,active,
322,M328,林业经营与森林资源利用,13405,322,C0323,林业经营与森林资源利用,active,
323,M329,多体系纳米结构与复合材料,12869,323,C0324,多体系纳米结构与复合材料,active,
324,M330,锅炉气化与工业余热回收装置,2837,324,C0325,锅炉气化与工业余热回收装置,active,
325,M331,心血管及其他临床医学研究,8159,325,C0326,心血管及其他临床医学研究,active,
326,M332,风速与风电出力预测,6143,326,C0327,风速与风电出力预测,active,
327,M333,太阳能集热器与光热利用,13971,327,C0328,太阳能集热器与光热利用,active,
328,M334,电机驱动与机械传动装置,2639,328,C0329,电机驱动与机械传动装置,active,
329,M335,太阳能界面蒸发与海水淡化,11270,329,C0330,太阳能界面蒸发与海水淡化,active,
330,M336,能效标识与多类财税结算政策混合,385,330,C0331,能效标识与多类财税结算政策混合,active,
331,M337,可编程芯片与实时硬件实现,8577,331,C0332,可编程芯片与实时硬件实现,active,
332,M338,网格数值计算与跨领域仿真混合,9398,332,C0333,网格数值计算与跨领域仿真混合,active,
333,M339,钴基氧化物电催化与储能材料,9586,333,C0334,钴基氧化物电催化与储能材料,active,
334,M340,供电连接与电源电路装置,2322,334,C0335,供电连接与电源电路装置,active,
335,M341,硅碳负极材料与制备,3071,335,C0336,硅碳负极材料与制备,active,
336,M342,光伏跟踪与太阳能装置控制,5409,336,C0337,光伏跟踪与太阳能装置控制,active,
337,M343,相变储热材料与传热增强,11745,337,C0338,相变储热材料与传热增强,active,
338,M344,关键矿产供给与采矿资源,10275,338,C0339,关键矿产供给与采矿资源,active,
339,M345,甲醇电氧化与贵金属催化剂,14352,339,C0340,甲醇电氧化与贵金属催化剂,active,
340,M346,层状二维材料电子及声子性质,15760,340,C0341,层状二维材料电子及声子性质,active,
341,M347,生物质热解气化与水热转化,9663,341,C0342,生物质热解气化与水热转化,active,
342,M348,锂电池热行为与安全机制,11803,342,C0343,锂电池热行为与安全机制,active,
343,M349,电池热管理排气与壳体安全装置,1790,343,C0344,电池热管理排气与壳体安全装置,active,
344,M350,共轭高分子与光电复合材料,10495,344,C0345,共轭高分子与光电复合材料,active,
345,M351,离子交换膜传输及电化学应用,8263,345,C0346,离子交换膜传输及电化学应用,active,
346,M352,欧洲能源转型与一般区域政治混合,9789,346,C0347,欧洲能源转型与一般区域政治混合,active,
347,M353,智能电网信息安全与韧性,7783,347,C0348,智能电网信息安全与韧性,active,
348,M354,二硫化钼等二维材料与器件,11392,348,C0349,二硫化钼等二维材料与器件,active,
349,M355,能源地缘政治与一般国际关系混合,15605,349,C0350,能源地缘政治与一般国际关系混合,active,
350,M356,输配电线路视觉巡检与无人机检测,4023,350,C0351,输配电线路视觉巡检与无人机检测,active,
351,M357,机械摩擦传动与力学测量,13037,351,C0352,机械摩擦传动与力学测量,active,
352,M358,能源发展规划与综合指导政策,1440,352,C0353,能源发展规划与综合指导政策,active,
353,M359,可再生能源发展与多技术评价,18807,353,C0354,可再生能源发展与多技术评价,active,
354,M360,染料敏化太阳能电池材料与器件,18402,354,C0355,染料敏化太阳能电池材料与器件,active,
355,M361,电力知识处理与智能决策系统,3934,355,C0356,电力知识处理与智能决策系统,active,
356,M362,水泥混凝土性能与碳化,6615,356,C0357,水泥混凝土性能与碳化,active,
357,M363,非贵金属氧还原电催化材料,13639,357,C0358,非贵金属氧还原电催化材料,active,
358,M364,充电基础设施与公用事业接入政策混合,528,358,C0359,充电基础设施与公用事业接入政策混合,active,
359,M365,多孔碳材料及储能环境应用,9681,359,C0360,多孔碳材料及储能环境应用,active,
360,M366,机械装配传动与电气部件混合,3347,360,C0361,机械装配传动与电气部件混合,active,
361,M367,荧光粉组分调控与发光性质,20258,361,C0362,荧光粉组分调控与发光性质,active,
362,M368,镉基硫族半导体与量子点,9898,362,C0363,镉基硫族半导体与量子点,active,
363,M369,有机场效应晶体管,9261,363,C0364,有机场效应晶体管,active,
364,M370,电力通信与无线传输装置,4344,364,C0365,电力通信与无线传输装置,active,
365,M371,功能纤维复合材料与织物,9030,365,C0366,功能纤维复合材料与织物,active,
366,M372,铁化合物反应与材料应用,13464,366,C0367,铁化合物反应与材料应用,active,
367,M373,铀钍及稀土分离提取,8956,367,C0368,铀钍及稀土分离提取,active,
368,M374,多体系二次电池材料与电解液综述,17643,368,C0369,多体系二次电池材料与电解液综述,active,
369,M375,电池状态测量与诊断装置,3517,369,C0370,电池状态测量与诊断装置,active,
370,M376,太阳辐射测量估算与大气影响,11796,370,C0371,太阳辐射测量估算与大气影响,active,
371,M377,电力节能与新能源应用泛论,9685,371,C0372,电力节能与新能源应用泛论,active,
372,M378,电源变流电路与电压控制装置,4046,372,C0373,电源变流电路与电压控制装置,active,
373,M379,电池包与模组结构装置,4363,373,C0374,电池包与模组结构装置,active,
374,M380,永磁同步电机设计与控制,8518,374,C0375,永磁同步电机设计与控制,active,
375,M381,电气设备散热冷却结构,3212,375,C0376,电气设备散热冷却结构,active,
376,M382,换热器热泵与储热装置混合,3253,376,C0377,换热器热泵与储热装置混合,active,
377,M383,纳米流体传热性质与强化,7502,377,C0378,纳米流体传热性质与强化,active,
378,M385,锅炉蒸汽系统与汽轮机运行,13765,378,C0379,锅炉蒸汽系统与汽轮机运行,active,
379,M386,天然气管网供给与市场治理,8620,379,C0380,天然气管网供给与市场治理,active,
380,M387,光伏发电功率预测方法与装置,2987,380,C0381,光伏发电功率预测方法与装置,active,
381,M388,碳纳米管、纳米纤维与功能复合材料,24173,381,C0382,碳纳米管、纳米纤维与功能复合材料,active,
382,M389,交通运输车辆与燃料效率,11706,382,C0383,交通运输车辆与燃料效率,active,
383,M390,电缆桥架支撑与线束安装,2710,383,C0384,电缆桥架支撑与线束安装,active,
384,M391,辐照材料损伤与稳定性,12273,384,C0385,辐照材料损伤与稳定性,active,
385,M392,感应电机运行控制与性能,17650,385,C0386,感应电机运行控制与性能,active,
386,M393,有机发光二极管与发光材料,13177,386,C0387,有机发光二极管与发光材料,active,
387,M394,风电机组变桨偏航与运行控制,2259,387,C0388,风电机组变桨偏航与运行控制,active,
388,M395,计算流体力学与多相流,10897,388,C0389,计算流体力学与多相流,active,
389,M396,开关谐振及功率调节电路,2859,389,C0390,开关谐振及功率调节电路,active,
390,M397,水力发电与水轮机系统,9100,390,C0391,水力发电与水轮机系统,active,
391,M398,电网电压无功与多目标运行优化,3334,391,C0392,电网电压无功与多目标运行优化,active,
392,M399,配位化学与分子晶体结构,18524,392,C0393,配位化学与分子晶体结构,active,
393,M400,电力负荷需求与电价预测,10024,393,C0394,电力负荷需求与电价预测,active,
394,M401,纳米材料热传导与热管理,8808,394,C0395,纳米材料热传导与热管理,active,
395,M402,转写词与文本质量干扰的跨学科混杂,11038,395,C0396,转写词与文本质量干扰的跨学科混杂,active,
396,M404,风机发电装置与机舱结构,1653,396,C0397,风机发电装置与机舱结构,active,
397,M405,锌锆系及其他无机纳米材料,13986,397,C0398,锌锆系及其他无机纳米材料,active,
398,M406,可见光催化材料与反应,15726,398,C0399,可见光催化材料与反应,active,
399,M407,分类算法与跨领域技术文本混合,9854,399,C0400,分类算法与跨领域技术文本混合,active,
400,M408,期刊会议索引与出版信息,17498,400,C0401,期刊会议索引与出版信息,active,
401,M409,晶格声子热输运与热膨胀,18241,401,C0402,晶格声子热输运与热膨胀,active,
402,M410,汽车技术产品与零部件资讯,10587,402,C0403,汽车技术产品与零部件资讯,active,
403,M411,空调系统与能效控制装置,1823,403,C0404,空调系统与能效控制装置,active,
404,M412,群智能与多目标优化算法,12905,404,C0405,群智能与多目标优化算法,active,
405,M413,结构基础抗震与工程力学,9105,405,C0406,结构基础抗震与工程力学,active,
406,M414,水系锌电池负极及界面稳定,8655,406,C0407,水系锌电池负极及界面稳定,active,
407,M415,配电网重构与优化运行,11748,407,C0408,配电网重构与优化运行,active,
408,M416,氢氦在材料中的扩散与相互作用,14327,408,C0409,氢氦在材料中的扩散与相互作用,active,
409,M417,沸石硅基及多孔材料合成,12772,409,C0410,沸石硅基及多孔材料合成,active,
410,M418,清洗清扫与净化装置混合,1742,410,C0411,清洗清扫与净化装置混合,active,
411,M419,质子交换膜燃料电池运行与建模,9377,411,C0412,质子交换膜燃料电池运行与建模,active,
412,M421,二次电池正极活性材料,2153,412,C0413,二次电池正极活性材料,active,
413,M422,多孔介质两相流与界面润湿,11753,413,C0414,多孔介质两相流与界面润湿,active,
414,M423,林木育种栽培与植物生产,7893,414,C0415,林木育种栽培与植物生产,active,
415,M425,晶体生长结构与性质,12808,415,C0416,晶体生长结构与性质,active,
416,M426,固体氧化物电解池与可逆电化学单元,8704,416,C0417,固体氧化物电解池与可逆电化学单元,active,
417,M427,通用信息管理与软件系统,15366,417,C0418,通用信息管理与软件系统,active,
418,M428,聚合物气凝胶与复合材料,12457,418,C0419,聚合物气凝胶与复合材料,active,
419,M429,碳化硅功率半导体器件,12500,419,C0420,碳化硅功率半导体器件,active,
420,M430,柴油机及多燃料内燃机性能,10802,420,C0421,柴油机及多燃料内燃机性能,active,
421,M431,配电网规划运行与配置方法,2945,421,C0422,配电网规划运行与配置方法,active,
422,M432,气候变化适应与社会经济政策,13409,422,C0423,气候变化适应与社会经济政策,active,
423,M433,硅系半导体加工与材料性质,19179,423,C0424,硅系半导体加工与材料性质,active,
424,M434,巡检机器人与自主移动装置,4837,424,C0425,巡检机器人与自主移动装置,active,
425,M435,太阳能光热及光伏光热系统,12671,425,C0426,太阳能光热及光伏光热系统,active,
426,M436,通用电气工程应用与技术资料,10503,426,C0427,通用电气工程应用与技术资料,active,
427,M439,固废电子废物回收与处置,10519,427,C0428,固废电子废物回收与处置,active,
428,M440,磁性材料与铁氧体磁学,13892,428,C0429,磁性材料与铁氧体磁学,active,
429,M441,电力系统电磁暂态与实时仿真,9599,429,C0430,电力系统电磁暂态与实时仿真,active,
430,M442,电池负极储能材料与储氢材料混合,9390,430,C0431,电池负极储能材料与储氢材料混合,active,
431,M443,电机驱动控制方法与装置,3557,431,C0432,电机驱动控制方法与装置,active,
432,M444,风电功率预测与状态监测混合,1894,432,C0433,风电功率预测与状态监测混合,active,
433,M445,风电光伏项目建设与扶持政策,782,433,C0434,风电光伏项目建设与扶持政策,active,
434,M446,智能电表物联网与用能监测,9392,434,C0435,智能电表物联网与用能监测,active,
435,M447,钠离子电池电极材料,11337,435,C0436,钠离子电池电极材料,active,
436,M448,矿物岩石与黏土性质,13018,436,C0437,矿物岩石与黏土性质,active,
437,M449,电力设备数据诊断与异常检测,3993,437,C0438,电力设备数据诊断与异常检测,active,
438,M450,电气化铁路牵引与供电,9216,438,C0439,电气化铁路牵引与供电,active,
439,M451,铜基硫族薄膜与光伏吸收材料,10514,439,C0440,铜基硫族薄膜与光伏吸收材料,active,
440,M453,二次电池电解液添加剂与配方,3867,440,C0441,二次电池电解液添加剂与配方,active,
441,M454,能源专项监管与企业整改公告,538,441,C0442,能源专项监管与企业整改公告,active,
442,M455,建筑能效与居民供热用能,14418,442,C0443,建筑能效与居民供热用能,active,
443,M456,通用计算硬件接口与电子系统,9748,443,C0444,通用计算硬件接口与电子系统,active,
444,M457,雷电电磁场与天体物理混合,10190,444,C0445,雷电电磁场与天体物理混合,active,
445,M458,电力扰动孤岛及异常识别算法,10590,445,C0446,电力扰动孤岛及异常识别算法,active,
446,M459,电力安全风险与故障预警系统,3207,446,C0447,电力安全风险与故障预警系统,active,
447,M460,水资源调度灌溉与水能利用,12061,447,C0448,水资源调度灌溉与水能利用,active,
448,M461,电池单体壳体与组件结构,3292,448,C0449,电池单体壳体与组件结构,active,
449,M462,液压泵阀与流体传动,12536,449,C0450,液压泵阀与流体传动,active,
450,M463,电力系统暂态电压与稳定性分析,12178,450,C0451,电力系统暂态电压与稳定性分析,active,
451,M464,风光储及混合能源系统配置,11691,451,C0452,风光储及混合能源系统配置,active,
452,M465,电机制造与通用装配装置混合,2232,452,C0453,电机制造与通用装配装置混合,active,
453,M467,木材加工与木质资源利用,10199,453,C0454,木材加工与木质资源利用,active,
454,M468,污染物吸附氧化与分离,12686,454,C0455,污染物吸附氧化与分离,active,
455,M469,电极组件与活性材料加工,2490,455,C0456,电极组件与活性材料加工,active,
456,M470,电网状态估计相量测量与系统分析,9518,456,C0457,电网状态估计相量测量与系统分析,active,
457,M471,气固流动分离与杂项工艺混合,8207,457,C0458,气固流动分离与杂项工艺混合,active,
458,M472,钛合金陶瓷与MAX相材料,13802,458,C0459,钛合金陶瓷与MAX相材料,active,
459,M473,电场空间电荷与界面建模,10769,459,C0460,电场空间电荷与界面建模,active,
460,M474,电催化制氨与氮循环反应,12028,460,C0461,电催化制氨与氮循环反应,active,
461,M475,超导电力装置与故障限流,7935,461,C0462,超导电力装置与故障限流,active,
462,M476,区域供热预测与热系统建模,8736,462,C0463,区域供热预测与热系统建模,active,
463,M477,潜热及热化学储热系统,7724,463,C0464,潜热及热化学储热系统,active,
464,M478,功率因数校正与变流器电流控制,16282,464,C0465,功率因数校正与变流器电流控制,active,
465,M479,新能源汽车产业与推广政策,406,465,C0466,新能源汽车产业与推广政策,active,
466,M480,燃料电池电堆与系统装置,1650,466,C0467,燃料电池电堆与系统装置,active,
467,M481,网络攻击检测与信息安全,10981,467,C0468,网络攻击检测与信息安全,active,
468,M482,燃料电池技术与固体氧化物电池,10275,468,C0469,燃料电池技术与固体氧化物电池,active,
469,M483,电力储能系统集成与运行装置,1709,469,C0470,电力储能系统集成与运行装置,active,
470,M484,风力机叶片塔架与气动结构,2210,470,C0471,风力机叶片塔架与气动结构,active,
471,M485,多电平逆变器拓扑与调制,13900,471,C0472,多电平逆变器拓扑与调制,active,
472,M486,二氧化碳地质封存与驱油,13587,472,C0473,二氧化碳地质封存与驱油,active,
473,M487,焦炭钙基反应与无机工艺材料混合,12492,473,C0474,焦炭钙基反应与无机工艺材料混合,active,
474,M488,钢铁合金腐蚀与耐蚀性能,14630,474,C0475,钢铁合金腐蚀与耐蚀性能,active,
475,M489,工业废水处理与电化学净化,10981,475,C0476,工业废水处理与电化学净化,active,
476,M490,节能审查与碳排放评价政策,612,476,C0477,节能审查与碳排放评价政策,active,
477,M491,抗菌生物医用纳米材料,10637,477,C0478,抗菌生物医用纳米材料,active,
478,M492,电机绕组线圈与电磁部件,2587,478,C0479,电机绕组线圈与电磁部件,active,
479,M493,燃气轮机与航空发动机装置,2200,479,C0480,燃气轮机与航空发动机装置,active,
480,M494,微生物燃料电池与生物产电,9337,480,C0481,微生物燃料电池与生物产电,active,
481,M495,半导体光电探测器,12215,481,C0482,半导体光电探测器,active,
482,M496,电催化氧化还原与催化材料综述,12870,482,C0483,电催化氧化还原与催化材料综述,active,
483,M497,配电系统供电设备与可靠性,14541,483,C0484,配电系统供电设备与可靠性,active,
484,M498,锂钠储能负极纳米材料,9846,484,C0485,锂钠储能负极纳米材料,active,
485,M499,能源发展可及性与能源贫困,18681,485,C0486,能源发展可及性与能源贫困,active,
486,M000.cooling,电池冷却与散热,5409,486,C0487,电池冷却与散热,active,
487,M000.preheating,电池低温预热,175,487,C0488,电池低温预热,active,
488,M003.offshore_economics,海上风电开发与技术经济,337,488,C0489,海上风电开发与技术经济,active,
489,M003.wind_resources,风能资源评估与选址,1906,489,C0490,风能资源评估与选址,active,
490,M007.coating,电池电极涂布与辊压,187,490,C0491,电池电极涂布与辊压,active,
491,M010.biophotolysis,光生物制氢,45,491,C0492,光生物制氢,active,
492,M010.photocatalytic_h2,光催化制氢,12129,492,C0493,光催化制氢,active,
493,M011.dielectric_storage,聚合物介电储能,4,493,C0494,聚合物介电储能,active,
494,M011.electrical_insulation,聚合物电气绝缘,49,494,C0495,聚合物电气绝缘,active,
495,M012.packaging,集成电路与功率模块封装,99,495,C0496,集成电路与功率模块封装,active,
496,M015.algal_biofuel,藻类生物燃料,154,496,C0497,藻类生物燃料,active,
497,M015.sustainability,生物能源生命周期与可持续性,2257,497,C0498,生物能源生命周期与可持续性,active,
498,M016.electromagnetic,电磁能量采集,481,498,C0499,电磁能量采集,active,
499,M016.piezoelectric,压电能量采集,657,499,C0500,压电能量采集,active,
500,M021.electrolyte,钠电池电解液与界面,1714,500,C0501,钠电池电解液与界面,active,
501,M023.tidal,潮汐与潮流能开发,380,501,C0502,潮汐与潮流能开发,active,
502,M027.charger_thermal,充电设施散热,34,502,C0503,充电设施散热,active,
503,M027.grid_impact,电动汽车充电并网影响,587,503,C0504,电动汽车充电并网影响,active,
504,M032.oil_industry,石油产业投资与经营,23,504,C0505,石油产业投资与经营,active,
505,M032.oil_price,石油价格与市场经济,2430,505,C0506,石油价格与市场经济,active,
506,M033.nutrient_recovery,污水污泥营养元素回收,22,506,C0507,污水污泥营养元素回收,active,
507,M033.sludge_dewatering,污泥脱水与调理,160,507,C0508,污泥脱水与调理,active,
508,M034.water_heating,太阳能热水与供热装置,2447,508,C0509,太阳能热水与供热装置,active,
509,M036.co2_photo,光催化二氧化碳还原,4770,509,C0510,光催化二氧化碳还原,active,
510,M040.manufacturing,电池装配工装与制造设备,498,510,C0511,电池装配工装与制造设备,active,
511,M041.wireless_charger,无线充电器与装置,1215,511,C0512,无线充电器与装置,active,
512,M042.gas_hydrate,天然气水合物生成与分解,607,512,C0513,天然气水合物生成与分解,active,
513,M045.coal_gasification,煤气化工艺与反应,1126,513,C0514,煤气化工艺与反应,active,
514,M046.desalination,膜法海水淡化,1645,514,C0515,膜法海水淡化,active,
515,M046.fouling,分离膜污染与清洗,2417,515,C0516,分离膜污染与清洗,active,
516,M047.demand_response,配电网需求响应与柔性调度,676,516,C0517,配电网需求响应与柔性调度,active,
517,M048.binder,电池电极粘结剂,1440,517,C0518,电池电极粘结剂,active,
518,M048.separator,电池隔膜制备与改性,1406,518,C0519,电池隔膜制备与改性,active,
519,M049.gel,凝胶聚合物锂电解质,1044,519,C0520,凝胶聚合物锂电解质,active,
520,M049.solid,固态聚合物锂电解质,1868,520,C0521,固态聚合物锂电解质,active,
521,M053.retail_tariff,销售电价与用户电费政策,83,521,C0522,销售电价与用户电费政策,active,
522,M053.transmission_tariff,输配电价监管政策,55,522,C0523,输配电价监管政策,active,
523,M055.dispatch,储能运行调度与收益,684,523,C0524,储能运行调度与收益,active,
524,M055.sizing,储能容量配置与选址,590,524,C0525,储能容量配置与选址,active,
525,M058.fermentative_h2,厌氧发酵生物制氢,808,525,C0526,厌氧发酵生物制氢,active,
526,M065.carbon_tax,碳税与环境税费,2666,526,C0527,碳税与环境税费,active,
527,M065.subsidy,可再生能源补贴机制,120,527,C0528,可再生能源补贴机制,active,
528,M066.crystallization,钙钛矿吸收层结晶与成膜,501,528,C0529,钙钛矿吸收层结晶与成膜,active,
529,M066.interfaces,钙钛矿电池界面、钝化与传输层,6900,529,C0530,钙钛矿电池界面、钝化与传输层,active,
530,M066.stability,钙钛矿电池稳定性与衰减,282,530,C0531,钙钛矿电池稳定性与衰减,active,
531,M066.tandem,钙钛矿叠层太阳能电池,1746,531,C0532,钙钛矿叠层太阳能电池,active,
532,M068.gan,氮化镓功率与结器件,3162,532,C0533,氮化镓功率与结器件,active,
533,M071.economics,氢能技术经济与生命周期,1447,533,C0534,氢能技术经济与生命周期,active,
534,M078.air,燃料电池供气与空压控制,151,534,C0535,燃料电池供气与空压控制,active,
535,M078.water,燃料电池水管理,361,535,C0536,燃料电池水管理,active,
536,M079.other_pollutants,其他材料光催化污染物降解,24294,536,C0537,其他材料光催化污染物降解,active,
537,M081.communication,智能电网通信架构,803,537,C0538,智能电网通信架构,active,
538,M082.harmonics,配电网谐波与电能质量治理,1173,538,C0539,配电网谐波与电能质量治理,active,
539,M082.voltage_var,配电网电压无功优化,1149,539,C0540,配电网电压无功优化,active,
540,M085.degradation,光伏组件退化与寿命,400,540,C0541,光伏组件退化与寿命,active,
541,M085.fault,光伏组件故障与缺陷检测,1478,541,C0542,光伏组件故障与缺陷检测,active,
542,M086.refueling,加氢站与氢气加注,517,542,C0543,加氢站与氢气加注,active,
543,M087.anaerobic_wastewater,厌氧污水处理反应器,280,543,C0544,厌氧污水处理反应器,active,
544,M089.scheduling,电动汽车有序充放电调度,839,544,C0545,电动汽车有序充放电调度,active,
545,M096.magnet_design,永磁电机磁路与结构设计,233,545,C0546,永磁电机磁路与结构设计,active,
546,M097.building_cooling,建筑冷却与被动降温,106,546,C0547,建筑冷却与被动降温,active,
547,M101.line_fault,输配电线路故障检测与定位,1392,547,C0548,输配电线路故障检测与定位,active,
548,M101.switchgear,开关设备故障检测,372,548,C0549,开关设备故障检测,active,
549,M101.transformer,变压器故障诊断,2108,549,C0550,变压器故障诊断,active,
550,M103.gas_turbine,燃气轮机热力性能,1773,550,C0551,燃气轮机热力性能,active,
551,M104.ems,微电网能量管理与经济调度,2969,551,C0552,微电网能量管理与经济调度,active,
552,M105.adoption,电动汽车推广与购买行为,2028,552,C0553,电动汽车推广与购买行为,active,
553,M105.consumption,电动汽车整车能耗与续航,456,553,C0554,电动汽车整车能耗与续航,active,
554,M108.zinc_air,锌空气电池,1964,554,C0555,锌空气电池,active,
555,M108.zinc_ion,水系锌离子电池,5994,555,C0556,水系锌离子电池,active,
556,M112.pollutants,TiO₂光催化污染物降解,8762,556,C0557,TiO₂光催化污染物降解,active,
557,M113.oil_water,油水分离界面与膜材料,460,557,C0558,油水分离界面与膜材料,active,
558,M113.water_harvesting,大气集水与雾水采集,62,558,C0559,大气集水与雾水采集,active,
559,M114.hydrate,二氧化碳水合物形成与分离,1950,559,C0560,二氧化碳水合物形成与分离,active,
560,M116.compression,蒸汽压缩制冷循环,439,560,C0561,蒸汽压缩制冷循环,active,
561,M116.refrigerants,制冷工质及其热物性,49,561,C0562,制冷工质及其热物性,active,
562,M119.plc,电力线载波通信,750,562,C0563,电力线载波通信,active,
563,M120.wave_energy,波浪能转换装置,3151,563,C0564,波浪能转换装置,active,
564,M124.dry_reforming,二氧化碳干重整制合成气,416,564,C0565,二氧化碳干重整制合成气,active,
565,M124.steam_reforming,蒸汽重整制氢与合成气,881,565,C0566,蒸汽重整制氢与合成气,active,
566,M127.graphene_composite,石墨烯结构复合材料,98,566,C0567,石墨烯结构复合材料,active,
567,M127.graphene_membrane,石墨烯分离膜,2,567,C0568,石墨烯分离膜,active,
568,M128.food_sludge,餐厨垃圾或污泥厌氧消化,2902,568,C0569,餐厨垃圾或污泥厌氧消化,active,
569,M128.manure,畜禽粪便与农业残余厌氧消化,1040,569,C0570,畜禽粪便与农业残余厌氧消化,active,
570,M130.manufacturing,光伏电池与组件制造工艺,814,570,C0571,光伏电池与组件制造工艺,active,
571,M132.emissions_trading,碳排放交易机制,2766,571,C0572,碳排放交易机制,active,
572,M134.connector,电连接器与接线端子,84,572,C0573,电连接器与接线端子,active,
573,M135.market_design,电力市场机制与制度设计,515,573,C0574,电力市场机制与制度设计,active,
574,M135.prosumer,产消者能源交易,967,574,C0575,产消者能源交易,active,
575,M136.alkaline_electrolysis,碱性水电解制氢,1480,575,C0576,碱性水电解制氢,active,
576,M136.pem_electrolysis,质子交换膜水电解制氢,1556,576,C0577,质子交换膜水电解制氢,active,
577,M137.parameters,光伏电池与组件模型参数辨识,515,577,C0578,光伏电池与组件模型参数辨识,active,
578,M141.rotor,电机转子结构与制造,350,578,C0579,电机转子结构与制造,active,
579,M141.stator,电机定子结构与制造,301,579,C0580,电机定子结构与制造,active,
580,M142.droop,微电网下垂控制与功率分配,1001,580,C0581,微电网下垂控制与功率分配,active,
581,M142.islanding,微电网孤岛切换与动态控制,1570,581,C0582,微电网孤岛切换与动态控制,active,
582,M152.sic_ceramic,碳化硅陶瓷结构材料,1245,582,C0583,碳化硅陶瓷结构材料,active,
583,M158.polymer,聚合物有机太阳能电池,5826,583,C0584,聚合物有机太阳能电池,active,
584,M158.printing,有机光伏印刷与规模制造,130,584,C0585,有机光伏印刷与规模制造,active,
585,M158.small_molecule,小分子有机太阳能电池,1163,585,C0586,小分子有机太阳能电池,active,
586,M159.irradiance,太阳辐照度预测估算,3121,586,C0587,太阳辐照度预测估算,active,
587,M164.grounding,电网接地与地网安全,207,587,C0588,电网接地与地网安全,active,
588,M164.lightning,输电线路雷击与防雷,760,588,C0589,输电线路雷击与防雷,active,
589,M166.multijunction,非钙钛矿多结太阳能电池,2129,589,C0590,非钙钛矿多结太阳能电池,active,
590,M169.ecm,电池等效电路与参数辨识,306,590,C0591,电池等效电路与参数辨识,active,
591,M169.soc,电池荷电状态估计,3713,591,C0592,电池荷电状态估计,active,
592,M169.soh_rul,电池健康状态与寿命预测,3714,592,C0593,电池健康状态与寿命预测,active,
593,M171.energy_security,能源安全与转型战略,323,593,C0594,能源安全与转型战略,active,
594,M175.short_circuit,电网短路电流计算,17,594,C0595,电网短路电流计算,active,
595,M182.beam,聚变加热与中性束注入,202,595,C0596,聚变加热与中性束注入,active,
596,M191.charging_forecast,电动汽车充电负荷预测,357,596,C0597,电动汽车充电负荷预测,active,
597,M193.lithium_extraction,锂资源提取与分离,2185,597,C0598,锂资源提取与分离,active,
598,M194.temperature_control,电气设备温度监测与控制,11,598,C0599,电气设备温度监测与控制,active,
599,M196.dac,直接空气捕碳,553,599,C0600,直接空气捕碳,active,
600,M198.copper_thermoelectric,铜基热电材料,536,600,C0601,铜基热电材料,active,
601,M202.triboelectric,摩擦纳米发电机,2009,601,C0602,摩擦纳米发电机,active,
602,M203.pollutants,ZnO光催化污染物降解,2695,602,C0603,ZnO光催化污染物降解,active,
603,M206.aging,电池老化实验与循环寿命,1180,603,C0604,电池老化实验与循环寿命,active,
604,M206.impedance,电池阻抗表征,424,604,C0605,电池阻抗表征,active,
605,M211.exploration,地热资源勘探与储层建模,1522,605,C0606,地热资源勘探与储层建模,active,
606,M211.utilization,地热供热与发电利用,645,606,C0607,地热供热与发电利用,active,
607,M212.isolated,隔离型DC-DC变换器,667,607,C0608,隔离型DC-DC变换器,active,
608,M212.nonisolated,非隔离DC-DC变换器,423,608,C0609,非隔离DC-DC变换器,active,
609,M216.tab_welding,电池极耳焊接,9,609,C0610,电池极耳焊接,active,
610,M217.electrical_safety,电气安全与触电风险,441,610,C0611,电气安全与触电风险,active,
611,M219.international,国际气候协定与治理,371,611,C0612,国际气候协定与治理,active,
612,M221.reliability,电力系统可靠性评估,429,612,C0613,电力系统可靠性评估,active,
613,M222.corona,电晕放电与电晕损耗,846,613,C0614,电晕放电与电晕损耗,active,
614,M222.partial_discharge,电气绝缘局部放电,1808,614,C0615,电气绝缘局部放电,active,
615,M223.interface,锂金属负极界面稳定与枝晶抑制,2474,615,C0616,锂金属负极界面稳定与枝晶抑制,active,
616,M224.ethanol,木质纤维素生物乙醇,122,616,C0617,木质纤维素生物乙醇,active,
617,M224.pretreatment,木质纤维素预处理,171,617,C0618,木质纤维素预处理,active,
618,M226.soil,生物炭土壤改良,527,618,C0619,生物炭土壤改良,active,
619,M226.water,生物炭水污染物去除,7,619,C0620,生物炭水污染物去除,active,
620,M230.industrial_audit,工业能源审计与节能评估,274,620,C0621,工业能源审计与节能评估,active,
621,M236.resonant,谐振与软开关变换器,4795,621,C0622,谐振与软开关变换器,active,
622,M238.supply_chain,氢能供应链与基础设施规划,782,622,C0623,氢能供应链与基础设施规划,active,
