raw_topic_id,cluster,reviewed_name,merged_topic_id,merged_name,domain,status,merged_domain,merged_status,merge_reason
B179,179,离子液体与电解质基础,M179,离子液体与电解质基础,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B180,180,超导与量子材料基础,M180,超导与量子材料基础,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B181,181,电池组结构均衡与供能电路,M181,电池组结构均衡与供能电路,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B182,182,聚变装置与粒子束工程,M182,聚变装置与粒子束工程,核能与等离子体,宽泛待细分,核能与等离子体,宽泛待细分,保留独立类群
B183,183,导航定位与遥感观测,M183,导航定位与遥感观测,数字技术与测量,关联基础研究,数字技术与测量,关联基础研究,保留独立类群
B184,184,通用控制器与电力控制算法,M184,通用控制器与电力控制算法,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B185,185,卤化物钙钛矿结构及光电性质,M185,卤化物钙钛矿结构、光电物性与发光,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇的卤化物钙钛矿低维结构、缺陷调控、光电及发光性质一致。补查簇185正文中的低维材料综述、红光LED晶粒调控，与簇270的低维卤化物缺陷及发光调控相符。材料基础研究与太阳能电池应用簇066/220保留区分；氧化物及电容用途等边界记录保持原归属。
B186,186,风电场运行与功率优化,M186,风电场运行与功率优化,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B187,187,煤热解气化与煤质特性,M187,煤热解气化与煤质特性,化石能源,方向候选,化石能源,方向候选,保留独立类群
B188,188,通用反应分离与气液处理装置,M188,通用反应分离与气液处理装置,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B189,189,欧洲能源转型与能源政策研究,M189,欧洲能源转型与能源政策研究,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B190,190,风力机叶片与气动设计,M190,风力机叶片与气动设计,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B191,191,充电负荷预测与园区用电调配,M191,充电负荷预测与园区用电调配,交通与充电,宽泛待细分,交通与充电,宽泛待细分,保留独立类群
B192,192,固态储氢材料与反应器,M192,固态储氢材料与反应器,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B193,193,含锂化合物与锂金属界面,M193,含锂化合物与锂金属界面,电化学储能,混杂待重分,电化学储能,混杂待重分,保留独立类群
B194,194,多设备温控与智能散热,M194,多设备温控与智能散热,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B195,195,股票价格与通用金融预测,M195,股票价格与通用金融预测,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B196,196,碳捕集封存与碳移除系统,M196,碳捕集封存与碳移除系统,碳与环境,宽泛待细分,碳与环境,宽泛待细分,保留独立类群
B197,197,混合动力与整车能量管理,M197,混合动力与整车能量管理,交通与充电,方向候选,交通与充电,方向候选,保留独立类群
B198,198,铜基热电及功能复合材料,M198,铜基热电及功能复合材料,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B199,199,电池负极活性材料与电池器件,M199,电池负极活性材料与电池器件,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B200,200,交直流供电与储备能源控制,M200,交直流供电与储备能源控制,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B201,201,直流输电保护与故障限流,M201,直流输电保护与故障限流,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B202,202,电化学电极与摩擦电材料混合,M202,电化学电极与摩擦电材料混合,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B203,203,氧化锌复合光催化材料,M203,氧化锌复合光催化材料,能源材料与电化学基础,方向候选,能源材料与电化学基础,方向候选,保留独立类群
B204,204,纳米表征与光学传感材料,M204,纳米表征与光学传感材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B205,205,发电项目电价结算及清单政策,M205,发电项目电价结算及清单政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B206,206,电池测试表征与性能评估,M206,电池测试表征与性能评估,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B207,207,激子量子点与发光机理,M207,激子量子点与发光机理,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B208,208,组件边框与通用结构材料,M208,组件边框与通用结构材料,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B209,209,能源企业组织投资与管理,M209,能源企业组织投资与管理,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B210,210,有机半导体光物理与光电响应,M210,有机半导体光物理与光电响应,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B211,211,地热资源开发与换热,M211,地热资源开发与换热,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B212,212,直流变换器拓扑与设计,M212,直流变换器拓扑与设计,电力电子与电机,方向候选,电力电子与电机,方向候选,保留独立类群
B213,213,等离子体波与高能粒子作用,M213,等离子体波与高能粒子作用,核能与等离子体,方向候选,核能与等离子体,方向候选,保留独立类群
B214,214,电力电缆绝缘与运行诊断,M214,电力电缆绝缘与运行诊断,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B215,215,通信网络路由与拓扑,M215,通信网络路由与拓扑,数字技术与测量,关联基础研究,数字技术与测量,关联基础研究,保留独立类群
B216,216,电池极耳焊接及耳机等混合部件,M216,电池极耳焊接及耳机等混合部件,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B217,217,电力可靠性与电气安全,M217,电力可靠性与电气安全,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B218,218,离子液体萃取与金属分离,M218,离子液体萃取与金属分离,碳与环境,方向候选,碳与环境,方向候选,保留独立类群
B219,219,气候变化治理与国际政策,M219,气候变化治理与国际政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B220,220,钙钛矿光伏结构与器件性能,M066,钙钛矿太阳能电池界面与器件性能,太阳能,宽泛待细分,太阳能,宽泛待细分,两簇的中心、随机和边界样本共同涉及钙钛矿太阳能电池空穴传输层、界面钝化及器件效率。簇220的表面处理与异质结钝化同样属于簇066的主任务，现有证据不支持以结晶/结构两个名称分开。合并保留多个器件子任务的宽泛属性，不并入卤化物钙钛矿基础物性类群。
B221,221,系统可靠性及暂态稳定混合,M221,系统可靠性及暂态稳定混合,电网与电力系统,混杂待重分,电网与电力系统,混杂待重分,保留独立类群
B222,222,局部放电电晕与放电物理,M222,局部放电电晕与放电物理,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B223,223,锂金属沉积与含锂电极材料,M223,锂金属沉积与含锂电极材料,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B224,224,木质纤维素预处理与生化转化,M224,木质纤维素预处理与生化转化,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B225,225,泵水轮机与水力机械流动,M225,泵水轮机与水力机械流动,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B226,226,生物炭制备与环境应用,M226,生物炭制备与环境应用,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B227,227,离子导电及功能聚合物,M227,离子导电及功能聚合物,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B228,228,过硫酸盐活化与高级氧化,M228,过硫酸盐活化与高级氧化,碳与环境,方向候选,碳与环境,方向候选,保留独立类群
B229,229,空调通风与空气处理,M229,空调通风与空气处理,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B230,230,能源审计与综合节能评估,M230,能源审计与综合节能评估,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B231,231,通用安装固定与机电结构,M231,通用安装固定与机电结构,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B232,232,高温钢材蠕变腐蚀与焊接,M232,高温钢材蠕变腐蚀与焊接,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B233,233,专利权利要求格式与杂项器件,M233,专利权利要求格式与杂项器件,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B234,234,多种掺杂氧化物及功能化合物,M234,多种掺杂氧化物及功能化合物,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B235,235,半导体光电化学水分解,M235,半导体光电化学水分解,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B236,236,软开关谐振与交流变换器,M236,软开关谐振与交流变换器,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B237,237,热电发电器件与热设计,M237,热电发电器件与热设计,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B238,238,氢能供给加氢与系统集成,M238,氢能供给加氢与系统集成,氢能与燃料电池,宽泛待细分,氢能与燃料电池,宽泛待细分,保留独立类群
B239,239,分布式光伏部署与技术经济,M239,分布式光伏部署与技术经济,太阳能,宽泛待细分,太阳能,宽泛待细分,保留独立类群
B240,240,农业农村经济与资源发展,M240,农业农村经济与资源发展,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B241,241,高温及绝缘陶瓷制备,M241,高温及绝缘陶瓷制备,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B242,242,薄膜晶体管与有机电子器件,M242,薄膜晶体管与有机电子器件,电力电子与电机,关联基础研究,电力电子与电机,关联基础研究,保留独立类群
B243,243,有机半导体供受体与分子器件材料,M243,有机半导体供受体与分子器件材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B244,244,文摘索引与教学资料记录,M244,文摘索引与教学资料记录,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B245,245,生物油热解与燃料升级,M245,生物油热解与燃料升级,生物质与资源循环,方向候选,生物质与资源循环,方向候选,保留独立类群
B246,246,电驱控制器与机电集成装置,M246,电驱控制器与机电集成装置,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B247,247,碳基超级电容器电极,M247,碳基超级电容器电极,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B248,248,虚拟电厂资源聚合与调度,M248,虚拟电厂资源聚合与调度,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B249,249,镍锰及多种无机功能材料,M249,镍锰及多种无机功能材料,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B250,250,电力安全生产与应急政策,M250,电力安全生产与应急政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B251,251,磁性材料磁路与磁场基础,M251,磁性材料磁路与磁场基础,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B252,252,热力循环余热与联供系统,M252,热力循环余热与联供系统,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B253,253,充电站选址与充电调度,M253,充电站选址与充电调度,交通与充电,方向候选,交通与充电,方向候选,保留独立类群
B254,254,热泵与区域供热供冷,M254,热泵与区域供热供冷,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B255,255,二氧化碳加氢与多类催化反应,M255,二氧化碳加氢与多类催化反应,碳与环境,宽泛待细分,碳与环境,宽泛待细分,保留独立类群
B256,256,电催化析氢与界面调控,M256,电催化析氢与界面调控,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B257,257,锂离子电池电极材料,M257,锂离子电池电极材料,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B258,258,磁电耦合与自旋极化基础,M258,磁电耦合与自旋极化基础,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B259,259,固体氧化物燃料电池,M259,固体氧化物燃料电池,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B260,260,综合能源系统管理与调度,M260,综合能源系统协同管理与优化调度,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,两簇的文献及专利中心共同涉及综合能源系统、多能源互补、需求响应、能量枢纽与多目标调度；簇260两篇文献和簇300中心正文研究任务直接重合。合并为同层的宽泛综合能源系统方向，不再扩并微电网协调、储能控制等其他类群；太阳能烹饪、公交充放电等边界混入仍未逐条修复。
B261,261,锂硫电池正极与多硫化物调控,M261,锂硫电池正极与多硫化物调控,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B262,262,电压电流检测与校验电路,M262,电压电流检测与校验电路,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B263,263,保护电路与开关控制,M263,保护电路与开关控制,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B264,264,电池外壳盖板与封装,M264,电池外壳盖板与封装,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B265,265,碳基氧还原及单原子催化,M265,碳基氧还原及单原子催化,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B266,266,绿色发展可持续性与绿色金融,M266,绿色发展可持续性与绿色金融,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B267,267,覆冰冻结与除冰传热,M267,覆冰冻结与除冰传热,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B268,268,燃料电池质子交换膜,M268,燃料电池质子交换膜,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B269,269,通用数学方程与数值方法,M269,通用数学方程与数值方法,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B270,270,卤化物钙钛矿光电及介电性质,M185,卤化物钙钛矿结构、光电物性与发光,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇的卤化物钙钛矿低维结构、缺陷调控、光电及发光性质一致。补查簇185正文中的低维材料综述、红光LED晶粒调控，与簇270的低维卤化物缺陷及发光调控相符。材料基础研究与太阳能电池应用簇066/220保留区分；氧化物及电容用途等边界记录保持原归属。
B271,271,液冷流体通道与杂项机电装置,M271,液冷流体通道与杂项机电装置,热工与能效,混杂待重分,热工与能效,混杂待重分,保留独立类群
B272,272,有机发光与分子光物理材料,M272,有机发光与分子光物理材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B273,273,翼型螺旋桨与航空气动,M273,翼型螺旋桨与航空气动,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B274,274,沼气及多路线生物燃料,M274,沼气及多路线生物燃料,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B275,275,高分子绝缘与复合材料混合,M275,高分子绝缘与复合材料混合,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B276,276,电机调制谐波与转矩控制,M276,电机调制谐波与转矩控制,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B277,277,电缆结构材料与敷设,M277,电缆结构材料与敷设,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B278,278,风电发电机与并网控制,M278,风电发电机与并网控制,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B279,279,锂离子电池负极材料,M279,锂离子电池负极材料,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B280,280,分子生物学与医学机制,M280,分子生物学与医学机制,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B281,281,整体电催化水分解,M281,整体电催化水分解,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B282,282,光伏支架与组件机械固定,M282,光伏支架与组件机械固定,太阳能,方向候选,太阳能,方向候选,保留独立类群
B283,283,航空器无人机设计与飞控,M283,航空器无人机设计与飞控,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B284,284,电机磁路转子与铁芯设计,M284,电机磁路转子与铁芯设计,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B285,285,金融投资与风险经济,M285,金融投资与风险经济,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B286,286,油路液压与油浸电气装置,M286,油路液压与油浸电气装置,制造与通用装置,混杂待重分,制造与通用装置,混杂待重分,保留独立类群
B287,287,能源标准化许可与专项监管,M287,能源标准化许可与专项监管,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B288,288,热泵换热器与热管理设计,M288,热泵换热器与热管理设计,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B289,289,燃料电池铂基催化剂,M289,燃料电池铂基催化剂,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B290,290,核裂变聚变与核电工程,M290,核裂变聚变与核电工程,核能与等离子体,宽泛待细分,核能与等离子体,宽泛待细分,保留独立类群
B291,291,多体系电池配方与器件,M291,多体系电池配方与器件,电化学储能,混杂待重分,电化学储能,混杂待重分,保留独立类群
B292,292,锌基硫族及氧化物薄膜,M292,锌基硫族及氧化物薄膜,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B293,293,铁氧化物磁性纳米材料,M293,铁氧化物磁性纳米材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B294,294,瓶装液化石油气价格政策,M294,瓶装液化石油气价格政策,能源政策与治理,政策类群,能源政策与治理,政策类群,保留独立类群
B295,295,仿真软件硬件在环与教学平台,M295,仿真软件硬件在环与教学平台,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B296,296,电池系统管理与全寿命利用,M296,电池系统管理与全寿命利用,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B297,297,电池管理与均衡控制,M297,电池管理与均衡控制,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B298,298,光学薄膜与发光表征,M298,光学薄膜与发光表征,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B299,299,供水管网水力状态与节能调度,M299,供水管网水力状态与节能调度,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B300,300,综合能源系统协同调度与优化,M260,综合能源系统协同管理与优化调度,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,两簇的文献及专利中心共同涉及综合能源系统、多能源互补、需求响应、能量枢纽与多目标调度；簇260两篇文献和簇300中心正文研究任务直接重合。合并为同层的宽泛综合能源系统方向，不再扩并微电网协调、储能控制等其他类群；太阳能烹饪、公交充放电等边界混入仍未逐条修复。
B301,301,废旧锂电池回收与材料再生,M301,废旧锂电池回收、分离与材料再生,电化学储能,方向候选,电化学储能,方向候选,簇301文献与簇437专利均以废旧锂电池中锂及过渡金属回收、正负极分离和直接修复为目标；文献的回收综述、拆解过程与专利的浸出和再生工艺属于同一生命周期阶段。来源不同不另列方向；不并入一般有价金属浸出簇057或原生电极材料制备簇174。
B302,302,场效应晶体管结构与建模,M302,场效应晶体管结构与建模,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B303,303,温度测量监测与温控装置,M303,温度测量监测与温控装置,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B304,304,出版商模板干扰的多能源文本,M304,出版商模板干扰的多能源文本,其他基础与关联学科,混杂待重分,其他基础与关联学科,混杂待重分,保留独立类群
B305,305,半导体离子注入与辐照缺陷,M305,半导体离子注入与辐照缺陷,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B306,306,制冷循环与余热驱动制冷,M306,制冷循环与余热驱动制冷,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B307,307,照明灯具与光学部件,M307,照明灯具与光学部件,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B308,308,二氧化钛纳米材料与应用,M308,二氧化钛纳米结构制备与基础应用,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,两簇均跨越TiO2形貌、晶相、表面制备及复合材料，随机/边界正文互相覆盖负载催化、碳复合电极和水热生长，没有稳定的纳米结构/晶相分界。合并保留关联基础研究属性；与光催化应用类群112/438仍有内容交叠，不能据此宣称目录已互斥或均为能源研究。
B309,309,电气设备防护监测及杂项装置,M309,电气设备防护监测及杂项装置,电网与电力系统,混杂待重分,电网与电力系统,混杂待重分,保留独立类群
B310,310,电能质量谐波检测与信号分析,M310,电能质量谐波检测与信号分析,电网与电力系统,方向候选,电网与电力系统,方向候选,保留独立类群
B311,311,对流換热与换热器热工分析,M311,对流換热与换热器热工分析,热工与能效,宽泛待细分,热工与能效,宽泛待细分,保留独立类群
B312,312,变电站自动化与电网监控,M312,变电站自动化与电网监控,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B313,313,电动车辆及充电系统装置,M313,电动车辆及充电系统装置,交通与充电,宽泛待细分,交通与充电,宽泛待细分,保留独立类群
B314,314,复合氧化物合成与电化学性质,M314,复合氧化物合成与电化学性质,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B315,315,变换器与电机变压器保护混合,M315,变换器与电机变压器保护混合,电力电子与电机,混杂待重分,电力电子与电机,混杂待重分,保留独立类群
B316,316,书目碎片封面与其他非研究文本,M316,书目碎片封面与其他非研究文本,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B317,317,电力系统频率控制及通用控制方法,M317,电力系统频率控制及通用控制方法,电网与电力系统,混杂待重分,电网与电力系统,混杂待重分,保留独立类群
B318,318,多体系电催化剂与电池材料制备,M318,多体系电催化剂与电池材料制备,能源材料与电化学基础,混杂待重分,能源材料与电化学基础,混杂待重分,保留独立类群
B319,319,中国能源转型与区域低碳经济,M319,中国能源转型与区域低碳经济,能源政策与治理,宽泛待细分,能源政策与治理,宽泛待细分,保留独立类群
B320,320,多种燃料燃烧与排放评估,M320,多种燃料燃烧与排放评估,化石能源,宽泛待细分,化石能源,宽泛待细分,保留独立类群
B321,321,溶剂萃取与化学分离,M321,溶剂萃取与化学分离,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B322,322,时钟同步与时延建模,M322,时钟同步与时延建模,数字技术与测量,关联基础研究,数字技术与测量,关联基础研究,保留独立类群
B323,323,等离子体动力学与磁约束,M323,等离子体动力学与磁约束,核能与等离子体,宽泛待细分,核能与等离子体,宽泛待细分,保留独立类群
B324,324,二氧化碳捕集材料与工艺,M324,二氧化碳捕集材料与工艺,碳与环境,宽泛待细分,碳与环境,宽泛待细分,保留独立类群
B325,325,海上风电平台与波浪能装置,M325,海上风电平台与波浪能装置,风能与水能海洋能源,混杂待重分,风能与水能海洋能源,混杂待重分,保留独立类群
B326,326,有机光伏器件与性能,M158,有机光伏材料、器件与载流子输运,太阳能,方向候选,太阳能,宽泛待细分,两簇均围绕聚合物/富勒烯异质结有机光伏、导电透明电极及器件性能，中心和随机正文呈现相同材料—器件研究链。没有足够证据把有机太阳能电池与organic photovoltaics另列。保留宽泛状态及钙钛矿空穴层、无机光电化学等混入提示；跨晶体管等器件的有机半导体基础簇243不并入。
B327,327,硫化物固态电解质与锂硫材料混合,M327,硫化物固态电解质与锂硫材料混合,电化学储能,混杂待重分,电化学储能,混杂待重分,保留独立类群
B328,328,林业经营与森林资源利用,M328,林业经营与森林资源利用,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B329,329,多体系纳米结构与复合材料,M329,多体系纳米结构与复合材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B330,330,锅炉气化与工业余热回收装置,M330,锅炉气化与工业余热回收装置,热工与能效,混杂待重分,热工与能效,混杂待重分,保留独立类群
B331,331,心血管及其他临床医学研究,M331,心血管及其他临床医学研究,其他基础与关联学科,外围或非研究文本,其他基础与关联学科,外围或非研究文本,保留独立类群
B332,332,风速与风电出力预测,M332,风速与风电出力预测,风能与水能海洋能源,方向候选,风能与水能海洋能源,方向候选,保留独立类群
B333,333,太阳能集热器与光热利用,M333,太阳能集热器与光热利用,太阳能,宽泛待细分,太阳能,宽泛待细分,保留独立类群
B334,334,电机驱动与机械传动装置,M334,电机驱动与机械传动装置,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B335,335,太阳能界面蒸发与海水淡化,M335,太阳能界面蒸发与海水淡化,太阳能,方向候选,太阳能,方向候选,保留独立类群
B336,336,能效标识与多类财税结算政策混合,M336,能效标识与多类财税结算政策混合,能源政策与治理,混杂待重分,能源政策与治理,混杂待重分,保留独立类群
B337,337,可编程芯片与实时硬件实现,M337,可编程芯片与实时硬件实现,数字技术与测量,宽泛待细分,数字技术与测量,宽泛待细分,保留独立类群
B338,338,网格数值计算与跨领域仿真混合,M338,网格数值计算与跨领域仿真混合,其他基础与关联学科,混杂待重分,其他基础与关联学科,混杂待重分,保留独立类群
B339,339,钴基氧化物电催化与储能材料,M339,钴基氧化物电催化与储能材料,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B340,340,供电连接与电源电路装置,M340,供电连接与电源电路装置,电力电子与电机,宽泛待细分,电力电子与电机,宽泛待细分,保留独立类群
B341,341,硅碳负极材料与制备,M341,硅碳负极材料与制备,电化学储能,方向候选,电化学储能,方向候选,保留独立类群
B342,342,光伏跟踪与太阳能装置控制,M342,光伏跟踪与太阳能装置控制,太阳能,宽泛待细分,太阳能,宽泛待细分,保留独立类群
B343,343,相变储热材料与传热增强,M343,相变储热材料与传热增强,热工与能效,方向候选,热工与能效,方向候选,保留独立类群
B344,344,关键矿产供给与采矿资源,M344,关键矿产供给与采矿资源,其他基础与关联学科,关联基础研究,其他基础与关联学科,关联基础研究,保留独立类群
B345,345,甲醇电氧化与贵金属催化剂,M345,甲醇电氧化与贵金属催化剂,氢能与燃料电池,方向候选,氢能与燃料电池,方向候选,保留独立类群
B346,346,层状二维材料电子及声子性质,M346,层状二维材料电子及声子性质,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B347,347,生物质热解气化与水热转化,M347,生物质热解气化与水热转化,生物质与资源循环,宽泛待细分,生物质与资源循环,宽泛待细分,保留独立类群
B348,348,锂电池热行为与安全机制,M348,锂电池热行为与安全机制,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B349,349,电池热管理排气与壳体安全装置,M349,电池热管理排气与壳体安全装置,电化学储能,宽泛待细分,电化学储能,宽泛待细分,保留独立类群
B350,350,共轭高分子与光电复合材料,M350,共轭高分子与光电复合材料,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B351,351,离子交换膜传输及电化学应用,M351,离子交换膜传输及电化学应用,能源材料与电化学基础,宽泛待细分,能源材料与电化学基础,宽泛待细分,保留独立类群
B352,352,欧洲能源转型与一般区域政治混合,M352,欧洲能源转型与一般区域政治混合,能源政策与治理,混杂待重分,能源政策与治理,混杂待重分,保留独立类群
B353,353,智能电网信息安全与韧性,M353,智能电网信息安全与韧性,电网与电力系统,宽泛待细分,电网与电力系统,宽泛待细分,保留独立类群
B354,354,二硫化钼等二维材料与器件,M354,二硫化钼等二维材料与器件,能源材料与电化学基础,关联基础研究,能源材料与电化学基础,关联基础研究,保留独立类群
B355,355,能源地缘政治与一般国际关系混合,M355,能源地缘政治与一般国际关系混合,能源政策与治理,混杂待重分,能源政策与治理,混杂待重分,保留独立类群
