merged_topic_id,name,domain,status,raw_clusters,raw_cluster_count,documents,papers,patents_2026,policies,review_note,merge_reason
M114,二氧化碳吸收溶解与水合物,碳与环境,宽泛待细分,B114,1,13398,13391,7,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M115,电源装置与供电电路结构,电力电子与电机,宽泛待细分,B115,1,2217,243,1974,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M116,制冷循环工质与能效,热工与能效,宽泛待细分,B116,1,13291,13244,47,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M117,煤矿产能及经营公告,能源政策与治理,政策类群,B117,1,300,100,0,200,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M118,煤矿安全生产与许可管理,能源政策与治理,政策类群,B118,1,592,212,5,375,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M119,电力载波与通信传输,数字技术与测量,宽泛待细分,B119,1,12985,12912,73,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M120,波浪能装置与海洋水动力,风能与水能海洋能源,宽泛待细分,B120,1,19237,19212,25,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M121,热电材料与热电性能优化,能源材料与电化学基础,方向候选,"B121,B170",2,29053,29041,12,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇中心均为热电材料进展，随机样本重复出现碲化物/氧化物掺杂复合、Seebeck与ZT等热电性能优化；补查专利同样为掺杂Bi2Te3材料。未观察到可稳定区分两簇的材料体系或研究任务。热电器件热设计簇237继续独立；磁性材料等边界误入不因合并而消失。
M122,磁约束等离子体运行与边界,核能与等离子体,方向候选,B122,1,13097,13091,6,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M123,电力系统碳计量与低碳调度,碳与环境,宽泛待细分,B123,1,3665,2543,1122,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M124,重整气化与合成气制氢,氢能与燃料电池,宽泛待细分,B124,1,13986,13717,269,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M125,氮化碳及复合光催化材料,能源材料与电化学基础,宽泛待细分,B125,1,21501,21501,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M126,质子交换及功能聚合物膜,氢能与燃料电池,宽泛待细分,B126,1,13850,13695,155,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M127,石墨烯复合材料与多场景应用,能源材料与电化学基础,宽泛待细分,B127,1,20705,20704,1,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M128,生物质与污泥厌氧消化产气,生物质与资源循环,方向候选,B128,1,18070,18049,21,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M129,能源网络安全与隐私保护,数字技术与测量,方向候选,B129,1,12436,12185,251,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M130,光伏电池及组件结构制造,太阳能,宽泛待细分,B130,1,3137,202,2935,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M131,超级电容器复合电极材料,电化学储能,方向候选,B131,1,13471,13414,57,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M132,排放交易与污染治理政策研究,碳与环境,宽泛待细分,B132,1,17510,17510,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M133,功能薄膜沉积与表征,能源材料与电化学基础,关联基础研究,B133,1,13201,13188,13,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M134,电连接器接线与端口结构,电力电子与电机,宽泛待细分,B134,1,2580,483,2097,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M135,电力市场机制与产消者经济,电网与电力系统,宽泛待细分,B135,1,19791,19770,20,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M136,电解与其他路线制氢技术,氢能与燃料电池,宽泛待细分,B136,1,12979,12783,196,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M137,光伏出力预测与系统参数建模,太阳能,宽泛待细分,B137,1,12208,12187,21,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M138,变压器油纸绝缘诊断,电网与电力系统,方向候选,B138,1,5705,5687,18,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M139,厌氧微生物产甲烷机制,生物质与资源循环,方向候选,B139,1,11384,11361,23,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M140,半导体载流子与电荷输运,能源材料与电化学基础,关联基础研究,B140,1,14916,14915,1,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M141,电机转子定子与装配结构,电力电子与电机,宽泛待细分,B141,1,2462,131,2331,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M142,微电网变流器协调与功率分配,电网与电力系统,方向候选,B142,1,13489,13458,31,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M143,能源作物种植与生物质采收,生物质与资源循环,方向候选,B143,1,10932,10919,13,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M144,陆面气象与蒸散估计,其他基础与关联学科,关联基础研究,B144,1,11367,11366,0,1,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M145,铁基催化剂与氧电催化,能源材料与电化学基础,宽泛待细分,B145,1,14418,14363,55,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M146,节能减排财政资金安排,能源政策与治理,政策类群,B146,1,240,41,0,199,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M147,电极与电机铁芯制造装置,制造与通用装置,混杂待重分,B147,1,2139,195,1944,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M148,临床疾病与健康研究,其他基础与关联学科,外围或非研究文本,B148,1,9325,9318,7,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M149,储能技术与能量转换综述,电化学储能,宽泛待细分,B149,1,4757,4678,79,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M150,多孔碳吸附二氧化碳,碳与环境,方向候选,B150,1,17581,17522,59,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M151,镁基及多组元合金性质,能源材料与电化学基础,关联基础研究,B151,1,11913,11901,12,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M152,硅基材料与碳化硅陶瓷,能源材料与电化学基础,混杂待重分,B152,1,12919,12884,35,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M153,无线电能传输电路与系统,电力电子与电机,方向候选,B153,1,12919,12658,260,1,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M154,电解水析氧催化,氢能与燃料电池,方向候选,B154,1,19108,19022,86,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M155,电力交易竞价与市场优化,电网与电力系统,方向候选,B155,1,12795,12733,62,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M156,水工引水排水与杂项装置,制造与通用装置,混杂待重分,B156,1,2219,1202,1017,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M158,有机光伏材料、器件与载流子输运,太阳能,宽泛待细分,"B158,B326",2,28640,28627,13,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。；初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇均围绕聚合物/富勒烯异质结有机光伏、导电透明电极及器件性能，中心和随机正文呈现相同材料—器件研究链。没有足够证据把有机太阳能电池与organic photovoltaics另列。保留宽泛状态及钙钛矿空穴层、无机光电化学等混入提示；跨晶体管等器件的有机半导体基础簇243不并入。
M159,太阳辐照预测与光伏环境建模,太阳能,宽泛待细分,B159,1,10086,10049,37,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M160,通用互联网协议与通信网络,数字技术与测量,关联基础研究,B160,1,13711,13644,62,5,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M161,车辆操稳道路与轮胎交互,交通与充电,宽泛待细分,B161,1,9626,9362,264,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M162,电气传感与多设备测量,数字技术与测量,宽泛待细分,B162,1,5451,4073,1378,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M163,分布式电源接入与配电网运行,电网与电力系统,方向候选,B163,1,3864,2902,962,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M164,输电线路雷电接地与电磁影响,电网与电力系统,宽泛待细分,B164,1,12475,12455,20,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M165,天然气供能与燃气动力系统,化石能源,宽泛待细分,B165,1,8985,8955,29,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M166,多类太阳能电池结构与性能,太阳能,宽泛待细分,B166,1,14300,14247,53,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M167,晶硅异质结与硅基光伏制造,太阳能,方向候选,B167,1,14967,14888,79,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M168,粒子束辐照与半导体材料缺陷,核能与等离子体,关联基础研究,B168,1,8529,8525,4,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M169,电池荷电状态健康状态与建模,电化学储能,宽泛待细分,B169,1,13854,13793,61,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M171,能源转型与能源安全研究,能源政策与治理,宽泛待细分,B171,1,21077,21076,0,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M172,最优潮流与电网优化运行,电网与电力系统,方向候选,B172,1,11034,10991,43,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M173,燃烧稳定与低污染排放,化石能源,方向候选,B173,1,13834,13797,37,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M174,电池正极改性与再生工艺,电化学储能,宽泛待细分,B174,1,3122,459,2663,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M175,电力负荷预测与短路等系统计算混合,电网与电力系统,混杂待重分,B175,1,4977,3463,1514,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。补查发现短路计算和电机数量识别，不是纯负荷预测。,保留独立类群
M176,空化流动与水动力,热工与能效,关联基础研究,B176,1,11578,11573,5,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M177,光伏最大功率点跟踪,太阳能,方向候选,B177,1,16862,16817,45,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M178,纳米结构输运与器件基础,能源材料与电化学基础,关联基础研究,B178,1,11261,11248,13,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M179,离子液体与电解质基础,能源材料与电化学基础,宽泛待细分,B179,1,11925,11902,23,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M180,超导与量子材料基础,能源材料与电化学基础,关联基础研究,B180,1,6138,6131,7,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M181,电池组结构均衡与供能电路,电化学储能,宽泛待细分,B181,1,3822,701,3121,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M182,聚变装置与粒子束工程,核能与等离子体,宽泛待细分,B182,1,10841,10812,29,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M183,导航定位与遥感观测,数字技术与测量,关联基础研究,B183,1,9140,9037,103,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M184,通用控制器与电力控制算法,数字技术与测量,宽泛待细分,B184,1,18703,18383,320,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M185,卤化物钙钛矿结构、光电物性与发光,能源材料与电化学基础,关联基础研究,"B185,B270",2,31115,31115,0,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,两簇的卤化物钙钛矿低维结构、缺陷调控、光电及发光性质一致。补查簇185正文中的低维材料综述、红光LED晶粒调控，与簇270的低维卤化物缺陷及发光调控相符。材料基础研究与太阳能电池应用簇066/220保留区分；氧化物及电容用途等边界记录保持原归属。
M186,风电场运行与功率优化,风能与水能海洋能源,方向候选,B186,1,14192,14125,67,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M187,煤热解气化与煤质特性,化石能源,方向候选,B187,1,12143,12129,14,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M188,通用反应分离与气液处理装置,制造与通用装置,混杂待重分,B188,1,2052,640,1412,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M189,欧洲能源转型与能源政策研究,能源政策与治理,宽泛待细分,B189,1,17136,17136,0,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。这是政策研究文献类群，不代表来源均为正式政策文本。,保留独立类群
M190,风力机叶片与气动设计,风能与水能海洋能源,方向候选,B190,1,22790,22768,22,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M191,充电负荷预测与园区用电调配,交通与充电,宽泛待细分,B191,1,1836,240,1596,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M192,固态储氢材料与反应器,氢能与燃料电池,方向候选,B192,1,16336,16269,67,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M193,含锂化合物与锂金属界面,电化学储能,混杂待重分,B193,1,13335,13325,10,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M194,多设备温控与智能散热,热工与能效,宽泛待细分,B194,1,4635,2342,2293,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M195,股票价格与通用金融预测,其他基础与关联学科,外围或非研究文本,B195,1,12620,12606,14,0,初审查看全簇主题词及中心/随机样本题名；外围学科、资讯、书目或模板记录占据显著主题特征；本轮保留追溯，不直接用于热点计数。,保留独立类群
M196,碳捕集封存与碳移除系统,碳与环境,宽泛待细分,B196,1,13578,13567,9,2,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M197,混合动力与整车能量管理,交通与充电,方向候选,B197,1,15998,15949,49,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M198,铜基热电及功能复合材料,能源材料与电化学基础,混杂待重分,B198,1,6967,6939,28,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M199,电池负极活性材料与电池器件,电化学储能,宽泛待细分,B199,1,2628,63,2565,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M200,交直流供电与储备能源控制,电力电子与电机,宽泛待细分,B200,1,3128,790,2338,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M201,直流输电保护与故障限流,电网与电力系统,方向候选,B201,1,11294,11249,45,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M202,电化学电极与摩擦电材料混合,能源材料与电化学基础,混杂待重分,B202,1,10828,10819,9,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M203,氧化锌复合光催化材料,能源材料与电化学基础,方向候选,B203,1,18175,18172,3,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M204,纳米表征与光学传感材料,能源材料与电化学基础,关联基础研究,B204,1,8447,8416,31,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M205,发电项目电价结算及清单政策,能源政策与治理,政策类群,B205,1,245,102,1,142,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M206,电池测试表征与性能评估,电化学储能,宽泛待细分,B206,1,11318,11239,79,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M207,激子量子点与发光机理,能源材料与电化学基础,关联基础研究,B207,1,16045,16038,7,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M208,组件边框与通用结构材料,制造与通用装置,混杂待重分,B208,1,2217,270,1947,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M209,能源企业组织投资与管理,能源政策与治理,宽泛待细分,B209,1,12707,12676,25,6,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M210,有机半导体光物理与光电响应,能源材料与电化学基础,关联基础研究,B210,1,11042,11041,1,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M211,地热资源开发与换热,热工与能效,方向候选,B211,1,13977,13924,52,1,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M212,直流变换器拓扑与设计,电力电子与电机,方向候选,B212,1,21398,20579,819,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。另查已记录的可用正文片段、随机及边界样本；无正文记录只能核题名。,保留独立类群
M213,等离子体波与高能粒子作用,核能与等离子体,方向候选,B213,1,14619,14618,1,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M214,电力电缆绝缘与运行诊断,电网与电力系统,方向候选,B214,1,9771,9452,318,1,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M215,通信网络路由与拓扑,数字技术与测量,关联基础研究,B215,1,13953,13747,206,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M216,电池极耳焊接及耳机等混合部件,制造与通用装置,混杂待重分,B216,1,1113,94,1019,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M217,电力可靠性与电气安全,电网与电力系统,宽泛待细分,B217,1,12856,12790,65,1,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M218,离子液体萃取与金属分离,碳与环境,方向候选,B218,1,8646,8636,10,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M219,气候变化治理与国际政策,能源政策与治理,政策类群,B219,1,23342,23342,0,0,初审查看全簇主题词及中心/随机样本题名；政策治理类群；行政公告及资质清单不等于技术创新证据，年份需按用途另筛。,保留独立类群
M221,系统可靠性及暂态稳定混合,电网与电力系统,混杂待重分,B221,1,11252,11079,173,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M222,局部放电电晕与放电物理,电网与电力系统,宽泛待细分,B222,1,9908,9904,4,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M223,锂金属沉积与含锂电极材料,电化学储能,宽泛待细分,B223,1,18197,18182,15,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M224,木质纤维素预处理与生化转化,生物质与资源循环,宽泛待细分,B224,1,15030,15018,12,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M225,泵水轮机与水力机械流动,热工与能效,方向候选,B225,1,15575,15562,13,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M226,生物炭制备与环境应用,生物质与资源循环,宽泛待细分,B226,1,9237,9218,19,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M227,离子导电及功能聚合物,能源材料与电化学基础,关联基础研究,B227,1,13837,13555,282,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M228,过硫酸盐活化与高级氧化,碳与环境,方向候选,B228,1,12917,12915,2,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M229,空调通风与空气处理,热工与能效,方向候选,B229,1,9260,9210,50,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
M230,能源审计与综合节能评估,热工与能效,宽泛待细分,B230,1,19662,19653,9,0,初审查看全簇主题词及中心/随机样本题名；包含多种子技术、对象或任务，粒度偏宽；整簇合并不能完成细分。,保留独立类群
M231,通用安装固定与机电结构,制造与通用装置,混杂待重分,B231,1,4319,35,4284,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M232,高温钢材蠕变腐蚀与焊接,能源材料与电化学基础,关联基础研究,B232,1,10469,10435,34,0,初审查看全簇主题词及中心/随机样本题名；关联材料、方法或基础学科；是否属于能源电力范围需看逐条应用证据。,保留独立类群
M233,专利权利要求格式与杂项器件,制造与通用装置,混杂待重分,B233,1,2881,165,2716,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M234,多种掺杂氧化物及功能化合物,能源材料与电化学基础,混杂待重分,B234,1,12029,12009,20,0,初审查看全簇主题词及中心/随机样本题名；样本或主题词呈现不同对象、任务或文本格式的混杂；不作为干净技术方向。,保留独立类群
M235,半导体光电化学水分解,氢能与燃料电池,方向候选,B235,1,10831,10831,0,0,初审查看全簇主题词及中心/随机样本题名；可作为研究方向候选；仍可能含错分及外围文本，未验证簇纯度。,保留独立类群
