category_id,topic_id,top_keywords,top_keyword_ids,top_keyword_weights,active,paper_documents,train_documents,validation_documents,replay_documents,name,domain,status,analysis_scope,uniform_assigned_papers
N0046,45,Carbon fibers | Carbon black | Carbon nanofiber | Amorphous carbon | Nanoparticle | Composite number | Chemistry | Carbon capture and storage (timeline) | Heterojunction | Methane | Inorganic chemistry | Carbon nitride | Nitrogen | Low-carbon economy | Potassium,https://openalex.org/keywords/carbon-fibers | https://openalex.org/keywords/carbon-black | https://openalex.org/keywords/carbon-nanofiber | https://openalex.org/keywords/amorphous-carbon | https://openalex.org/keywords/nanoparticle | https://openalex.org/keywords/composite-number | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/carbon-capture-and-storage | https://openalex.org/keywords/heterojunction | https://openalex.org/keywords/methane | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/carbon-nitride | https://openalex.org/keywords/nitrogen | https://openalex.org/keywords/low-carbon-economy | https://openalex.org/keywords/potassium,15.9791 | 0.641657 | 0.57941 | 0.355244 | 0.352307 | 0.336926 | 0.277458 | 0.168386 | 0.162389 | 0.16117 | 0.116377 | 0.114034 | 0.0983795 | 0.0947262 | 0.0943528,True,117,51,28,38,Carbon fibers / Carbon black / Carbon nanofiber,待主题范围审阅,NMF关键词主题,待主题范围审阅,116
N0047,46,Transformer | Distribution transformer | Voltage | Reliability engineering | Current transformer | Transformer oil | Inrush current | Engineering | Energy efficient transformer | Delta-wye transformer | Partial discharge | Differential protection | Dissolved gas analysis | Autotransformer | Tap changer,https://openalex.org/keywords/transformer | https://openalex.org/keywords/distribution-transformer | https://openalex.org/keywords/voltage | https://openalex.org/keywords/reliability-engineering | https://openalex.org/keywords/current-transformer | https://openalex.org/keywords/transformer-oil | https://openalex.org/keywords/inrush-current | https://openalex.org/keywords/engineering | https://openalex.org/keywords/energy-efficient-transformer | https://openalex.org/keywords/delta-wye-transformer | https://openalex.org/keywords/partial-discharge | https://openalex.org/keywords/differential-protection | https://openalex.org/keywords/dissolved-gas-analysis | https://openalex.org/keywords/autotransformer | https://openalex.org/keywords/tap-changer,12.2671 | 2.16847 | 2.00746 | 1.61728 | 1.11743 | 0.872331 | 0.606276 | 0.605365 | 0.54562 | 0.512709 | 0.478057 | 0.338719 | 0.330901 | 0.327099 | 0.325562,True,449,353,48,48,Transformer / Distribution transformer / Voltage,待主题范围审阅,NMF关键词主题,待主题范围审阅,446
N0048,47,Dye-sensitized solar cell | Energy conversion efficiency | Auxiliary electrode | Electrode | Triiodide | Quasi-solid | Tin oxide | Solar cell | Chemistry | Iodide | Photochemistry | Chemical engineering | Light scattering | Organic dye | Physical chemistry,https://openalex.org/keywords/dye-sensitized-solar-cell | https://openalex.org/keywords/energy-conversion-efficiency | https://openalex.org/keywords/auxiliary-electrode | https://openalex.org/keywords/electrode | https://openalex.org/keywords/triiodide | https://openalex.org/keywords/quasi-solid | https://openalex.org/keywords/tin-oxide | https://openalex.org/keywords/solar-cell | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/iodide | https://openalex.org/keywords/photochemistry | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/light-scattering | https://openalex.org/keywords/organic-dye | https://openalex.org/keywords/physical-chemistry,12.4264 | 3.42921 | 2.5171 | 1.0583 | 0.714481 | 0.516578 | 0.488745 | 0.442974 | 0.423729 | 0.417688 | 0.413861 | 0.376094 | 0.257335 | 0.24659 | 0.22019,True,367,342,11,14,Dye-sensitized solar cell / Energy conversion efficiency / Auxiliary electrode,待主题范围审阅,NMF关键词主题,待主题范围审阅,363
N0049,48,Political science | Law | Sociology | Public administration | Public relations | Climate change | Development economics | History | Economics | Political economy | Negotiation | Politics | Environmental ethics | Law and economics | Corporate governance,https://openalex.org/keywords/political-science | https://openalex.org/keywords/law | https://openalex.org/keywords/sociology | https://openalex.org/keywords/public-administration | https://openalex.org/keywords/public-relations | https://openalex.org/keywords/climate-change | https://openalex.org/keywords/development-economics | https://openalex.org/keywords/history | https://openalex.org/keywords/economics | https://openalex.org/keywords/political-economy | https://openalex.org/keywords/negotiation | https://openalex.org/keywords/politics | https://openalex.org/keywords/environmental-ethics | https://openalex.org/keywords/law-and-economics | https://openalex.org/keywords/corporate-governance,12.5865 | 2.13149 | 1.03087 | 0.746746 | 0.737564 | 0.652524 | 0.625271 | 0.620024 | 0.592572 | 0.558533 | 0.550799 | 0.530058 | 0.518626 | 0.458804 | 0.45519,True,308,270,22,16,Political science / Law / Sociology,待主题范围审阅,NMF关键词主题,待主题范围审阅,307
N0050,49,Nanocomposite | Nanotechnology | Polymer nanocomposite | Halloysite | Epoxy | Visible spectrum | X-ray photoelectron spectroscopy | Oxide | Montmorillonite | Scanning electron microscope | Low-density polyethylene | Dye-sensitized solar cell | Matrix (chemical analysis) | Antimicrobial | Carbon nanotube,https://openalex.org/keywords/nanocomposite | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/polymer-nanocomposite | https://openalex.org/keywords/halloysite | https://openalex.org/keywords/epoxy | https://openalex.org/keywords/visible-spectrum | https://openalex.org/keywords/x-ray-photoelectron-spectroscopy | https://openalex.org/keywords/oxide | https://openalex.org/keywords/montmorillonite | https://openalex.org/keywords/scanning-electron-microscope | https://openalex.org/keywords/low-density-polyethylene | https://openalex.org/keywords/dye-sensitized-solar-cell | https://openalex.org/keywords/matrix | https://openalex.org/keywords/antimicrobial | https://openalex.org/keywords/carbon-nanotube,13.2547 | 0.525236 | 0.269636 | 0.142345 | 0.128823 | 0.101729 | 0.0925425 | 0.091007 | 0.0790985 | 0.0774781 | 0.0709002 | 0.06845 | 0.0680452 | 0.0587473 | 0.0570092,True,385,281,48,56,Nanocomposite / Nanotechnology / Polymer nanocomposite,待主题范围审阅,NMF关键词主题,待主题范围审阅,383
N0051,50,Aqueous solution | Chemistry | Inorganic chemistry | Nuclear chemistry | Metal ions in aqueous solution | Aqueous two-phase system | Aqueous medium | Chromatography | Phenol | Chloride | Cadmium | Ionic strength | Mineralization (soil science) | Amine gas treating | Piperazine,https://openalex.org/keywords/aqueous-solution | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/nuclear-chemistry | https://openalex.org/keywords/metal-ions-in-aqueous-solution | https://openalex.org/keywords/aqueous-two-phase-system | https://openalex.org/keywords/aqueous-medium | https://openalex.org/keywords/chromatography | https://openalex.org/keywords/phenol | https://openalex.org/keywords/chloride | https://openalex.org/keywords/cadmium | https://openalex.org/keywords/ionic-strength | https://openalex.org/keywords/mineralization | https://openalex.org/keywords/amine-gas-treating | https://openalex.org/keywords/piperazine,14.5422 | 2.68836 | 2.31004 | 1.53023 | 0.63023 | 0.600114 | 0.380307 | 0.30974 | 0.286779 | 0.276582 | 0.234093 | 0.224204 | 0.223984 | 0.209438 | 0.2063,True,144,112,16,16,Aqueous solution / Chemistry / Inorganic chemistry,待主题范围审阅,NMF关键词主题,待主题范围审阅,137
N0052,51,Anatase | Brookite | Nanotechnology | Titanate | Sol-gel | Chemical engineering | Rutile | Inorganic chemistry | Absorption edge | Nanocomposite | Facet (psychology) | Composite material | Nanorod | Superhydrophilicity | Titanium dioxide,https://openalex.org/keywords/anatase | https://openalex.org/keywords/brookite | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/titanate | https://openalex.org/keywords/sol-gel | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/rutile | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/absorption-edge | https://openalex.org/keywords/nanocomposite | https://openalex.org/keywords/facet | https://openalex.org/keywords/composite-material | https://openalex.org/keywords/nanorod | https://openalex.org/keywords/superhydrophilicity | https://openalex.org/keywords/titanium-dioxide,12.4377 | 0.76413 | 0.429856 | 0.392988 | 0.376125 | 0.300623 | 0.24133 | 0.216783 | 0.210348 | 0.179963 | 0.166862 | 0.157936 | 0.123254 | 0.103691 | 0.102702,True,230,223,2,5,Anatase / Brookite / Nanotechnology,待主题范围审阅,NMF关键词主题,待主题范围审阅,220
N0053,52,Reliability (semiconductor) | Reliability engineering | Computer science | Failure rate | Failure mode and effects analysis | Redundancy (engineering) | Fault tree analysis | Markov chain | Unavailability | Preventive maintenance | Catalysis | Network topology | Durability | Condition monitoring | Backup,https://openalex.org/keywords/reliability | https://openalex.org/keywords/reliability-engineering | https://openalex.org/keywords/computer-science | https://openalex.org/keywords/failure-rate | https://openalex.org/keywords/failure-mode-and-effects-analysis | https://openalex.org/keywords/redundancy | https://openalex.org/keywords/fault-tree-analysis | https://openalex.org/keywords/markov-chain | https://openalex.org/keywords/unavailability | https://openalex.org/keywords/preventive-maintenance | https://openalex.org/keywords/catalysis | https://openalex.org/keywords/network-topology | https://openalex.org/keywords/durability | https://openalex.org/keywords/condition-monitoring | https://openalex.org/keywords/backup,8.95366 | 8.04447 | 0.320192 | 0.314758 | 0.210321 | 0.183767 | 0.181921 | 0.176057 | 0.162685 | 0.144336 | 0.12862 | 0.120039 | 0.118961 | 0.118512 | 0.118022,True,442,365,33,44,Reliability (semiconductor) / Reliability engineering / Computer science,待主题范围审阅,NMF关键词主题,待主题范围审阅,441
N0054,53,Mathematical optimization | Mathematics | Economic dispatch | Scheduling (production processes) | Optimization problem | Linear programming | Integer programming | Convergence (economics) | Heuristic | Multi-objective optimization | Pareto principle | Minification | Constraint (computer-aided design) | Applied mathematics | Algorithm,https://openalex.org/keywords/mathematical-optimization | https://openalex.org/keywords/mathematics | https://openalex.org/keywords/economic-dispatch | https://openalex.org/keywords/scheduling | https://openalex.org/keywords/optimization-problem | https://openalex.org/keywords/linear-programming | https://openalex.org/keywords/integer-programming | https://openalex.org/keywords/convergence | https://openalex.org/keywords/heuristic | https://openalex.org/keywords/multi-objective-optimization | https://openalex.org/keywords/pareto-principle | https://openalex.org/keywords/minification | https://openalex.org/keywords/constraint | https://openalex.org/keywords/applied-mathematics | https://openalex.org/keywords/algorithm,10.6075 | 3.23855 | 1.89715 | 1.86067 | 1.69598 | 1.14991 | 1.06965 | 0.968967 | 0.89708 | 0.894255 | 0.846617 | 0.752099 | 0.650265 | 0.63178 | 0.617009,True,425,376,21,28,Mathematical optimization / Mathematics / Economic dispatch,待主题范围审阅,NMF关键词主题,待主题范围审阅,423
N0055,54,Band gap | Direct and indirect band gaps | Condensed matter physics | Electronic band structure | Absorption edge | Refractive index | Visible spectrum | Optoelectronics | HOMO/LUMO | Lattice constant | Phosphorene | Density functional theory | Attenuation coefficient | Electronic structure | Valence band,https://openalex.org/keywords/band-gap | https://openalex.org/keywords/direct-and-indirect-band-gaps | https://openalex.org/keywords/condensed-matter-physics | https://openalex.org/keywords/electronic-band-structure | https://openalex.org/keywords/absorption-edge | https://openalex.org/keywords/refractive-index | https://openalex.org/keywords/visible-spectrum | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/homo/lumo | https://openalex.org/keywords/lattice-constant | https://openalex.org/keywords/phosphorene | https://openalex.org/keywords/density-functional-theory | https://openalex.org/keywords/attenuation-coefficient | https://openalex.org/keywords/electronic-structure | https://openalex.org/keywords/valence-band,13.3927 | 1.11786 | 0.969461 | 0.934513 | 0.747709 | 0.611905 | 0.534051 | 0.501334 | 0.40555 | 0.385354 | 0.34446 | 0.332809 | 0.328494 | 0.314085 | 0.309918,True,46,36,2,8,Band gap / Direct and indirect band gaps / Condensed matter physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,43
N0056,55,Oxide | Chemical engineering | Iron oxide | Cobalt oxide | Chemistry | Titanium oxide | Graphite oxide | Tin oxide | Nickel oxide | Ethylene oxide | Cerium oxide | Iron oxide nanoparticles | Solid oxide fuel cell | Copper oxide | Yttrium,https://openalex.org/keywords/oxide | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/iron-oxide | https://openalex.org/keywords/cobalt-oxide | https://openalex.org/keywords/chemistry | https://openalex.org/keywords/titanium-oxide | https://openalex.org/keywords/graphite-oxide | https://openalex.org/keywords/tin-oxide | https://openalex.org/keywords/nickel-oxide | https://openalex.org/keywords/ethylene-oxide | https://openalex.org/keywords/cerium-oxide | https://openalex.org/keywords/iron-oxide-nanoparticles | https://openalex.org/keywords/solid-oxide-fuel-cell | https://openalex.org/keywords/copper-oxide | https://openalex.org/keywords/yttrium,16.2693 | 1.11574 | 0.730887 | 0.540222 | 0.413199 | 0.404305 | 0.35028 | 0.336515 | 0.317473 | 0.317445 | 0.269566 | 0.220563 | 0.196852 | 0.17554 | 0.151213,True,22,18,3,1,Oxide / Chemical engineering / Iron oxide,待主题范围审阅,NMF关键词主题,待主题范围审阅,23
N0057,56,Silicon | Crystalline silicon | Amorphous silicon | Monocrystalline silicon | Germanium | Polycrystalline silicon | Plasma-enhanced chemical vapor deposition | Silicon solar cell | Nanocrystalline silicon | Metallurgy | Carrier lifetime | Porous silicon | Silicon nitride | Silicon on insulator | Silicide,https://openalex.org/keywords/silicon | https://openalex.org/keywords/crystalline-silicon | https://openalex.org/keywords/amorphous-silicon | https://openalex.org/keywords/monocrystalline-silicon | https://openalex.org/keywords/germanium | https://openalex.org/keywords/polycrystalline-silicon | https://openalex.org/keywords/plasma-enhanced-chemical-vapor-deposition | https://openalex.org/keywords/silicon-solar-cell | https://openalex.org/keywords/nanocrystalline-silicon | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/carrier-lifetime | https://openalex.org/keywords/porous-silicon | https://openalex.org/keywords/silicon-nitride | https://openalex.org/keywords/silicon-on-insulator | https://openalex.org/keywords/silicide,14.6569 | 2.30253 | 1.79824 | 1.00685 | 0.811315 | 0.595526 | 0.587618 | 0.573536 | 0.571481 | 0.569669 | 0.501454 | 0.382312 | 0.355777 | 0.333657 | 0.325307,True,178,154,13,11,Silicon / Crystalline silicon / Amorphous silicon,待主题范围审阅,NMF关键词主题,待主题范围审阅,177
N0058,57,Alloy | Metallurgy | Microstructure | Magnesium alloy | Hydrogen storage | Titanium alloy | Extrusion | Elongation | Creep | Casting | Lamellar structure | Solid solution | Ductility (Earth science) | Melt spinning | Amorphous metal,https://openalex.org/keywords/alloy | https://openalex.org/keywords/metallurgy | https://openalex.org/keywords/microstructure | https://openalex.org/keywords/magnesium-alloy | https://openalex.org/keywords/hydrogen-storage | https://openalex.org/keywords/titanium-alloy | https://openalex.org/keywords/extrusion | https://openalex.org/keywords/elongation | https://openalex.org/keywords/creep | https://openalex.org/keywords/casting | https://openalex.org/keywords/lamellar-structure | https://openalex.org/keywords/solid-solution | https://openalex.org/keywords/ductility | https://openalex.org/keywords/melt-spinning | https://openalex.org/keywords/amorphous-metal,12.8703 | 3.28183 | 0.662751 | 0.625752 | 0.581457 | 0.327115 | 0.272076 | 0.266032 | 0.256936 | 0.254837 | 0.218228 | 0.197795 | 0.197082 | 0.195761 | 0.190844,True,195,144,22,29,Alloy / Metallurgy / Microstructure,待主题范围审阅,NMF关键词主题,待主题范围审阅,185
N0059,58,Ion | Ionic bonding | Atomic physics | Ion exchange | Inorganic chemistry | Physical chemistry | Ion implantation | Ion beam | Ion transporter | Ionization | Metal ions in aqueous solution | Ionic radius | Ionic conductivity | Battery (electricity) | Analytical Chemistry (journal),https://openalex.org/keywords/ion | https://openalex.org/keywords/ionic-bonding | https://openalex.org/keywords/atomic-physics | https://openalex.org/keywords/ion-exchange | https://openalex.org/keywords/inorganic-chemistry | https://openalex.org/keywords/physical-chemistry | https://openalex.org/keywords/ion-implantation | https://openalex.org/keywords/ion-beam | https://openalex.org/keywords/ion-transporter | https://openalex.org/keywords/ionization | https://openalex.org/keywords/metal-ions-in-aqueous-solution | https://openalex.org/keywords/ionic-radius | https://openalex.org/keywords/ionic-conductivity | https://openalex.org/keywords/battery | https://openalex.org/keywords/analytical-chemistry,14.0788 | 1.802 | 0.768438 | 0.714964 | 0.540342 | 0.465902 | 0.443493 | 0.312624 | 0.303376 | 0.290779 | 0.263897 | 0.215181 | 0.206112 | 0.190862 | 0.188504,True,95,66,13,16,Ion / Ionic bonding / Atomic physics,待主题范围审阅,NMF关键词主题,待主题范围审阅,96
N0060,59,Proton exchange membrane fuel cell | Fuel cells | Membrane electrode assembly | Durability | Proton | Gaseous diffusion | Hydrogen fuel | Engineering | Nuclear engineering | Water transport | Direct-ethanol fuel cell | Oxygen reduction reaction | Relative humidity | Contact resistance | Operating temperature,https://openalex.org/keywords/proton-exchange-membrane-fuel-cell | https://openalex.org/keywords/fuel-cells | https://openalex.org/keywords/membrane-electrode-assembly | https://openalex.org/keywords/durability | https://openalex.org/keywords/proton | https://openalex.org/keywords/gaseous-diffusion | https://openalex.org/keywords/hydrogen-fuel | https://openalex.org/keywords/engineering | https://openalex.org/keywords/nuclear-engineering | https://openalex.org/keywords/water-transport | https://openalex.org/keywords/direct-ethanol-fuel-cell | https://openalex.org/keywords/oxygen-reduction-reaction | https://openalex.org/keywords/relative-humidity | https://openalex.org/keywords/contact-resistance | https://openalex.org/keywords/operating-temperature,11.9098 | 5.08634 | 0.756247 | 0.704655 | 0.531482 | 0.425265 | 0.39568 | 0.372788 | 0.337681 | 0.312031 | 0.306053 | 0.243448 | 0.205854 | 0.190268 | 0.18515,True,380,287,44,49,Proton exchange membrane fuel cell / Fuel cells / Membrane electrode assembly,待主题范围审阅,NMF关键词主题,待主题范围审阅,364
N0061,60,Energy storage | Electrochemical energy storage | Process engineering | Computer data storage | Compressed air energy storage | Energy density | Electrochemical energy conversion | Energy transformation | Thermal energy storage | Electrochemistry | Reliability engineering | Flywheel | Hydrogen storage | Pumped-storage hydroelectricity | Computer science,https://openalex.org/keywords/energy-storage | https://openalex.org/keywords/electrochemical-energy-storage | https://openalex.org/keywords/process-engineering | https://openalex.org/keywords/computer-data-storage | https://openalex.org/keywords/compressed-air-energy-storage | https://openalex.org/keywords/energy-density | https://openalex.org/keywords/electrochemical-energy-conversion | https://openalex.org/keywords/energy-transformation | https://openalex.org/keywords/thermal-energy-storage | https://openalex.org/keywords/electrochemistry | https://openalex.org/keywords/reliability-engineering | https://openalex.org/keywords/flywheel | https://openalex.org/keywords/hydrogen-storage | https://openalex.org/keywords/pumped-storage-hydroelectricity | https://openalex.org/keywords/computer-science,12.9057 | 1.00008 | 0.565757 | 0.531001 | 0.473747 | 0.450799 | 0.421076 | 0.36572 | 0.308688 | 0.288718 | 0.245375 | 0.217671 | 0.211095 | 0.20349 | 0.18789,True,264,165,37,62,Energy storage / Electrochemical energy storage / Process engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,279
N0062,61,OLED | Diode | Electroluminescence | Light-emitting diode | Optoelectronics | Quantum efficiency | Phosphorescence | Fluorescence | Common emitter | Layer (electronics) | Luminance | Carbazole | Photochemistry | Optics | Brightness,https://openalex.org/keywords/oled | https://openalex.org/keywords/diode | https://openalex.org/keywords/electroluminescence | https://openalex.org/keywords/light-emitting-diode | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/quantum-efficiency | https://openalex.org/keywords/phosphorescence | https://openalex.org/keywords/fluorescence | https://openalex.org/keywords/common-emitter | https://openalex.org/keywords/layer | https://openalex.org/keywords/luminance | https://openalex.org/keywords/carbazole | https://openalex.org/keywords/photochemistry | https://openalex.org/keywords/optics | https://openalex.org/keywords/brightness,6.99543 | 5.83526 | 3.33274 | 2.70618 | 2.09141 | 2.0748 | 1.46383 | 1.33982 | 0.944598 | 0.783636 | 0.617195 | 0.512868 | 0.49778 | 0.464688 | 0.439187,True,525,460,34,31,OLED / Diode / Electroluminescence,待主题范围审阅,NMF关键词主题,待主题范围审阅,521
N0063,62,Renewable energy | Energy policy | Environmental economics | Feed-in tariff | Renewable resource | Energy transition | Energy development | Sustainable energy | Energy supply | Portfolio | Energy source | Energy engineering | Energy subsidies | Energy security | Energy planning,https://openalex.org/keywords/renewable-energy | https://openalex.org/keywords/energy-policy | https://openalex.org/keywords/environmental-economics | https://openalex.org/keywords/feed-in-tariff | https://openalex.org/keywords/renewable-resource | https://openalex.org/keywords/energy-transition | https://openalex.org/keywords/energy-development | https://openalex.org/keywords/sustainable-energy | https://openalex.org/keywords/energy-supply | https://openalex.org/keywords/portfolio | https://openalex.org/keywords/energy-source | https://openalex.org/keywords/energy-engineering | https://openalex.org/keywords/energy-subsidies | https://openalex.org/keywords/energy-security | https://openalex.org/keywords/energy-planning,13.5159 | 0.80873 | 0.674932 | 0.534963 | 0.422229 | 0.380608 | 0.37976 | 0.241666 | 0.209483 | 0.196192 | 0.180679 | 0.170014 | 0.165576 | 0.149157 | 0.147492,True,366,225,63,78,Renewable energy / Energy policy / Environmental economics,待主题范围审阅,NMF关键词主题,待主题范围审阅,403
N0064,63,Degradation (telecommunications) | Chemical engineering | Radical | Phenol | Tetracycline | Mineralization (soil science) | Persulfate | Bisphenol A | Electron paramagnetic resonance | Reaction rate constant | Peroxydisulfate | Environmental chemistry | Singlet oxygen | X-ray photoelectron spectroscopy | Biodegradation,https://openalex.org/keywords/degradation | https://openalex.org/keywords/chemical-engineering | https://openalex.org/keywords/radical | https://openalex.org/keywords/phenol | https://openalex.org/keywords/tetracycline | https://openalex.org/keywords/mineralization | https://openalex.org/keywords/persulfate | https://openalex.org/keywords/bisphenol-a | https://openalex.org/keywords/electron-paramagnetic-resonance | https://openalex.org/keywords/reaction-rate-constant | https://openalex.org/keywords/peroxydisulfate | https://openalex.org/keywords/environmental-chemistry | https://openalex.org/keywords/singlet-oxygen | https://openalex.org/keywords/x-ray-photoelectron-spectroscopy | https://openalex.org/keywords/biodegradation,14.7657 | 1.32733 | 0.695626 | 0.623891 | 0.475058 | 0.41404 | 0.352467 | 0.339743 | 0.297424 | 0.266625 | 0.224397 | 0.219539 | 0.187687 | 0.187321 | 0.186215,True,312,164,63,85,Degradation (telecommunications) / Chemical engineering / Radical,待主题范围审阅,NMF关键词主题,待主题范围审阅,310
N0065,64,Combustion | Waste management | Combustor | Flue gas | NOx | Coal | Coal combustion products | Pulverized coal-fired boiler | Ignition system | Heat of combustion | Solid fuel | Combustion chamber | Fluidized bed combustion | Municipal solid waste | Fly ash,https://openalex.org/keywords/combustion | https://openalex.org/keywords/waste-management | https://openalex.org/keywords/combustor | https://openalex.org/keywords/flue-gas | https://openalex.org/keywords/nox | https://openalex.org/keywords/coal | https://openalex.org/keywords/coal-combustion-products | https://openalex.org/keywords/pulverized-coal-fired-boiler | https://openalex.org/keywords/ignition-system | https://openalex.org/keywords/heat-of-combustion | https://openalex.org/keywords/solid-fuel | https://openalex.org/keywords/combustion-chamber | https://openalex.org/keywords/fluidized-bed-combustion | https://openalex.org/keywords/municipal-solid-waste | https://openalex.org/keywords/fly-ash,9.93722 | 4.72836 | 1.86982 | 1.71196 | 1.60359 | 1.28824 | 1.07751 | 0.995356 | 0.945897 | 0.891085 | 0.757661 | 0.687474 | 0.60865 | 0.427384 | 0.406037,True,363,300,31,32,Combustion / Waste management / Combustor,待主题范围审阅,NMF关键词主题,待主题范围审阅,356
N0066,65,Phase (matter) | Phase transition | Phase change | Three-phase | Phase diagram | Diffraction | Solid solution | Single phase | Metastability | Induction motor | Physics | Amplitude | Phase-change memory | Crystallography | Aqueous two-phase system,https://openalex.org/keywords/phase | https://openalex.org/keywords/phase-transition | https://openalex.org/keywords/phase-change | https://openalex.org/keywords/three-phase | https://openalex.org/keywords/phase-diagram | https://openalex.org/keywords/diffraction | https://openalex.org/keywords/solid-solution | https://openalex.org/keywords/single-phase | https://openalex.org/keywords/metastability | https://openalex.org/keywords/induction-motor | https://openalex.org/keywords/physics | https://openalex.org/keywords/amplitude | https://openalex.org/keywords/phase-change-memory | https://openalex.org/keywords/crystallography | https://openalex.org/keywords/aqueous-two-phase-system,14.3336 | 1.3641 | 0.885258 | 0.772766 | 0.643713 | 0.382059 | 0.327012 | 0.298303 | 0.282155 | 0.270547 | 0.25797 | 0.25215 | 0.24264 | 0.236053 | 0.215911,True,146,100,19,27,Phase (matter) / Phase transition / Phase change,待主题范围审阅,NMF关键词主题,待主题范围审阅,143
N0067,66,Geology | Geochemistry | Geotechnical engineering | Oceanography | Hydrology (agriculture) | Structural basin | Aquifer | Groundwater | Earth science | Petrology | Volcano | Seismology | Geomorphology | Mining engineering | Geophysics,https://openalex.org/keywords/geology | https://openalex.org/keywords/geochemistry | https://openalex.org/keywords/geotechnical-engineering | https://openalex.org/keywords/oceanography | https://openalex.org/keywords/hydrology | https://openalex.org/keywords/structural-basin | https://openalex.org/keywords/aquifer | https://openalex.org/keywords/groundwater | https://openalex.org/keywords/earth-science | https://openalex.org/keywords/petrology | https://openalex.org/keywords/volcano | https://openalex.org/keywords/seismology | https://openalex.org/keywords/geomorphology | https://openalex.org/keywords/mining-engineering | https://openalex.org/keywords/geophysics,11.2747 | 2.03813 | 1.93824 | 1.07127 | 0.970154 | 0.936456 | 0.929748 | 0.917108 | 0.90023 | 0.829282 | 0.805418 | 0.795584 | 0.780715 | 0.69705 | 0.589824,True,403,349,27,27,Geology / Geochemistry / Geotechnical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,395
N0068,67,Quantum dot | Lead sulfide | Multiple exciton generation | Cadmium selenide | Infrared | Quantum dot solar cell | Optoelectronics | Wavelength | Absorption (acoustics) | Absorption spectroscopy | Potential well | Chemical bath deposition | Cadmium sulfide | Nanotechnology | Photon,https://openalex.org/keywords/quantum-dot | https://openalex.org/keywords/lead-sulfide | https://openalex.org/keywords/multiple-exciton-generation | https://openalex.org/keywords/cadmium-selenide | https://openalex.org/keywords/infrared | https://openalex.org/keywords/quantum-dot-solar-cell | https://openalex.org/keywords/optoelectronics | https://openalex.org/keywords/wavelength | https://openalex.org/keywords/absorption | https://openalex.org/keywords/absorption-spectroscopy | https://openalex.org/keywords/potential-well | https://openalex.org/keywords/chemical-bath-deposition | https://openalex.org/keywords/cadmium-sulfide | https://openalex.org/keywords/nanotechnology | https://openalex.org/keywords/photon,8.46705 | 1.19352 | 1.16623 | 0.745547 | 0.585798 | 0.536787 | 0.489856 | 0.439276 | 0.384541 | 0.342874 | 0.339002 | 0.302564 | 0.272613 | 0.235914 | 0.23575,True,177,120,26,31,Quantum dot / Lead sulfide / Multiple exciton generation,待主题范围审阅,NMF关键词主题,待主题范围审阅,327
N0069,68,Nanorod | Process engineering | Biochemical engineering | Quantum efficiency | Hydrogen production | Process integration | Molten carbonate fuel cell | Chemical bath deposition | Cadmium sulfide | Photocurrent | Energy storage | Ostwald ripening | Separation (statistics) | Tin oxide | Composite number,https://openalex.org/keywords/nanorod | https://openalex.org/keywords/process-engineering | https://openalex.org/keywords/biochemical-engineering | https://openalex.org/keywords/quantum-efficiency | https://openalex.org/keywords/hydrogen-production | https://openalex.org/keywords/process-integration | https://openalex.org/keywords/molten-carbonate-fuel-cell | https://openalex.org/keywords/chemical-bath-deposition | https://openalex.org/keywords/cadmium-sulfide | https://openalex.org/keywords/photocurrent | https://openalex.org/keywords/energy-storage | https://openalex.org/keywords/ostwald-ripening | https://openalex.org/keywords/separation | https://openalex.org/keywords/tin-oxide | https://openalex.org/keywords/composite-number,5.93791 | 5.76827 | 0.462621 | 0.272147 | 0.194797 | 0.187059 | 0.181568 | 0.15646 | 0.152428 | 0.147145 | 0.137815 | 0.133676 | 0.13205 | 0.123941 | 0.104571,True,3,2,0,1,Nanorod / Process engineering / Biochemical engineering,待主题范围审阅,NMF关键词主题,待主题范围审阅,4
